,Invalid
0,55767
1,55768
2,827791368
3,359700489
4,359700490
5,359700491
6,359700492
7,359700493
8,359700494
9,557053962
10,359700496
11,359700497
12,416008209
13,561764825
14,55769
15,55770
16,16408
17,892831769
18,16410
19,382656541
20,382656542
21,382656543
22,382656544
23,382656545
24,643168287
25,382656547
26,382656550
27,566384685
28,566384686
29,375183414
30,382656567
31,375183416
32,382656568
33,382656569
34,375183419
35,382656572
36,632746040
37,430776382
38,430776383
39,820735833
40,340752453
41,822917190
42,340752455
43,822917191
44,340752457
45,340752458
46,822917193
47,340752460
48,20554
49,20553
50,340752463
51,20556
52,55379
53,55380
54,55381
55,55382
56,647724870
57,426827866
58,369932393
59,369932395
60,369932396
61,369932397
62,369932398
63,369932400
64,415971443
65,515262581
66,472166522
67,410810202
68,472166526
69,875176066
70,416008323
71,416008324
72,410810204
73,416008328
74,827363463
75,416008331
76,778858636
77,778858638
78,471120016
79,827699349
80,426786974
81,362973343
82,426786976
83,362973353
84,69805
85,69806
86,362973359
87,69807
88,364099763
89,362973363
90,534261942
91,362973367
92,534261944
93,63675
94,364099772
95,650115261
96,364099774
97,364099775
98,745289922
99,63683
100,888959172
101,364099781
102,370419910
103,656365765
104,888959173
105,370419914
106,370419916
107,67789
108,370419918
109,370419920
110,388868304
111,710535376
112,388868307
113,710535379
114,388868309
115,354515158
116,354515159
117,354515160
118,354515161
119,354515162
120,354515163
121,354515164
122,354515165
123,354515166
124,382656732
125,354515168
126,354515169
127,382656735
128,623859932
129,726083816
130,382656752
131,362973425
132,362973426
133,362973427
134,382656754
135,360982106
136,362973430
137,546267380
138,362973432
139,362973433
140,360982107
141,362973434
142,362973435
143,338868477
144,338868478
145,338868479
146,338868480
147,338868481
148,362973436
149,338868483
150,338868484
151,338868485
152,338868486
153,370419974
154,338868488
155,370419976
156,370419978
157,370419981
158,557054233
159,557054234
160,557054235
161,576096542
162,576096544
163,576096546
164,388868392
165,388868393
166,383635755
167,383635756
168,383635757
169,383635758
170,383635759
171,388868397
172,490019117
173,383635762
174,490019119
175,65844
176,65847
177,65850
178,745290044
179,65854
180,57663
181,426787137
182,37187
183,491086149
184,37189
185,426787146
186,426787147
187,718825805
188,557035857
189,557035858
190,870678872
191,865597811
192,579422586
193,338868607
194,338868608
195,338868609
196,338868610
197,338868611
198,338868612
199,338868613
200,338868614
201,338868616
202,338868617
203,336828814
204,336828815
205,336828816
206,336828817
207,336828818
208,336828819
209,336828820
210,336828821
211,336828822
212,336828823
213,726083995
214,41379
215,370420137
216,370420139
217,865597867
218,370420142
219,740379054
220,614246219
221,614246221
222,53696
223,352178632
224,356884936
225,352178634
226,352178635
227,352178636
228,356884937
229,352178638
230,352178639
231,356884938
232,352178641
233,356884940
234,356884942
235,356884944
236,374051281
237,374051285
238,356811223
239,356811224
240,356811225
241,374051286
242,356811227
243,356811228
244,356811229
245,356811230
246,356811231
247,356811232
248,370420189
249,370420190
250,561764826
251,6619
252,514075109
253,370420198
254,426785254
255,426785256
256,530405862
257,569879018
258,370420204
259,869415404
260,400273227
261,370420220
262,517810686
263,517810688
264,801448448
265,461099522
266,461099524
267,356811277
268,356811278
269,356811279
270,356811280
271,356811281
272,356811282
273,356811283
274,356811284
275,356811285
276,356811286
277,356811287
278,561766936
279,49686
280,572604957
281,572604958
282,70174
283,10784
284,752001570
285,352178723
286,352178724
287,352178725
288,352178726
289,425857571
290,352178728
291,352178729
292,352178730
293,572604964
294,352178732
295,400273242
296,757951040
297,344128066
298,344128067
299,344128068
300,344128070
301,344128071
302,344128072
303,344128073
304,343237194
305,344128075
306,343237196
307,343237198
308,343237199
309,343237200
310,343237201
311,414990926
312,343237203
313,343237204
314,414990927
315,824846926
316,356885080
317,765509446
318,356885082
319,356885083
320,498709082
321,356885085
322,356885086
323,495837795
324,495837797
325,540566127
326,779246197
327,838005701
328,343534201
329,343534202
330,53883
331,343534204
332,343534205
333,343534206
334,343534207
335,343534208
336,343534209
337,343534210
338,343534211
339,343534212
340,815014528
341,889002628
342,334310023
343,334310024
344,334310025
345,334310026
346,334310027
347,334310028
348,334310029
349,334310030
350,889002631
351,334310032
352,771539600
353,520200851
354,520200852
355,378618519
356,378618520
357,785365657
358,623373274
359,47353
360,530406059
361,877730489
362,387418811
363,387418814
364,387418816
365,387418817
366,387418818
367,540566210
368,718826179
369,718826180
370,718826182
371,399450823
372,27335
373,399450825
374,47360
375,27334
376,637866700
377,540566224
378,420580054
379,399450839
380,420580055
381,343237352
382,343237353
383,343237354
384,343237355
385,343237356
386,343237357
387,343237358
388,343237359
389,387418859
390,343237361
391,387418860
392,366269171
393,387418861
394,366269174
395,62199
396,62198
397,366269177
398,366269178
399,366269180
400,346071807
401,346071808
402,346071809
403,346071810
404,990376704
405,990376708
406,346071813
407,346071814
408,346071816
409,990376714
410,990376717
411,482751249
412,842799891
413,889002772
414,57180
415,19233
416,378618662
417,378618663
418,572605224
419,68546
420,538948394
421,19243
422,538948397
423,68547
424,538948402
425,538948403
426,538948404
427,538948405
428,634796854
429,601852734
430,857094983
431,857094984
432,70472
433,408822605
434,383284050
435,383284051
436,383284052
437,383284054
438,383284055
439,383284056
440,520201046
441,520201047
442,350149467
443,350149468
444,350149470
445,350149471
446,350149472
447,350149473
448,350149475
449,350149476
450,383284067
451,383284069
452,383284070
453,350147432
454,350147433
455,350147434
456,350147435
457,350147436
458,350147437
459,515973989
460,350147439
461,350147440
462,350147441
463,366269296
464,366269298
465,714824556
466,31602
467,366269302
468,31606
469,555101048
470,555101049
471,31607
472,366269307
473,346071932
474,366269309
475,346071934
476,366269311
477,50047
478,346071937
479,346071938
480,346071939
481,346071941
482,60294
483,60296
484,60297
485,540566410
486,421925774
487,421925775
488,421925776
489,421925778
490,35736
491,35737
492,716432286
493,869979038
494,346071968
495,346071969
496,346071970
497,346071971
498,346071972
499,346071973
500,346071974
501,346071975
502,346071976
503,346071977
504,17313
505,346071979
506,56229
507,1002640297
508,57175
509,408822705
510,408822706
511,57176
512,387419064
513,387419065
514,48058
515,387419067
516,387419068
517,408822715
518,387419070
519,435594172
520,346072000
521,435594173
522,346072002
523,387419074
524,346072004
525,346072005
526,346072006
527,346072007
528,375210949
529,346072009
530,375210951
531,375210952
532,375210953
533,375210956
534,375210958
535,37830
536,375210960
537,350149593
538,350149594
539,350149595
540,350149596
541,350149597
542,397624282
543,350149599
544,350149600
545,397624288
546,350149602
547,599542755
548,623373275
549,829146079
550,528980969
551,824820728
552,824820729
553,824820730
554,819276795
555,790180861
556,790180862
557,64512
558,64513
559,416009221
560,416009222
561,416009223
562,416009225
563,368866315
564,368866316
565,416009227
566,368866318
567,416009229
568,368866322
569,368866324
570,368866325
571,383284246
572,550362132
573,857095191
574,860994584
575,383284253
576,509336608
577,58406
578,58407
579,707257391
580,785769522
581,785769524
582,710535421
583,710535422
584,792134726
585,68681
586,68682
587,509346897
588,509346900
589,838005856
590,1002167397
591,882009198
592,995177411
593,1002167409
594,414332023
595,410702973
596,410702976
597,509334656
598,476742795
599,837975179
600,402887822
601,578847889
602,578847890
603,578847891
604,860994709
605,476406938
606,476406939
607,476406940
608,476406942
609,15297
610,15298
611,568773806
612,850664623
613,707257524
614,707257529
