,Invalid
0,57345
1,354500610
2,354500612
3,354500613
4,354500614
5,354500615
6,354500616
7,354500617
8,354500618
9,354500619
10,354500620
11,354500621
12,825991190
13,825991191
14,825991192
15,825991194
16,825991195
17,825991196
18,65568
19,65572
20,65576
21,992419883
22,992419886
23,992419887
24,992419889
25,57407
26,57414
27,852664427
28,353329261
29,353329263
30,852664431
31,852664433
32,353329266
33,353329267
34,353329268
35,353329269
36,353329270
37,852664434
38,852664435
39,24723
40,24724
41,805159106
42,810778822
43,805159111
44,805159112
45,810778826
46,805159115
47,810778828
48,810778829
49,810778827
50,810778831
51,810778832
52,779321567
53,835215597
54,835215601
55,835215603
56,832626932
57,832626933
58,832626934
59,835215606
60,642154746
61,642154747
62,642154748
63,832626940
64,832626938
65,642154752
66,642154756
67,350290183
68,350290184
69,641384735
70,641384740
71,641384743
72,470196520
73,369877291
74,369877292
75,369877293
76,341893422
77,341893423
78,341893424
79,341893425
80,341893426
81,341893427
82,341893428
83,341893429
84,341893430
85,341893431
86,341893432
87,369877298
88,369877297
89,369877301
90,369877299
91,340705609
92,412713305
93,855638361
94,855638363
95,855638369
96,515572086
97,515572087
98,515572090
99,515572093
100,779321762
101,674374057
102,674374058
103,674374059
104,674374060
105,469819821
106,16811
107,16812
108,16813
109,16819
110,640991694
111,594690512
112,594690513
113,594690514
114,594690518
115,684515805
116,430825951
117,430825952
118,430825953
119,762470901
120,762470902
121,762470904
122,762470906
123,762470909
124,57866
125,57867
126,57868
127,57869
128,57870
129,57874
130,356811288
131,414990877
132,775504418
133,875520546
134,775504420
135,775504421
136,775504423
137,775504424
138,875520555
139,875520556
140,875520557
141,678167144
142,638476905
143,66156
144,66157
145,66158
146,638476913
147,66164
148,546505333
149,546505334
150,546505336
151,33412
152,33413
153,33420
154,33421
155,33422
156,729490073
157,756097695
158,460432032
159,460432033
160,62006
161,460432035
162,460432036
163,790586025
164,790586027
165,716432054
166,8948
167,8949
168,643670775
169,643670776
170,467960571
171,8956
172,8957
173,467960574
174,592675582
175,8958
176,864527111
177,864527112
178,41737
179,41736
180,41739
181,41738
182,818307856
183,818307857
184,41745
185,819955653
186,670556955
187,819955654
188,819955655
189,687112996
190,687113002
191,687113003
192,687113004
193,687113006
194,688300855
195,688300857
196,688300858
197,382165822
198,382165823
199,382165824
200,688300862
201,688300863
202,688300864
203,644809545
204,644809546
205,739509068
206,739509069
207,644809551
208,739509073
209,644809554
210,50002
211,409027438
212,663438233
213,663438234
214,663438235
215,517743518
216,663438239
217,849454017
218,849454023
219,849454025
220,375210961
221,827556828
222,827556829
223,874660831
224,874660836
225,874660838
226,501785575
227,874660839
228,874660841
