,Invalid
0,416008196
1,337082374
2,337082375
3,337082376
4,337082377
5,337082378
6,337082379
7,337082380
8,337082381
9,337082382
10,337082383
11,456456216
12,465432603
13,614246429
14,4126
15,4127
16,4131
17,745289764
18,745289765
19,67620
20,822917166
21,822917167
22,775475251
23,740350005
24,718723129
25,740350009
26,580851771
27,775475257
28,775475259
29,775475260
30,591284287
31,55362
32,55363
33,55364
34,623861832
35,623861833
36,623861834
37,362973259
38,362973261
39,740350030
40,362973264
41,362973265
42,740350033
43,83
44,84
45,85
46,471119958
47,86
48,88
49,632746073
50,471119963
51,91
52,92
53,623859807
54,629829728
55,403060833
56,629829729
57,857139297
58,623859815
59,637614184
60,637614186
61,637614192
62,637614193
63,403060859
64,685422716
65,403060864
66,606648449
67,403060868
68,827699332
69,606648456
70,426786953
71,606648457
72,606648458
73,606648459
74,426786959
75,827791509
76,1004675865
77,877658272
78,877658276
79,448762022
80,837931175
81,837931184
82,585152695
83,585152696
84,779321533
85,440963262
86,440963263
87,440963264
88,426787009
89,440963265
90,779321534
91,779321542
92,491086027
93,617984204
94,479135956
95,18655
96,346063072
97,346063073
98,346063074
99,346063075
100,346063076
101,346063077
102,346063078
103,346063079
104,346063080
105,346063081
106,415971559
107,415971562
108,637614307
109,606648557
110,415971566
111,832788716
112,875176172
113,372379889
114,372379890
115,338868467
116,338868468
117,338868469
118,372379891
119,338868471
120,338868472
121,338868473
122,338868474
123,338868475
124,338868476
125,372379892
126,372379895
127,407589112
128,629797122
129,640991502
130,640991504
131,857094924
132,888959255
133,888959256
134,888959257
135,370419998
136,370419999
137,8478
138,370420001
139,370420002
140,55583
141,865597740
142,837975106
143,4398
144,4397
145,4401
146,558489909
147,558489910
148,558489912
149,558489913
150,558489914
151,558489915
152,656365899
153,656365901
154,59726
155,59730
156,579422549
157,656365918
158,756122281
159,558489956
160,798906727
161,756122282
162,2421
163,461099388
164,525252988
165,525252989
166,380
167,374051200
168,461099394
169,374051202
170,374051205
171,378618245
172,378618250
173,726083978
174,378618252
175,378618254
176,656279967
177,656279968
178,781969831
179,781969833
180,781969835
181,572688813
182,4526
183,479113649
184,479113655
185,570159543
186,570159544
187,461099450
188,570159545
189,620509625
190,620509626
191,620509627
192,750418360
193,750418362
194,750418363
195,750418364
196,771199651
197,781969865
198,515264973
199,515264975
200,771199653
201,423713235
202,423713236
203,423713237
204,423713238
205,423713239
206,423713240
207,423713241
208,423713242
209,423713243
210,423713244
211,515264980
212,515264984
213,750418399
214,718825953
215,718825954
216,432624099
217,718825960
218,718825961
219,785768944
220,757950965
221,599402998
222,757950966
223,757950973
224,629797374
225,629797375
226,629797376
227,665489919
228,665489920
229,629797379
230,757950974
231,10750
232,629797382
233,815014407
234,665489928
235,815014408
236,10758
237,889002507
238,561766927
239,561766935
240,451756569
241,718826009
242,388545051
243,718826010
244,498709023
245,388545056
246,498709024
247,388545058
248,498709026
249,498709027
250,498709028
251,629797410
252,629797411
253,629797412
254,629797414
255,566495786
256,566495787
257,660802086
258,660802088
259,414990894
260,414990895
261,779246119
262,779246122
263,566495794
264,61997
265,61996
266,62003
267,414990902
268,865598006
269,865598012
270,865598014
271,597578305
272,597578306
273,597578307
274,597578308
275,597578309
276,601852481
277,597578311
278,4677
279,445008460
280,45657
281,64091
282,523375196
283,64093
284,523375198
285,45664
286,64096
287,523375205
288,61995
289,502577770
290,677866092
291,459571823
292,2672
293,752001710
294,634796690
295,874633874
296,660
297,425857685
298,634796693
299,4758
300,716321433
301,666
302,716321435
303,740379291
304,790147741
305,811856542
306,425857695
307,716321440
308,723100319
309,723100320
310,732291745
311,752001717
312,756122274
313,756122276
314,756122277
315,723100328
316,723100329
317,732291752
318,591229611
319,752001707
320,752001708
321,680757934
322,378618543
323,591229615
324,366269105
325,378618545
326,591229618
327,752001709
328,366269109
329,366269110
330,366269111
331,366269112
332,366269113
333,378618552
334,752001715
335,752001716
336,634796733
337,634796734
338,561767104
339,634796740
340,388545236
341,346071765
342,346071766
343,346071767
344,346071768
345,346071769
346,346071770
347,346071771
348,346071772
349,346071773
350,388545237
351,388545240
352,760322779
353,760322781
354,388545250
355,732291810
356,760457949
357,775473892
358,775473894
359,798984926
360,760322792
361,760322793
362,775473896
363,2792
364,2795
365,2788
366,2791
367,408824562
368,408824564
369,408824566
370,378618616
371,596355832
372,408824570
373,768852734
374,592675583
375,768852736
376,592675588
377,407819013
378,407819014
379,407819015
380,592675592
381,768852740
382,768852743
383,407819019
384,561765131
385,338125581
386,338125582
387,561765132
388,338125584
389,338125585
390,338125586
391,338125587
392,338125588
393,338125589
394,338125590
395,561765136
396,561765138
397,815014679
398,1004675861
399,1004675862
400,645772060
401,1004675864
402,645772062
403,645772063
404,572605216
405,572605217
406,645772064
407,803
408,804
409,504087336
410,4905
411,4906
412,4908
413,4909
414,502563633
415,70450
416,448789302
417,824845110
418,824845112
419,811856697
420,824845113
421,775473984
422,811856706
423,771199811
424,54083
425,421925701
426,54082
427,771199815
428,54086
429,54085
430,54090
431,66379
432,66380
433,66377
434,716321616
435,716321617
436,10752
437,745589588
438,670554971
439,670554977
440,815100771
441,2920
442,383284078
443,597891954
444,760357748
445,760357749
446,383284086
447,824847223
448,792204152
449,792204153
450,760357754
451,804164475
452,54316
453,367774595
454,860995051
455,345854856
456,345854857
457,345854858
458,345854859
459,345854860
460,345854861
461,345854862
462,345854863
463,345854864
464,345854865
465,367774602
466,367774608
467,367774609
468,601881492
469,601881493
470,601881495
471,601881496
472,842800021
473,842800022
474,877730710
475,58266
476,58270
477,939
478,515264979
479,943
480,729385907
481,947
482,68531
483,760323003
484,729385916
485,760323004
486,760323005
487,760323006
488,68539
489,775474113
490,760323011
491,461085644
492,445055948
493,445055952
494,387419090
495,387419096
496,387419097
497,792134621
498,760458208
499,509336546
500,877730786
501,995179500
502,3056
503,3057
504,626240503
505,626240504
506,3064
507,626240506
508,476742659
509,476742661
510,476742666
511,465437707
512,421942284
513,397624343
514,397624344
515,397624346
516,397624348
517,397624351
518,760458273
519,760458274
520,760458279
521,375211048
522,515261481
523,375211050
524,375211051
525,375211052
526,375211053
527,375211054
528,448896047
529,515261485
530,611251249
531,760458281
532,760458282
533,819276844
534,819276849
535,824820790
536,611251255
537,440335416
538,1073
539,476742714
540,1074
541,1075
542,824820797
543,5184
544,345855041
545,599542849
546,345855043
547,345855044
548,345855045
549,345855046
550,345855047
551,345855048
552,345855049
553,345855050
554,599542851
555,599542852
556,419605583
557,996299866
558,860994654
559,860994655
560,775474272
561,860994663
562,410702960
563,410702962
564,410702965
565,804047993
566,804047996
567,804048000
568,804048001
569,58032
570,894405770
571,58033
572,894405772
573,894405774
574,58034
575,792134807
576,850664602
577,850664603
578,850664606
579,804048036
580,601881771
581,811856543
582,601881779
583,504089784
584,807519417
585,768664764
586,768664765
587,768664766
588,768664767
589,768664768
590,768664771
591,587850954
592,587850959
593,675273945
594,675273946
595,846623963
596,846623964
597,765478109
598,846623965
599,765478111
600,846623966
601,846623967
602,860650720
603,860650721
604,860650727
605,3317
606,3318
607,3319
608,3320
609,601881851
610,2289
611,752129282
612,752129283
613,752129284
614,771810566
615,2291
616,423728392
617,771810568
618,771810570
619,771810571
620,771810572
621,423728397
622,771810573
623,868957448
624,771810576
625,868957449
626,683242770
627,868957451
628,56600
629,56601
630,56603
631,56604
632,674055453
633,56606
634,56605
635,860650791
636,860650792
637,419605801
638,860650793
639,785769771
640,419605804
641,785769772
642,785769773
643,785769774
644,768664880
645,860650794
646,752129338
647,1339
648,1338
649,340684096
650,340684097
