,Invalid
0,755384320
1,755384322
2,11397
3,875175948
4,11400
5,580853783
6,434716696
7,434716697
8,580853785
9,580853787
10,647725091
11,647725092
12,672063525
13,672063527
14,580853800
15,647725096
16,11406
17,647725100
18,59
19,60
20,61
21,62
22,65
23,67
24,68
25,535478342
26,535478343
27,535478344
28,680665163
29,680665164
30,680665169
31,875176031
32,580853857
33,580853858
34,875176034
35,580853866
36,403013766
37,403013768
38,403013770
39,597418128
40,597418130
41,597418133
42,680665248
43,680665249
44,680665250
45,680665252
46,680665256
47,403013824
48,403013825
49,382656706
50,382656707
51,382656708
52,382656709
53,382656710
54,382656711
55,599417030
56,382656713
57,382656714
58,382656715
59,382656716
60,400089289
61,400089290
62,400089292
63,400089295
64,400089296
65,599417033
66,599417040
67,623968460
68,558489813
69,558489814
70,558489815
71,558489816
72,623968469
73,623968470
74,558489819
75,558489820
76,217
77,222
78,57565
79,57568
80,57567
81,57566
82,57576
83,491086062
84,8431
85,491086064
86,875176176
87,875176177
88,8434
89,8433
90,491086069
91,8432
92,8439
93,740350067
94,740350068
95,599417098
96,740350069
97,270
98,271
99,274
100,599417107
101,275
102,280
103,281
104,456466728
105,456466729
106,456466730
107,456466732
108,303
109,456466738
110,311
111,312
112,67744
113,599417169
114,599417170
115,599417172
116,599417173
117,599417174
118,640991577
119,67745
120,640991582
121,640991585
122,640991586
123,640991587
124,358
125,359
126,360
127,362
128,363
129,482214253
130,350290286
131,350290287
132,350290288
133,482214254
134,367
135,482214260
136,350290293
137,350290294
138,350290295
139,350290296
140,378618231
141,378618232
142,378618233
143,378618235
144,801448328
145,801448329
146,801448332
147,67747
148,801448339
149,640991638
150,640991639
151,640991640
152,640991641
153,694780311
154,640991644
155,4968
156,4969
157,723558830
158,723558831
159,356884912
160,356884913
161,723558833
162,356884915
163,356884916
164,356884917
165,356884918
166,356884919
167,723558834
168,356884921
169,356884922
170,723558838
171,440
172,378618301
173,378618302
174,378618303
175,446
176,378618305
177,378618306
178,378618307
179,4974
180,4976
181,4978
182,4979
183,540566000
184,540566001
185,561766915
186,561766916
187,561766917
188,561766918
189,807756298
190,807756299
191,807756301
192,807756303
193,807756305
194,551
195,556
196,557
197,559
198,861001496
199,491184694
200,491184695
201,491184696
202,861001498
203,491184703
204,580
205,581
206,586
207,587
208,811786833
209,811786834
210,811786835
211,811786836
212,811786837
213,356811363
214,356811364
215,356811365
216,356811367
217,356811368
218,356811369
219,356811370
220,824844903
221,356811372
222,356811373
223,824844904
224,824844911
225,356811376
226,356811377
227,356811378
228,824844912
229,356811380
230,356811381
231,356811382
232,356811383
233,356811384
234,356811385
235,637
236,638
237,540566144
238,540566145
239,540566146
240,641
241,495837828
242,643
243,495837830
244,540566150
245,540566152
246,644
247,665363082
248,495837835
249,665363083
