Place,DogName,Box,Weight,StartPrice,PIR,Split,RunTime,RaceId,Distance,RaceGrade,Track,date,TrainerLName,TrainerFName
1.0,don't dilute,1.0,32.4,1.12,211,6.54,19.74,1008718923,340,7,gunnedah,2024-03-21,poo,poo
7.0,ritza shame,2.0,26.5,9.0,587,6.94,20.56,1008718923,340,6,gunnedah,2024-03-21,poo,poo
5.0,chana bomb,3.0,29.9,26.0,875,6.88,20.49,1008718923,340,7,gunnedah,2024-03-21,poo,poo
6.0,tralee jester,4.0,32.6,23.0,446,6.75,20.51,1008718923,340,7,gunnedah,2024-03-21,poo,poo
8.0,drink tequilas,5.0,24.4,26.0,768,6.83,20.65,1008718923,340,7,gunnedah,2024-03-21,poo,poo
2.0,aussie frank,6.0,33.9,15.0,122,6.6,20.19,1008718923,340,7,gunnedah,2024-03-21,poo,poo
3.0,dancing warrior,7.0,31.0,61.0,333,6.74,20.32,1008718923,340,7,gunnedah,2024-03-21,poo,poo
4.0,just black,8.0,36.7,71.0,654,6.82,20.39,1008718923,340,7,gunnedah,2024-03-21,poo,poo
2.0,little bronte,1.0,24.0,19.0,772,6.82,20.26,1008718924,340,5,gunnedah,2024-03-21,poo,poo
1.0,moonshine man,2.0,32.8,3.6,111,6.59,19.77,1008718924,340,5,gunnedah,2024-03-21,poo,poo
6.0,fiery chana,3.0,26.5,51.0,256,6.7,20.82,1008718924,340,6,gunnedah,2024-03-21,poo,poo
3.0,simply black,4.0,27.5,1.9,543,6.68,20.55,1008718924,340,6,gunnedah,2024-03-21,poo,poo
4.0,toni fiesta,6.0,24.7,12.0,434,6.68,20.67,1008718924,340,6,gunnedah,2024-03-21,poo,poo
5.0,hail the king,7.0,30.5,3.9,665,6.71,20.71,1008718924,340,6,gunnedah,2024-03-21,poo,poo
7.0,identity,8.0,27.7,81.0,327,6.68,21.26,1008718924,340,6,gunnedah,2024-03-21,poo,poo
6.0,winter tralee,1.0,28.7,4.0,116,,20.46,1008718925,340,6,gunnedah,2024-03-21,poo,poo
1.0,final countdown,2.0,34.0,5.5,521,,19.78,1008718925,340,5,gunnedah,2024-03-21,poo,poo
7.0,burn the worm,3.0,32.4,81.0,777,,20.57,1008718925,340,5,gunnedah,2024-03-21,poo,poo
2.0,our last hoorah,4.0,31.3,5.0,232,,19.95,1008718925,340,6,gunnedah,2024-03-21,poo,poo
3.0,harada's lass,6.0,29.5,41.0,343,,20.09,1008718925,340,6,gunnedah,2024-03-21,poo,poo
5.0,on duty,7.0,26.9,19.0,655,,20.31,1008718925,340,5,gunnedah,2024-03-21,poo,poo
4.0,joe cargo,8.0,35.5,1.95,464,,20.27,1008718925,340,5,gunnedah,2024-03-21,poo,poo
3.0,intruder,1.0,28.2,16.0,533,,20.03,1008718926,340,4,gunnedah,2024-03-21,poo,poo
2.0,roger the dodger,2.0,33.6,2.8,222,,19.83,1008718926,340,5,gunnedah,2024-03-21,poo,poo
6.0,valentino beach,3.0,32.4,4.2,456,,20.3,1008718926,340,3,gunnedah,2024-03-21,poo,poo
4.0,be good beach,4.0,25.1,8.5,164,,20.22,1008718926,340,5,gunnedah,2024-03-21,poo,poo
7.0,mean blake,6.0,31.1,41.0,777,,20.79,1008718926,340,5,gunnedah,2024-03-21,poo,poo
1.0,head them up,7.0,30.2,4.0,311,,19.6,1008718926,340,5,gunnedah,2024-03-21,poo,poo
4.0,boy george cargo,8.0,33.2,5.5,645,,20.22,1008718926,340,4,gunnedah,2024-03-21,poo,poo
,explore more,,,1.0,,,,1008718927,340,5,gunnedah,2024-03-21,poo,poo
3.0,don't blush baby,1.0,32.7,18.0,133,6.57,19.91,1008718927,340,5,gunnedah,2024-03-21,poo,poo
6.0,money's on,2.0,28.4,15.0,356,6.64,20.18,1008718927,340,5,gunnedah,2024-03-21,poo,poo
1.0,adele cargo,3.0,29.6,1.45,421,6.54,19.44,1008718927,340,5,gunnedah,2024-03-21,poo,poo
2.0,goofy gilligan,4.0,34.2,4.6,212,6.52,19.77,1008718927,340,5,gunnedah,2024-03-21,poo,poo
4.0,karinya mick,6.0,33.1,21.0,544,6.62,19.96,1008718927,340,5,gunnedah,2024-03-21,poo,poo
5.0,skylah,7.0,27.1,8.0,665,6.75,20.16,1008718927,340,5,gunnedah,2024-03-21,poo,poo
2.0,blue supreme,1.0,24.3,12.0,122,6.55,20.07,1008718928,340,5,gunnedah,2024-03-21,poo,poo
1.0,blue alley,2.0,26.9,5.0,341,6.65,19.97,1008718928,340,5,gunnedah,2024-03-21,poo,poo
5.0,milly chana,3.0,26.5,2.7,435,6.63,20.53,1008718928,340,5,gunnedah,2024-03-21,poo,poo
3.0,coco cargo,4.0,33.7,11.0,773,6.7,20.14,1008718928,340,5,gunnedah,2024-03-21,poo,poo
7.0,drink shiraz,6.0,32.7,7.0,217,6.53,20.64,1008718928,340,5,gunnedah,2024-03-21,poo,poo
6.0,dougie cargo,7.0,30.3,5.0,556,6.68,20.57,1008718928,340,5,gunnedah,2024-03-21,poo,poo
4.0,shogun warlord,8.0,30.4,6.5,664,6.7,20.43,1008718928,340,5,gunnedah,2024-03-21,poo,poo
,adelmo bale,,,1.0,,,,1008718929,431,5,gunnedah,2024-03-21,poo,poo
,turbo cash,,,1.0,,,,1008718929,431,5,gunnedah,2024-03-21,poo,poo
