Place,DogName,Box,Weight,StartPrice,PIR,Split,RunTime,RaceId,Distance,RaceGrade,Track,date,TrainerLName,TrainerFName
5.0,zipping hagrid,1.0,32.7,2.5,667,6.86,23.21,995539159,400,Maiden,bulli,2024-02-11,poo,poo
2.0,our little dream,2.0,26.5,19.0,222,6.74,23.02,995539159,400,Maiden,bulli,2024-02-11,poo,poo
1.0,scholar's mate,3.0,31.6,5.0,111,6.68,22.85,995539159,400,7,bulli,2024-02-11,poo,poo
7.0,whiskey mac,4.0,31.8,81.0,576,6.9,23.44,995539159,400,Maiden,bulli,2024-02-11,poo,poo
6.0,mount bimberi,6.0,29.2,31.0,355,6.82,23.39,995539159,400,Maiden,bulli,2024-02-11,poo,poo
4.0,arthur's charm,7.0,33.8,3.1,433,6.74,23.13,995539159,400,Maiden,bulli,2024-02-11,poo,poo
3.0,beers and banter,8.0,39.5,4.2,744,6.79,23.06,995539159,400,Maiden,bulli,2024-02-11,poo,poo
1.0,immobilized,1.0,28.2,2.6,111,6.59,22.64,995539160,400,7,bulli,2024-02-11,poo,poo
4.0,preferred,2.0,33.0,5.0,366,6.82,23.22,995539160,400,Maiden,bulli,2024-02-11,poo,poo
5.0,mount parnis,3.0,33.3,5.5,888,7.03,23.29,995539160,400,Maiden,bulli,2024-02-11,poo,poo
7.0,phoenix moon,4.0,28.1,71.0,577,6.9,23.44,995539160,400,Maiden,bulli,2024-02-11,poo,poo
3.0,super jay,5.0,32.7,26.0,233,6.67,22.83,995539160,400,Maiden,bulli,2024-02-11,poo,poo
2.0,player one,6.0,29.3,8.5,422,6.63,22.67,995539160,400,Maiden,bulli,2024-02-11,poo,poo
6.0,marvellous dunn,7.0,35.2,11.0,755,6.69,23.43,995539160,400,Maiden,bulli,2024-02-11,poo,poo
8.0,sin rap gold,8.0,29.8,4.6,644,6.67,23.57,995539160,400,Maiden,bulli,2024-02-11,poo,poo
,magic hulk,,,1.0,,,,995539161,400,5,bulli,2024-02-11,poo,poo
7.0,prince of panama,1.0,35.2,5.5,443,6.61,23.94,995539161,400,6,bulli,2024-02-11,poo,poo
