Place,DogName,Box,Weight,StartPrice,PIR,Split,RunTime,RaceId,Distance,RaceGrade,Track,date,TrainerLName,TrainerFName
7.0,brutus maximus,1.0,33.7,34.9,77,8.6575,23.09,998442402,400,5,geelong,2024-02-19,poo,poo
8.0,wild and easy,2.0,29.6,15.8,88,8.7625,23.172,998442402,400,5,geelong,2024-02-19,poo,poo
2.0,wrong bias,3.0,28.8,1.5,12,8.29,22.599,998442402,400,5,geelong,2024-02-19,poo,poo
4.0,man of courage,4.0,27.1,5.9,33,8.36,22.773,998442402,400,4,geelong,2024-02-19,poo,poo
5.0,cosmic journey,5.0,32.6,28.1,55,8.4825,22.793,998442402,400,5,geelong,2024-02-19,poo,poo
1.0,blackpool dozer,6.0,36.9,7.5,21,8.325,22.545,998442402,400,4,geelong,2024-02-19,poo,poo
6.0,bora burst,7.0,29.2,40.8,66,8.535,22.855,998442402,400,5,geelong,2024-02-19,poo,poo
3.0,valkyrie,8.0,34.1,11.4,44,8.465,22.615,998442402,400,5,geelong,2024-02-19,poo,poo
,sugar bowl rose,,,0.0,,,,998442402,400,5,geelong,2024-02-19,poo,poo
,sleek monique,,,0.0,,,,998442402,400,5,geelong,2024-02-19,poo,poo
,tinker mike,,,0.0,,,,998442409,460,5,geelong,2024-02-19,poo,poo
2.0,mackinaw peach,1.0,30.3,3.3,111,6.61,25.903,998442409,460,5,geelong,2024-02-19,poo,poo
6.0,koh samui,2.0,33.9,44.5,566,6.75,26.476,998442409,460,5,geelong,2024-02-19,poo,poo
1.0,divine nature,3.0,33.0,3.3,642,6.785,25.886,998442409,460,4,geelong,2024-02-19,poo,poo
7.0,little prince,4.0,32.1,36.5,777,6.89,26.497,998442409,460,5,geelong,2024-02-19,poo,poo
4.0,your colour room,5.0,33.5,3.1,355,6.68,26.218,998442409,460,5,geelong,2024-02-19,poo,poo
3.0,destini paladin,6.0,33.4,27.0,223,6.6625,26.014,998442409,460,5,geelong,2024-02-19,poo,poo
5.0,minty box,8.0,33.3,5.8,434,6.715,26.257,998442409,460,4,geelong,2024-02-19,poo,poo
,spring casper,,,0.0,,,,998442409,460,5,geelong,2024-02-19,poo,poo
,hummock,,,0.0,,,,998442409,460,5,geelong,2024-02-19,poo,poo
,bomb roberta,,,0.0,,,,998442410,460,6,geelong,2024-02-19,poo,poo
4.0,king eternal,1.0,37.0,5.1,333,6.715,26.253,998442410,460,7,geelong,2024-02-19,poo,poo
6.0,where it began,2.0,34.9,16.0,866,6.82175,26.454,998442410,460,7,geelong,2024-02-19,poo,poo
5.0,idyllic layla,3.0,25.6,6.7,655,6.76925,26.31,998442410,460,7,geelong,2024-02-19,poo,poo
8.0,upon bale,4.0,25.2,20.5,488,6.75,26.759,998442410,460,7,geelong,2024-02-19,poo,poo
7.0,red hair shining,5.0,38.8,25.2,777,6.78675,26.553,998442410,460,7,geelong,2024-02-19,poo,poo
3.0,super seabird,6.0,26.6,3.0,111,6.61,26.196,998442410,460,6,geelong,2024-02-19,poo,poo
2.0,pommel boy,8.0,30.3,3.6,544,6.7675,26.192,998442410,460,6,geelong,2024-02-19,poo,poo
,sweet aces,,,0.0,,,,998442410,460,6,geelong,2024-02-19,poo,poo
1.0,bob markeri,7.0,31.7,14.8,222,6.645,26.083,998442410,460,7,geelong,2024-02-19,poo,poo
6.0,ruby tubes,1.0,25.5,20.0,56,8.5845,23.452,998442403,400,5,geelong,2024-02-19,poo,poo
