Place,DogName,Box,Weight,StartPrice,PIR,Split,RunTime,RaceId,Distance,RaceGrade,Track,date,TrainerLName,TrainerFName
6.0,chick magnet,1.0,30.5,5.5,566,,19.7,990412069,336,5,muswellbrook,2024-01-28,poo,poo
3.0,from the sky,2.0,26.1,5.0,313,,19.54,990412069,336,5,muswellbrook,2024-01-28,poo,poo
4.0,turbo power,3.0,36.3,19.0,244,,19.55,990412069,336,5,muswellbrook,2024-01-28,poo,poo
7.0,unacceptable les,4.0,24.3,34.0,887,,19.91,990412069,336,5,muswellbrook,2024-01-28,poo,poo
2.0,bundy rocks,5.0,27.2,9.5,132,,19.48,990412069,336,5,muswellbrook,2024-01-28,poo,poo
1.0,tina be good,6.0,31.3,1.5,421,,19.38,990412069,336,5,muswellbrook,2024-01-28,poo,poo
5.0,cecil's sister,7.0,27.0,23.0,755,,19.68,990412069,336,5,muswellbrook,2024-01-28,poo,poo
8.0,war hammer,8.0,30.8,34.0,678,,20.01,990412069,336,5,muswellbrook,2024-01-28,poo,poo
,dino claw,,,1.0,,,,990412069,336,6,muswellbrook,2024-01-28,poo,poo
,kyogo,,,1.0,,,,990412069,336,7,muswellbrook,2024-01-28,poo,poo
3.0,winsome chloe,1.0,26.0,2.9,233,,19.72,990412070,336,5,muswellbrook,2024-01-28,poo,poo
4.0,mulwee pro,2.0,33.0,19.0,544,,19.76,990412070,336,5,muswellbrook,2024-01-28,poo,poo
2.0,black beetle,3.0,31.1,3.0,322,,19.5,990412070,336,6,muswellbrook,2024-01-28,poo,poo
5.0,irish miss,4.0,29.6,19.0,775,,19.79,990412070,336,7,muswellbrook,2024-01-28,poo,poo
8.0,in the wind,5.0,27.4,13.0,888,,20.58,990412070,336,7,muswellbrook,2024-01-28,poo,poo
6.0,fernando on tap,6.0,27.0,15.0,456,,19.87,990412070,336,7,muswellbrook,2024-01-28,poo,poo
1.0,here comes lucy,7.0,26.9,3.0,111,,19.46,990412070,336,5,muswellbrook,2024-01-28,poo,poo
7.0,bellator,8.0,26.8,34.0,667,,20.14,990412070,336,7,muswellbrook,2024-01-28,poo,poo
,dino claw,,,1.0,,,,990412070,336,6,muswellbrook,2024-01-28,poo,poo
,kyogo,,,1.0,,,,990412070,336,7,muswellbrook,2024-01-28,poo,poo
6.0,miss tallowood,1.0,25.5,61.0,676,,25.58,990412071,431,6,muswellbrook,2024-01-28,poo,poo
7.0,exalted fire,2.0,28.0,81.0,887,,25.87,990412071,431,6,muswellbrook,2024-01-28,poo,poo
4.0,less is more,3.0,27.5,10.0,764,,25.39,990412071,431,6,muswellbrook,2024-01-28,poo,poo
3.0,kingston apache,4.0,33.2,41.0,443,,25.34,990412071,431,6,muswellbrook,2024-01-28,poo,poo
8.0,ritza ebony,5.0,26.6,5.0,118,,25.99,990412071,431,5,muswellbrook,2024-01-28,poo,poo
1.0,pennies forever,6.0,29.0,1.7,331,,24.87,990412071,431,5,muswellbrook,2024-01-28,poo,poo
5.0,fiery chana,7.0,26.4,51.0,225,,25.44,990412071,431,6,muswellbrook,2024-01-28,poo,poo
2.0,rose bordeaux,8.0,27.7,2.9,552,,25.18,990412071,431,5,muswellbrook,2024-01-28,poo,poo
,torvi taro,,,1.0,,,,990412072,431,5,muswellbrook,2024-01-28,poo,poo
1.0,boom boom,1.0,31.1,3.4,211,,24.64,990412072,431,5,muswellbrook,2024-01-28,poo,poo
3.0,kingston jazzy,2.0,25.8,12.0,123,,24.95,990412072,431,7,muswellbrook,2024-01-28,poo,poo
4.0,isabela rocks,3.0,27.2,8.5,354,,25.4,990412072,431,5,muswellbrook,2024-01-28,poo,poo
5.0,super tanga,4.0,38.7,23.0,545,,25.5,990412072,431,5,muswellbrook,2024-01-28,poo,poo
2.0,raggle taggle,7.0,27.1,2.15,432,,24.82,990412072,431,5,muswellbrook,2024-01-28,poo,poo
6.0,tears of love,8.0,26.0,3.4,666,,25.58,990412072,431,5,muswellbrook,2024-01-28,poo,poo
,devereux,,,1.0,,,,990412073,431,5,muswellbrook,2024-01-28,poo,poo
,mia dutton,,,1.0,,,,990412073,431,6,muswellbrook,2024-01-28,poo,poo
,zeal surprise,,,1.0,,,,990412073,431,5,muswellbrook,2024-01-28,poo,poo
4.0,olsen gang,1.0,34.4,71.0,144,,25.69,990412073,431,6,muswellbrook,2024-01-28,poo,poo
2.0,minmi express,3.0,33.3,2.25,552,,25.5,990412073,431,5,muswellbrook,2024-01-28,poo,poo
5.0,speedy houdini,4.0,27.6,3.3,215,,25.84,990412073,431,6,muswellbrook,2024-01-28,poo,poo
3.0,show some dash,6.0,32.9,2.9,433,,25.64,990412073,431,5,muswellbrook,2024-01-28,poo,poo
1.0,wedding daze,8.0,25.6,10.0,321,,25.09,990412073,431,6,muswellbrook,2024-01-28,poo,poo
,sweet city boy,,,1.0,,,,990412074,431,5,muswellbrook,2024-01-28,poo,poo
5.0,blue supreme,1.0,25.0,10.0,355,,25.55,990412074,431,5,muswellbrook,2024-01-28,poo,poo
3.0,mr. mischievous,2.0,35.3,2.0,543,,25.27,990412074,431,5,muswellbrook,2024-01-28,poo,poo
2.0,cheeky bluebird,3.0,26.1,10.0,132,,25.19,990412074,431,5,muswellbrook,2024-01-28,poo,poo
1.0,three putt par,4.0,31.0,7.0,211,,25.17,990412074,431,5,muswellbrook,2024-01-28,poo,poo
6.0,harry confetti,5.0,33.4,6.5,666,,25.57,990412074,431,5,muswellbrook,2024-01-28,poo,poo
7.0,sugar hit zara,7.0,28.8,101.0,777,,25.61,990412074,431,7,muswellbrook,2024-01-28,poo,poo
4.0,strawberry shake,8.0,31.0,4.2,424,,25.35,990412074,431,5,muswellbrook,2024-01-28,poo,poo
,bolt like elkie,,,1.0,,,,990412075,571,5,muswellbrook,2024-01-28,poo,poo
1.0,ritza debra,1.0,28.1,1.33,12111,,32.79,990412075,571,4,muswellbrook,2024-01-28,poo,poo
4.0,glenreagh bullet,2.0,33.0,101.0,66664,,33.35,990412075,571,5,muswellbrook,2024-01-28,poo,poo
3.0,have to go,3.0,32.3,19.0,33333,,33.2,990412075,571,5,muswellbrook,2024-01-28,poo,poo
7.0,sweet zeal,4.0,23.7,101.0,77777,,33.83,990412075,571,5,muswellbrook,2024-01-28,poo,poo
4.0,nora's boy,5.0,32.1,5.0,44555,,33.35,990412075,571,5,muswellbrook,2024-01-28,poo,poo
6.0,sweet city gal,6.0,30.6,14.0,55446,,33.6,990412075,571,5,muswellbrook,2024-01-28,poo,poo
2.0,murrurundi boy,7.0,31.1,5.5,21222,,33.09,990412075,571,4,muswellbrook,2024-01-28,poo,poo
,fat boy's charm,,,1.0,,,,990412076,571,5,muswellbrook,2024-01-28,poo,poo
,good luck buck,,,1.0,,,,990412076,571,5,muswellbrook,2024-01-28,poo,poo
6.0,we back,1.0,30.7,7.5,12556,,33.84,990412076,571,4,muswellbrook,2024-01-28,poo,poo
4.0,glenreagh burner,2.0,34.9,51.0,6445,,33.78,990412076,571,5,muswellbrook,2024-01-28,poo,poo
1.0,embrace,5.0,29.9,1.35,31111,,32.97,990412076,571,4,muswellbrook,2024-01-28,poo,poo
2.0,delphie belle,6.0,27.2,10.0,53222,,33.15,990412076,571,7,muswellbrook,2024-01-28,poo,poo
4.0,farmor order,7.0,32.1,6.5,46664,,33.78,990412076,571,4,muswellbrook,2024-01-28,poo,poo
3.0,special isle,8.0,26.1,9.5,25333,,33.19,990412076,571,5,muswellbrook,2024-01-28,poo,poo
,tippy taro,,,1.0,,,,990412077,571,4,muswellbrook,2024-01-28,poo,poo
,blubber guts,,,1.0,,,,990412077,571,5,muswellbrook,2024-01-28,poo,poo
2.0,danseuse,1.0,28.3,4.4,21122,,32.9,990412077,571,4,muswellbrook,2024-01-28,poo,poo
1.0,leg speed,2.0,35.3,1.15,32211,,32.62,990412077,571,5,muswellbrook,2024-01-28,poo,poo
3.0,twist and shake,4.0,29.4,19.0,44434,,33.29,990412077,571,5,muswellbrook,2024-01-28,poo,poo
3.0,redeem a prize,7.0,28.9,26.0,13353,,33.29,990412077,571,4,muswellbrook,2024-01-28,poo,poo
5.0,goddess of war,8.0,29.2,51.0,55545,,33.36,990412077,571,5,muswellbrook,2024-01-28,poo,poo
,dusty boots,,,1.0,,,,990412078,336,Maiden,muswellbrook,2024-01-28,poo,poo
2.0,coastal express,1.0,28.7,2.3,432,,19.55,990412078,336,Maiden,muswellbrook,2024-01-28,poo,poo
5.0,melissa's louise,2.0,24.6,31.0,665,,20.07,990412078,336,Maiden,muswellbrook,2024-01-28,poo,poo
3.0,tara swift,3.0,27.7,31.0,113,,19.82,990412078,336,Maiden,muswellbrook,2024-01-28,poo,poo
1.0,mighty scarlett,4.0,26.1,2.0,221,,19.32,990412078,336,Maiden,muswellbrook,2024-01-28,poo,poo
6.0,gypsy,5.0,24.8,31.0,776,,20.16,990412078,336,Maiden,muswellbrook,2024-01-28,poo,poo
7.0,al's holiday,6.0,33.5,13.0,347,,20.21,990412078,336,Maiden,muswellbrook,2024-01-28,poo,poo
4.0,paisan,7.0,31.0,26.0,554,,20.06,990412078,336,Maiden,muswellbrook,2024-01-28,poo,poo
8.0,tarnie,8.0,26.1,8.0,888,,20.31,990412078,336,Maiden,muswellbrook,2024-01-28,poo,poo
,kaniva check,,,1.0,,,,990412079,320,Maiden,richmond,2024-01-28,poo,poo
7.0,aussie survivor,1.0,29.2,4.0,756,2.21,19.01,990412079,320,Maiden,richmond,2024-01-28,poo,poo
1.0,unleashed riot,2.0,27.8,7.0,121,2.13,18.46,990412079,320,Maiden,richmond,2024-01-28,poo,poo
1.0,ivy's might,3.0,27.2,7.5,313,2.13,18.46,990412079,320,Maiden,richmond,2024-01-28,poo,poo
8.0,cait rod's fly,4.0,29.0,14.0,278,2.22,19.3,990412079,320,Maiden,richmond,2024-01-28,poo,poo
3.0,not so silent,5.0,30.4,5.5,432,2.18,18.48,990412079,320,Maiden,richmond,2024-01-28,poo,poo
4.0,angel meg,6.0,25.3,6.5,565,2.2,18.61,990412079,320,Maiden,richmond,2024-01-28,poo,poo
6.0,how good's golf,7.0,24.4,34.0,887,2.29,18.91,990412079,320,Maiden,richmond,2024-01-28,poo,poo
5.0,bear the beast,8.0,32.7,3.6,644,2.19,18.7,990412079,320,Maiden,richmond,2024-01-28,poo,poo
,whiskey mac,,,1.0,,,,990412079,320,Maiden,richmond,2024-01-28,poo,poo
,sienna,,,1.0,,,,990412080,401,Maiden,richmond,2024-01-28,poo,poo
1.0,rosacky estrella,1.0,27.5,3.0,111,6.75,23.12,990412080,401,Maiden,richmond,2024-01-28,poo,poo
5.0,toffee rocks,2.0,35.4,5.0,422,6.83,23.67,990412080,401,Maiden,richmond,2024-01-28,poo,poo
3.0,zipping severus,3.0,31.3,5.0,744,6.93,23.36,990412080,401,Maiden,richmond,2024-01-28,poo,poo
6.0,zipping moana,4.0,26.5,19.0,355,6.94,23.71,990412080,401,Maiden,richmond,2024-01-28,poo,poo
