Place,DogName,Box,Weight,StartPrice,PIR,Split,RunTime,RaceId,Distance,RaceGrade,Track,date,TrainerLName,TrainerFName
,mission to fly,,,1.0,,,,1004319668,400,5,dubbo,2024-03-09,poo,poo
,media magnate,,,1.0,,,,1004319668,400,6,dubbo,2024-03-09,poo,poo
3.0,kelly bonkers,2.0,29.4,13.0,333,9.22,23.4,1004319668,400,7,dubbo,2024-03-09,poo,poo
6.0,lumeah max,3.0,32.8,13.0,554,9.33,23.49,1004319668,400,7,dubbo,2024-03-09,poo,poo
1.0,blue symbol,4.0,29.3,5.5,222,9.17,23.15,1004319668,400,6,dubbo,2024-03-09,poo,poo
2.0,my oh my,5.0,26.6,5.0,111,9.1,23.2,1004319668,400,6,dubbo,2024-03-09,poo,poo
7.0,test the limit,6.0,32.4,8.0,677,9.45,23.7,1004319668,400,6,dubbo,2024-03-09,poo,poo
5.0,tralee weedle,7.0,29.9,17.0,765,9.42,23.43,1004319668,400,6,dubbo,2024-03-09,poo,poo
4.0,mahome boy,8.0,32.7,12.0,446,9.18,23.41,1004319668,400,6,dubbo,2024-03-09,poo,poo
,flying vance,,,1.0,,,,1004319669,516,5,dubbo,2024-03-09,poo,poo
2.0,going solo,1.0,35.7,15.0,15422,4.59,30.17,1004319669,516,5,dubbo,2024-03-09,poo,poo
4.0,big rush,2.0,34.5,41.0,22244,4.54,30.93,1004319669,516,5,dubbo,2024-03-09,poo,poo
,cindy keeping,4.0,29.6,1.5,44,,,1004319669,516,5,dubbo,2024-03-09,poo,poo
1.0,magpie harry,7.0,33.6,15.0,31111,4.41,29.85,1004319669,516,5,dubbo,2024-03-09,poo,poo
3.0,miss mcgraw,8.0,26.9,3.0,53333,4.49,30.18,1004319669,516,5,dubbo,2024-03-09,poo,poo
,magpie gracey,,,1.0,,,,1004319670,516,7,dubbo,2024-03-09,poo,poo
,lobster roll,,,1.0,,,,1004319670,516,5,dubbo,2024-03-09,poo,poo
2.0,zeus keeping,2.0,32.6,1.9,21112,4.45,29.68,1004319670,516,6,dubbo,2024-03-09,poo,poo
3.0,zali keeping,4.0,29.0,2.9,43333,4.53,29.93,1004319670,516,5,dubbo,2024-03-09,poo,poo
1.0,flash boom bang,5.0,37.7,6.0,14221,4.62,29.34,1004319670,516,5,dubbo,2024-03-09,poo,poo
4.0,fancy mal,7.0,33.8,11.0,32444,4.47,30.41,1004319670,516,5,dubbo,2024-03-09,poo,poo
,ain't waiting,,,1.0,,,,1004319671,605,5,dubbo,2024-03-09,poo,poo
,red hot frankie,,,1.0,,,,1004319671,605,5,dubbo,2024-03-09,poo,poo
5.0,winsome shelby,1.0,25.5,3.6,11555,9.1,36.42,1004319671,605,5,dubbo,2024-03-09,poo,poo
4.0,enough power,2.0,29.3,7.0,22444,9.19,36.37,1004319671,605,5,dubbo,2024-03-09,poo,poo
1.0,irinka lottie,4.0,27.4,1.6,44111,9.29,35.04,1004319671,605,6,dubbo,2024-03-09,poo,poo
2.0,monique keeping,7.0,25.7,21.0,33222,9.23,35.36,1004319671,605,5,dubbo,2024-03-09,poo,poo
3.0,little lorelei,8.0,26.6,10.0,55333,9.28,35.62,1004319671,605,5,dubbo,2024-03-09,poo,poo
,has ability,,,1.0,,,,1004319672,605,5,dubbo,2024-03-09,poo,poo
,run west,,,1.0,,,,1004319672,605,5,dubbo,2024-03-09,poo,poo
,lemon squeeze,,,1.0,,,,1004319672,605,5,dubbo,2024-03-09,poo,poo
,bailey bear,,,1.0,,,,1004319672,605,5,dubbo,2024-03-09,poo,poo
4.0,charcoal cheetah,1.0,25.2,51.0,13444,9.16,35.37,1004319672,605,6,dubbo,2024-03-09,poo,poo
5.0,gypsy flyer,2.0,30.5,23.0,56555,9.28,35.76,1004319672,605,4,dubbo,2024-03-09,poo,poo
,zipping ronaldo,3.0,39.3,4.0,25666,,,1004319672,605,5,dubbo,2024-03-09,poo,poo
2.0,might have been,4.0,31.2,19.0,31233,8.99,35.29,1004319672,605,5,dubbo,2024-03-09,poo,poo
1.0,aston costello,5.0,32.9,3.9,42122,9.17,35.26,1004319672,605,5,dubbo,2024-03-09,poo,poo
3.0,nangar nellie,8.0,26.6,1.8,64311,9.23,35.32,1004319672,605,3,dubbo,2024-03-09,poo,poo
5.0,scintillate,1.0,29.9,10.0,34666,9.3,35.49,1004319673,605,1,dubbo,2024-03-09,poo,poo
