Place,DogName,Box,Weight,StartPrice,PIR,Split,RunTime,RaceId,Distance,RaceGrade,Track,date,TrainerLName,TrainerFName
,black compass,,,0.0,,,,993532103,425,5,bendigo,2024-02-02,poo,poo
8.0,absolute flyer,1.0,26.2,50.9,688,6.657,24.185,993532103,425,4,bendigo,2024-02-02,poo,poo
1.0,destructively,2.0,31.2,1.7,111,6.44,23.667,993532103,425,5,bendigo,2024-02-02,poo,poo
4.0,rockin' rhino,3.0,34.5,52.9,434,6.552,24.007,993532103,425,5,bendigo,2024-02-02,poo,poo
3.0,top payer,4.0,35.1,3.6,343,6.545,23.85,993532103,425,5,bendigo,2024-02-02,poo,poo
5.0,blackpool dozer,5.0,37.6,13.2,765,6.727,24.051,993532103,425,5,bendigo,2024-02-02,poo,poo
6.0,vinny dewalt,6.0,30.5,70.9,556,6.587,24.059,993532103,425,4,bendigo,2024-02-02,poo,poo
2.0,aston zoom,8.0,24.7,7.7,222,6.51,23.81,993532103,425,5,bendigo,2024-02-02,poo,poo
,magic ride,,,0.0,,,,993532103,425,5,bendigo,2024-02-02,poo,poo
7.0,zipping phoenix,7.0,31.3,16.5,877,6.7445,24.125,993532103,425,5,bendigo,2024-02-02,poo,poo
1.0,blame spencer,1.0,33.4,7.4,111,6.58,24.092,993532105,425,5,bendigo,2024-02-02,poo,poo
4.0,elusive barb,2.0,31.6,5.0,322,6.65,24.498,993532105,425,5,bendigo,2024-02-02,poo,poo
2.0,cookie delight,3.0,32.9,28.2,533,6.727,24.222,993532105,425,5,bendigo,2024-02-02,poo,poo
7.0,iason bale,4.0,32.6,2.6,887,6.9195,24.619,993532105,425,5,bendigo,2024-02-02,poo,poo
6.0,spicy piper,5.0,25.5,18.3,255,6.615,24.542,993532105,425,5,bendigo,2024-02-02,poo,poo
5.0,our magic miss,6.0,26.1,19.9,776,6.797,24.537,993532105,425,5,bendigo,2024-02-02,poo,poo
3.0,hierarchy,7.0,31.7,3.2,644,6.7445,24.344,993532105,425,5,bendigo,2024-02-02,poo,poo
8.0,minnie the minx,8.0,28.6,67.1,468,6.72,24.693,993532105,425,5,bendigo,2024-02-02,poo,poo
,mystery chill,,,0.0,,,,993532105,425,5,bendigo,2024-02-02,poo,poo
,omaha bale,,,0.0,,,,993532105,425,5,bendigo,2024-02-02,poo,poo
,thestral,,,0.0,,,,993766585,525,7,the meadows,2024-02-03,poo,poo
7.0,hadwin bale,1.0,29.8,6.1,1113,5.09,31.043,993766585,525,7,the meadows,2024-02-03,poo,poo
2.0,cabao jasper,2.0,32.6,5.7,8885,5.30875,30.571,993766585,525,7,the meadows,2024-02-03,poo,poo
6.0,oregon favors,3.0,31.0,8.4,4446,5.2475,30.807,993766585,525,7,the meadows,2024-02-03,poo,poo
3.0,bun volcano,4.0,27.1,3.6,2332,5.125,30.627,993766585,525,7,the meadows,2024-02-03,poo,poo
1.0,shayna bale,5.0,28.1,12.9,3221,5.195,30.335,993766585,525,7,the meadows,2024-02-03,poo,poo
