,RunTime,Split,Place,Date,RaceId,Distance,Weight,StartPrice,BSP,MORNINGWAP,mean_place,mean_in_race_pos,time_z_avg,split_z_avg,pred_split1,t1,t2,t3,t4,t5,last_5_avg,in_form,ctime_z_avg,csplit_z_avg,pred_split2,at_cas_dist_time,at_cas_dist_time_avg,at_cas_perc,in_form2,faster_inside,next_to_faster,collision,first_out,pir1,pir2,pir3,Win,b1,b2,b3,b4,b5,b6,b7,b8,i1,i2
19,18.45,,7,2021-04-24,660802119,324,28.2,12.0,,,3.8125,-0.3458333333333332,0.1640392143823184,0.036884856627507207,7.211948752627956,0.5367736516286569,0.5367736516286569,0.008025746514127113,-0.9537852536427545,1.0462333614680759,0.23480423151935245,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,1.078125,1.0,0.90625,0,0,0,1,0,0,0,0,0,1,0
20,18.58,,8,2021-04-24,660802119,324,35.2,71.0,,,4.448979591836735,0.4954648526077099,0.35065804514560267,0.29687925374627905,7.298617076809634,0.4127390781387354,1.2247165126396315,1.9098224729997777,0.23511901434166185,0.6351206511250951,0.8835035458489804,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.09183673469387756,0.02040816326530612,-0.11224489795918367,0,0,1,0,0,0,0,0,0,1,0
21,17.67,,1,2021-04-24,660802120,324,34.3,2.6,,,4.368421052631579,1.0315789473684216,0.016960434699856964,-0.11754427104557086,7.160470282904819,-1.0913792025357898,0.32926856180613384,0.9239095690876663,0.13244948136068707,-0.11635579839010099,0.03557852226571929,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.15789473684210525,0.18421052631578946,0.10526315789473684,1,0,0,0,0,0,0,0,1,0,0
22,17.99,,2,2021-04-24,660802120,324,31.5,6.5,,,4.236363636363636,1.0794258373205743,-0.016057884185448013,0.12188390980399755,7.240282922815749,0.6590049475435099,-0.9892750789230161,-0.16556119507825798,-0.531428319623549,-0.0964738982890506,-0.22474670887407275,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.43636363636363634,0.00909090909090909,-0.1,0,0,0,0,1,0,0,0,0,0,1
23,18.07,,3,2021-04-24,660802120,324,34.2,9.0,,,3.5294117647058822,0.04201680672268937,-0.5501771036985217,-0.7402959265504431,6.952877954138915,-0.011925447361119862,0.3236513717393822,0.2052033155935431,-0.6276070098155487,0.8650042962398379,0.1508653052792189,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.47058823529411764,-0.6617647058823529,-0.20588235294117646,0,0,1,0,0,0,0,0,0,1,0
24,18.11,,4,2021-04-24,660802120,324,33.6,10.0,,,3.7419354838709675,-0.10557184750733128,-0.027944048902003783,0.05694765682968875,7.2186366247174485,-0.4742253715061287,-0.9923904711146637,0.6411077315921144,0.08477025192102182,-0.24859831635643215,-0.19786723509281767,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,1.564516129032258,1.3709677419354838,1.1935483870967742,0,0,0,1,0,0,0,0,0,1,0
25,18.13,,5,2021-04-24,660802120,324,35.6,3.7,,,3.2285714285714286,-0.0747252747252749,-0.7089946495986154,0.01982647268102093,7.206262393359167,-0.4349806456336762,-0.4776077196415813,-0.6054889416652738,0.471704949694599,-0.17011733573548135,-0.2432979385962827,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,1.6,1.0571428571428572,1.0,0,1,0,0,0,0,0,0,0,1,0
26,18.16,,6,2021-04-24,660802120,324,32.4,8.5,,,2.972972972972973,-0.20374220374220364,-0.514685119825448,0.10527858783771274,7.2347475903498815,-0.23691613577343998,-0.5802440843440299,-1.1264278277054733,-1.0018900064454501,-0.14803518501691293,-0.6187026478570612,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,3.472972972972973,2.1621621621621623,1.527027027027027,0,0,0,0,0,1,0,0,0,0,1
27,18.22,,7,2021-04-24,660802120,324,30.1,18.0,,,3.25,0.4500000000000002,-0.2728778667042506,-0.20798991107847922,7.130320509917171,0.10966612991986678,-0.89347431965376,0.7178233265587082,-0.09895929845810962,0.1843704246853564,0.003885252610412343,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.9305555555555556,0.9166666666666666,0.875,0,0,0,0,0,0,1,0,0,0,1
28,18.42,,8,2021-04-24,660802120,324,32.9,81.0,,,4.120481927710843,0.8795180722891569,0.11650432732620328,0.2741398744289689,7.291036975391285,0.3850232167348093,-0.13912970306014177,2.8004509249885103,4.743219635093261,1.0724707436707153,1.772406963485431,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.7590361445783133,0.3433734939759036,0.0963855421686747,0,0,0,0,0,0,0,1,0,0,0
29,17.71,,1,2021-04-24,660802121,324,30.3,10.0,,,2.8518518518518516,-0.28042328042328,-0.6806408604051241,-0.634408967674561,6.988175042769155,-1.2365900856912322,-1.3127129701756948,0.3527791765754498,-1.0335957270660012,-0.8969100453247336,-0.8254059303364425,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.5,0.3148148148148148,0.16666666666666666,1,0,0,1,0,0,0,0,0,1,0
30,17.79,,2,2021-04-24,660802121,324,33.7,23.0,,,2.935483870967742,-0.17077798861480087,-0.5590933206671782,-0.42372934244584265,7.058404441018286,-1.0433139115962435,-0.4391771311071295,-0.11635579839010099,1.9351967678279258,-0.7879456896403708,-0.0903191525811838,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.5,-0.5,-0.1774193548387097,0,0,1,0,0,0,0,0,0,1,0
31,17.81,,3,2021-04-24,660802121,324,36.6,1.33,,,3.135135135135135,-1.035135135135135,-0.8138967405407475,-0.34267367474474125,7.085424095914434,-0.7602478885517897,-0.8848328023462683,0.4233087924957052,-1.0509460207388965,1.2954031890570257,-0.19546294601684475,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.6486486486486487,-0.0945945945945946,-0.08108108108108109,0,1,0,0,0,0,0,0,0,1,0
32,17.87,,4,2021-04-24,660802121,324,33.5,71.0,,,4.076923076923077,1.9230769230769234,0.03364582077201707,0.18544093988658064,7.261469461249904,0.9124648491551178,-0.463316677476693,-1.0230144586375916,-0.010192429089233354,-0.04736468040557566,-0.12628467929079512,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,1.6153846153846154,-0.46153846153846156,-0.5384615384615384,0,0,0,0,0,1,0,0,0,0,1
33,17.9,,5,2021-04-24,660802121,324,33.2,12.0,,,3.0869565217391304,-0.6869565217391305,-0.6686214766934964,-0.3247763844084331,7.091390102020836,-1.6395612920820504,-1.0425776351282248,-1.1617185698942083,-0.4505405550201285,-1.0939873303823868,-1.0776770765013997,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,1.4130434782608696,0.4782608695652174,0.391304347826087,0,0,0,0,0,0,1,0,0,0,1
34,17.93,,6,2021-04-24,660802121,324,33.9,5.5,,,2.4411764705882355,0.6699346405228757,-0.653649781561282,-0.015745301975128,7.1944046528394425,-1.4247007621223176,-0.5941346701591614,-0.7187195839536327,-1.2170592391315322,-1.2170592391315322,-1.0343346988996351,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,2.1176470588235294,1.3823529411764706,0.4852941176470588,0,0,0,0,0,0,0,0,1,0,0
35,18.02,,7,2021-04-24,660802121,324,24.5,51.0,,,3.638888888888889,0.06111111111111134,-0.5432828755723088,-0.5827939090251126,7.005380762143343,-1.1766162248169587,-0.5931552025220928,-1.4556628006971146,-1.0497768721441647,-1.6586057649735897,-1.186763373030784,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.38425925925925924,0.19907407407407407,0.05092592592592592,0,0,0,0,1,0,0,0,0,0,1
36,18.05,,8,2021-04-24,660802121,324,28.9,81.0,,,4.2,1.3999999999999995,-0.2450607376879925,-0.36944109061050473,7.076501261032343,0.46793057619615724,-1.108432987419536,-1.0367800981642745,-0.8435830828102829,-0.41578839128537,-0.5873307966966612,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.5,-0.5222222222222223,-0.25555555555555554,0,0,0,0,0,0,0,1,0,0,0
37,17.74,,1,2021-04-24,660802122,324,35.0,2.15,,,3.3157894736842106,-0.40669856459330145,-0.4650045781496359,-0.08387434565482361,7.171694047883128,-1.8488461763905402,-0.8218214303984985,-0.6783555994718632,-1.566455918457222,-0.44977480398295,-1.0730507857402147,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.8947368421052632,1.0526315789473684,0.6578947368421053,1,0,0,1,0,0,0,0,0,1,0
38,18.12,,2,2021-04-24,660802122,324,35.4,19.0,,,4.066666666666666,1.333333333333334,0.15736341415088334,0.362733368447384,7.320569341261724,-0.648416402189259,-0.018623933939874396,-0.16515091218397354,-0.27846370317465,0.8187277953891879,-0.058385431219713776,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.8,0.13333333333333333,0.0,0,0,0,0,1,0,0,0,0,0,1
39,18.28,,3,2021-04-24,660802122,324,30.7,3.0,,,4.038461538461538,0.14335664335664333,-0.10460313547249073,-0.07845433889637188,7.173500790289942,-0.3657289948692939,-0.448785604065608,-0.6148988224582437,-1.175530934533375,0.29872387870123396,-0.4612440954450574,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,1.3461538461538463,0.34615384615384615,-0.2692307692307692,0,0,1,0,0,0,0,0,0,1,0
40,18.29,,4,2021-04-24,660802122,324,35.1,41.0,,,3.8260869565217392,0.03105590062111796,-0.029196732354336043,0.01912471047027715,7.206028463107388,0.10701232126432872,0.8788973296138506,-0.2547905715206673,-0.5795212406316661,-0.7037298943000114,-0.11042641111483312,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.17391304347826086,0.021739130434782608,0.17391304347826086,0,0,0,0,0,0,0,0,1,0,0
41,18.36,,5,2021-04-24,660802122,324,34.5,6.0,,,4.583333333333333,-0.20833333333333304,0.07410332404596628,0.09652720546813436,7.2318303442374665,-1.4367576954347072,-0.46638797065245224,-0.26108614732613855,-0.1135262525498148,0.2192508630179523,-0.4117014405890321,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.375,0.375,0.375,0,1,0,0,0,0,0,0,0,1,0
42,18.38,,6,2021-04-24,660802122,324,32.8,9.0,,,4.0,1.5,-0.09506098568059593,-0.05035369522670744,7.182868052516611,1.0569669446427665,-0.5202347936494788,-0.4349806456336762,0.5271295539911015,-0.5075633197494065,0.024263547920261308,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,2.1538461538461537,1.3076923076923077,0.6538461538461539,0,0,0,0,0,0,0,1,0,0,0
43,18.42,,7,2021-04-24,660802122,324,24.3,31.0,,,3.7241379310344827,0.7044334975369462,-0.13287259668938328,-0.1577357195240358,7.147072588474998,0.5902962406601543,-0.39407429183370307,0.2858676039979673,0.15899612985719916,-0.30175547278857673,0.0678660419786082,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.5344827586206896,-0.20689655172413793,0.1896551724137931,0,0,0,0,0,1,0,0,0,0,1
44,18.49,,8,2021-04-24,660802122,324,30.6,81.0,,,4.5,0.16666666666666696,0.20033706334534324,0.17223512146216535,7.257067342723601,0.06189753708302014,0.6112363547066717,0.3168948788396361,1.2881183832364895,-0.19624399773694795,0.4163806312257739,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.0625,-0.203125,-0.1875,0,0,0,0,0,0,1,0,0,0,1
45,17.94,,1,2021-04-24,660802123,324,31.2,1.22,,,2.7916666666666665,-0.2416666666666667,-0.904741074868708,-0.9014336529621093,6.899163193877505,-0.9633084952504765,-1.001406114071266,-0.2962549402751002,-0.6360054030734982,-0.8813499580970849,-0.7556649821534851,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.0625,0.16666666666666666,0.2916666666666667,1,1,0,0,0,0,0,0,0,1,0
46,18.15,,2,2021-04-24,660802123,324,34.5,6.5,,,3.6140350877192984,-0.04260651629072676,-0.5296897857624868,-0.43230673666365693,7.055545193315483,0.37208536630925537,-1.3078316122563693,-0.3484897667058643,-0.4262158572218289,-0.018623933939874396,-0.3458151607629363,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.5964912280701754,0.2982456140350877,0.3157894736842105,0,0,0,0,0,0,0,0,1,0,0
47,18.3,,3,2021-04-24,660802123,324,33.3,26.0,,,4.461538461538462,-0.2850678733031673,0.07678959201979166,0.08684520042612574,7.228602877949698,0.9456165045645474,-0.09474681842433708,0.08578183350144346,0.04980841513050419,-0.7416291454162152,0.04896615787118854,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.8365384615384616,-0.40384615384615385,0.10576923076923077,0,0,0,0,0,0,0,1,0,0,0
48,18.39,,4,2021-04-24,660802123,324,33.8,41.0,,,3.8125,-0.5625,0.10790393737027806,0.04674165286011801,7.215234485015837,0.28539247249342403,-0.14225857421899651,0.4140172292793275,0.00019789196080616272,0.05749895054458828,0.12296959401182991,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.53125,0.5,0.5625,0,0,0,1,0,0,0,0,0,1,0
49,18.39,,5,2021-04-24,660802123,324,31.5,23.0,,,4.383333333333334,-0.22948717948717956,-0.01468430895304929,-0.17458307044562524,7.141456576409139,-0.39923835636216976,0.2858676039979673,0.46348766779504086,0.33661619365427276,-0.1454954080806425,0.10824754020089374,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.6916666666666667,-0.49166666666666664,-0.2916666666666667,0,0,0,0,0,0,1,0,0,0,1
50,18.4,,6,2021-04-24,660802123,324,31.0,81.0,,,3.2857142857142856,-0.01904761904761898,-0.21682857740206693,0.048157666365049555,7.2157065087165435,-0.04275114262427484,-0.3484201492068809,0.3939188667794448,-0.06458464309446432,1.3631848867386138,0.2602695637184877,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.02857142857142857,0.12857142857142856,0.2,0,0,0,0,1,0,0,0,0,0,1
51,18.41,,7,2021-04-24,660802123,324,31.4,11.0,,,2.682926829268293,-0.6829268292682928,-0.5766544845380543,-0.6102174929865651,6.996239195666012,0.8365378680647356,-1.5282355510150045,-1.1278447805812288,0.17844387477581994,4.716877493077211,0.6151557808643067,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.7439024390243902,0.5,0.47560975609756095,0,0,1,0,0,0,0,0,0,1,0
52,18.46,,8,2021-04-24,660802123,324,34.9,81.0,,,4.921568627450981,0.15535444947209598,0.4745306338819773,0.7486141746459295,7.449201508638104,0.5156991690329954,1.5188396186066222,-0.48744128054062297,0.2052033155935431,1.3038809508408462,0.6112363547066767,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,1.411764705882353,1.2450980392156863,0.9509803921568627,0,0,0,0,0,1,0,0,0,0,1
53,18.27,,2,2021-04-24,660802124,324,31.2,6.5,,,3.8333333333333335,0.7666666666666662,0.06649580907234168,-0.1125442103917428,7.162137037582905,-1.4395844443164538,0.36199048848242094,-0.9992340953158381,-0.48479135425428177,-0.10529253784591766,-0.5333823886500141,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.1111111111111111,0.2222222222222222,0.5555555555555556,0,0,0,0,1,0,0,0,0,0,1
54,18.35,,3,2021-04-24,660802124,324,34.4,4.2,,,4.0,-1.0,0.5540364029893994,-0.001283465835139642,7.199225460967359,0.672478620084655,0.5894220108883408,2.8046769789666017,-0.6068627626327227,-0.9173586160721834,0.5084712462469383,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-1.0384615384615385,-0.38461538461538464,-0.15384615384615385,0,0,0,0,0,1,0,0,0,0,1
55,18.46,,4,2021-04-24,660802124,324,27.5,5.5,,,2.6666666666666665,0.3333333333333335,-0.5049645848128114,-0.0656588550950691,7.1777661250450056,-0.2977411770495588,-0.6276070098155487,-0.9320985477533904,-0.7798527787844741,-0.424612651190327,-0.6123824329186599,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.8333333333333334,0.5,0.0,0,0,0,0,0,0,0,1,0,0,0
56,18.52,,5,2021-04-24,660802124,324,30.6,6.0,,,3.0833333333333335,-0.08333333333333348,-0.3210009473087007,-1.2933732577653132,6.7685113448178305,-1.0589700218941585,-0.5768584201592433,-0.5007355356747897,0.6411077315921144,0.5649848471076517,-0.1860942798056851,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.5,-0.5833333333333334,-0.9166666666666666,0,1,0,0,0,0,0,0,0,1,0
57,18.54,,6,2021-04-24,660802124,324,28.5,12.0,,,4.357142857142857,1.0428571428571436,0.2714589977832064,0.016066588710864676,7.205009047723945,0.7933535005610307,0.6411077315921144,1.047096448842567,-1.0589700218941585,-0.652981304643706,0.15392127089156948,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-1.8571428571428572,-1.4285714285714286,-0.5714285714285714,0,0,1,0,0,0,0,0,0,1,0
58,18.56,,7,2021-04-24,660802124,324,32.9,34.0,,,3.96,-0.29333333333333345,0.13071642773530856,0.03980851576468321,7.212923345314205,-0.3919040948669466,0.13355042633828162,0.022593834282366075,-0.6945003698430673,0.9695008009829706,0.007848119378720897,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.16,0.06,0.16,0,0,0,0,0,0,1,0,0,0,1
59,18.64,,8,2021-04-24,660802124,324,36.6,10.0,,,3.625,0.708333333333333,0.12495686438053485,-0.04389074323005505,7.185022457476963,-0.6306451983906955,-1.2458802717852189,-0.659942106647582,-0.42556684059253147,0.16256421613178978,-0.5598940402568476,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,1.25,1.5,2.0,0,0,0,1,0,0,0,0,0,1,0
60,17.72,,1,2021-04-24,660802125,324,33.3,1.65,,,2.357142857142857,-1.3571428571428572,-0.8550699852798536,-0.9368103748887066,6.887370473578926,4.60947639858156,-1.0276649429295008,0.25372212824517715,-1.160895653083949,4.25124550976699,1.3851766881160557,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.21428571428571427,0.39285714285714285,0.6428571428571429,1,1,0,0,0,0,0,0,0,1,0
61,17.92,,2,2021-04-24,660802125,324,25.0,16.0,,,2.8666666666666667,0.5333333333333332,-0.6212229001427445,-0.5796644637841005,7.006423952987694,0.0660076513038759,-0.2630586439154607,-0.6276070098155487,-0.9254582123668547,-0.5086450998976846,-0.4517522629383345,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.36666666666666664,0.7666666666666667,0.3,0,0,0,0,0,0,0,0,1,0,0
