Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,RunTime,Split,Place,Date,RaceId,Distance,Weight,StartPrice,mean_place,mean_in_race_pos,time_z_avg,split_z_avg,pred_split1,t1,t2,t3,t4,t5,last_5_avg,in_form,ctime_z_avg,csplit_z_avg,pred_split2,at_cas_dist_time,at_cas_dist_time_avg,at_cas_perc,in_form2,t_mean_place,t_5_time_z,faster_inside,next_to_faster,collision,first_out,pir1,pir2,pir3,Win,b1,b2,b3,b4,b5,b6,b7,b8,i1,i2
13,17,17,17,22.4,,2,2018-08-25,350147808,384,28.5,4.4,4.8,0.8666666666666671,0.6283264961302124,0.2821222448378785,,-0.1796878246940617,0.3952465502459213,1.6934636910163432,1.478459460921168,-0.2458493968383087,0.6283264961302124,0,0.3952465502459213,0.0,,0.3952296998548202,0.3952296998548202,0.2,0,4.30188679245283,0.2614488781192799,0,0,1,1,4.0,4.0,3.8,0,0,1,0,0,0,0,0,0,1,0
14,18,18,18,22.52,,5,2018-08-25,350147808,384,24.0,10.0,5.285714285714286,0.3809523809523814,0.2553719437623163,0.0,,-0.9378408440629414,-0.135580109931233,1.2393893081604137,0.0900124899524031,-0.0032569656427469,0.050544775695179,1,0.8374165662963693,0.0,,1.2374670968432087,0.8364016697058839,0.2857142857142857,0,4.958333333333333,0.217875465409834,0,0,0,1,4.5,4.5,4.5,0,0,0,0,0,0,0,1,0,0,0
15,19,19,19,22.31,,1,2018-09-15,360982095,384,32.4,6.0,4.166666666666667,0.083333333333333,0.5873552320336569,0.2028344411421488,,0.6861674236813087,0.4756410986187281,1.853219768464489,0.0736683567546872,-0.341685910334036,0.5494021474370354,1,0.4421433701300598,0.0,,0.07437735814495894,0.44202066635416803,0.5,1,4.426666666666667,0.0051263139674904,0,0,0,1,3.9166666666666665,3.583333333333333,3.75,1,0,0,0,0,0,1,0,0,0,1
16,20,20,20,22.88,,6,2018-09-15,360982095,384,29.8,3.0,4.0,0.5,0.4863831355405877,0.0,,1.606674623200536,-0.4002263985082131,-0.7503757640665998,1.34399355745113,0.6804126131811176,0.4960957262515941,0,-0.7503757640665998,0.0,,-0.7478067674865602,-0.7478067674865602,0.1666666666666666,0,4.666666666666667,0.4342114282444219,0,0,0,1,4.5,4.5,4.5,0,0,0,0,1,0,0,0,0,0,1
17,21,21,21,22.08,,2,2018-09-15,360982096,384,30.8,1.7,3.8333333333333335,-1.8333333333333333,0.1080438142636042,0.2637127758862854,,0.6800058398780655,-0.4545324865446551,0.5490975714446774,-0.8910662237190151,-0.4545324865446551,-0.1142055570971165,1,0.1641122236740966,0.0,,-0.8881796669846249,0.16461707925086075,0.3333333333333333,1,3.55,-0.2334094920950564,0,0,0,1,2.0,1.3333333333333333,1.3333333333333333,0,0,0,0,0,0,1,0,0,0,1
18,22,22,22,22.62,,5,2018-09-15,360982096,384,24.7,9.0,4.833333333333333,0.1666666666666669,1.0916184244027085,0.2879568863287877,,1.221553976980213,0.348887482907557,0.8518502666976647,0.5696653506603069,0.3668999536322181,0.671771406175592,1,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,4.851351351351352,0.3884571183473478,0,0,0,1,-0.25,-0.1666666666666666,-0.0833333333333333,0,0,0,0,0,1,0,0,0,0,1
19,23,23,23,22.75,,6,2018-09-15,360982096,384,26.9,11.0,5.4,-0.9000000000000004,0.6395553475187136,0.5351971155723592,,1.0183043001351917,0.3161402234357851,0.4378201819855557,0.5560356469915421,0.8694763850454934,0.6395553475187136,0,0.7871699735633668,0.0,,0.5556558707097544,0.786268491313721,0.4,1,4.426666666666667,0.0051263139674904,0,0,1,1,3.6,3.6,3.6,0,0,0,0,0,0,0,1,0,0,0
20,24,24,24,21.51,,1,2018-09-15,360982097,384,30.2,1.5,4.333333333333333,-2.833333333333333,-0.2261414134078927,0.2595823851772999,,-1.225639777587232,0.6056843027833354,0.6047896709731152,-1.2327430543034474,-0.2363520391556671,-0.2968521794579792,1,-1.2327430543034474,0.0,,-1.2290852800513485,-1.2290852800513485,0.1666666666666666,0,4.0625,-0.563402139733843,0,0,0,1,2.583333333333333,2.75,2.75,1,0,1,0,0,0,0,0,0,1,0
21,25,25,25,22.29,,2,2018-09-15,360982097,384,33.3,4.0,2.857142857142857,-1.8571428571428568,-0.4033514419193075,0.0277501888745468,,0.1345547214056032,0.52498565493877,-0.5266995104567977,-0.9312634979054184,-1.102297377505393,-0.3801440019046472,0,-0.3185557453670747,0.0,,-0.9282862096983566,-0.7377801318081219,0.4285714285714285,1,4.064516129032258,0.1555131529422355,0,0,0,1,3.857142857142857,3.857142857142857,3.857142857142857,0,0,0,0,0,0,0,0,1,0,0
22,26,26,26,22.38,,3,2018-09-15,360982097,384,33.2,10.0,4.571428571428571,-0.5714285714285712,-0.0905466338787017,0.0,,0.2344574535003079,-0.8556125773417084,-0.0101924290892333,-0.3484030222025588,-0.7939413773007926,-0.354738390486797,1,0.1004665395456252,0.0,,-0.3467413403492353,0.10111505328744441,0.4285714285714285,1,4.638888888888889,0.3191590922326178,0,0,0,1,4.5,4.5,4.5,0,1,0,0,0,0,0,0,0,1,0
23,27,27,27,22.43,,5,2018-09-15,360982097,384,27.2,6.0,4.0,-0.3333333333333335,0.1439529283119166,0.0989895154165057,,1.3317417738994206,-0.4086989334821603,-0.341685910334036,0.5761342840847401,-0.7939413773007926,0.0727099673734343,1,0.0602692653592218,0.0,,0.5757091420666167,0.06100851057371264,0.4285714285714285,0,4.681818181818182,-0.0341165594359668,0,0,0,1,3.857142857142857,3.857142857142857,3.857142857142857,0,0,0,0,1,0,0,0,0,0,1
24,28,28,28,23.07,,7,2018-09-15,360982097,384,27.5,3.5,4.4,0.5999999999999996,-0.291002490023532,0.0,,1.8210665564261648,-1.0611832441447802,-0.4884418280338705,-0.7528272439401797,-0.973626690424994,-0.291002490023532,0,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,4.426666666666667,0.0051263139674904,0,0,1,1,4.5,4.5,4.5,0,0,0,0,0,0,1,0,0,0,1
25,29,29,29,22.21,,1,2018-09-15,360982098,384,30.8,10.0,4.444444444444445,2.555555555555556,-0.0569809498550143,0.13388322504668,,0.5649848471076517,-0.2848812769165404,-0.4488962076685637,-0.341685910334036,0.5395834654514188,0.005820983527986,0,-0.7101784898801916,0.0,,-0.4470076971335612,-0.7077002247728283,0.3333333333333333,0,4.426666666666667,0.0051263139674904,0,0,1,1,3.7222222222222223,3.8333333333333335,3.5,1,0,0,0,0,0,1,0,0,0,1
26,30,30,30,22.26,,2,2018-09-15,360982098,384,32.0,9.0,3.6,0.0666666666666664,-0.3030566363935579,0.0021426482409865,,-0.3038296093937501,-0.2594576436128102,-0.6911560438992567,0.3086481451658087,-0.569488030227781,-0.3030566363935579,0,-0.569488030227781,0.0,,-0.5673273252747636,-0.5673273252747636,0.2,0,4.0625,-0.563402139733843,0,0,1,1,4.2,3.4,3.4,0,0,0,0,0,0,0,0,1,0,0
27,31,31,31,22.31,,5,2018-09-15,360982098,384,27.6,10.0,4.142857142857143,1.1904761904761898,0.2742490236288311,0.1770428945576581,,0.1589961298571991,-0.3125311743132348,0.8321867042478512,0.5054614819668813,-0.3947568160474685,0.1578712651422457,1,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,4.242424242424242,0.1748886080824513,0,0,0,1,2.071428571428572,2.357142857142857,2.071428571428572,0,0,0,1,0,0,0,0,0,1,0
28,32,32,32,22.43,,6,2018-09-15,360982098,384,28.0,7.0,4.333333333333333,3.666666666666667,0.1935559445920416,0.5909465997102376,,-0.5895866673209791,0.0843423529184305,0.0535697196614891,0.2525716971039642,0.1123805769493478,-0.0173444641375494,1,-0.2680084738297449,0.0,,0.054324086788096616,-0.2665282549217647,0.3333333333333333,0,4.6,0.4028562659298065,0,0,1,1,2.6666666666666665,1.6666666666666667,1.5,0,0,0,0,1,0,0,0,0,0,1
29,33,33,33,22.52,,7,2018-09-15,360982098,384,33.7,2.8,1.8,-0.8,0.1991350345877162,0.0044675270967935,,0.2654629898389914,1.929459159078376,-0.8910662237190151,-0.8802959462013158,0.5721151939415451,0.1991350345877162,0,-0.8856810849601655,0.0,,-0.8881796669846249,-0.8881796669846249,0.4,0,3.55,-0.2334094920950564,0,0,1,1,3.6,3.6,3.6,0,0,0,0,0,0,0,1,0,0,0
30,34,34,34,22.52,,8,2018-09-15,360982098,384,24.0,8.0,4.5,-1.1666666666666663,0.0918097431157214,0.0,,0.0900124899524031,-0.0032569656427469,0.0334710825682838,-0.8556125773417084,-0.0473646804055756,-0.1565501301738688,1,0.5694347383870074,0.0,,0.03427081543122717,0.5690247182809935,0.3,1,4.648648648648648,0.4328888283886348,0,0,0,1,4.5,4.5,4.5,0,1,0,0,0,0,0,0,0,1,0
31,35,35,35,22.1,,1,2018-09-15,360982099,384,33.4,3.0,3.0,0.5,-0.487613627842495,0.0,,-0.7302771269733945,-0.5961953044541612,0.4293097274344593,-0.8910662237190151,-0.8342589725711611,-0.5244975800566546,1,-0.8106716753462049,0.0,,-0.8881796669846249,-0.8079665815571543,0.3333333333333333,1,4.166666666666667,-0.2723043489907406,0,0,1,1,4.5,4.5,4.5,1,0,0,0,0,0,0,1,0,0,0
32,36,36,36,22.14,,2,2018-09-15,360982099,384,31.2,10.0,4.666666666666667,0.1333333333333328,0.153356204450464,0.1852363080888775,,-0.7037298943000114,-0.7163490234114392,-0.323624218111267,1.218295294037531,0.2436449451000972,-0.0563525793370178,1,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,4.242424242424242,0.1748886080824513,0,0,1,1,1.0,0.4166666666666667,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0
33,37,37,37,22.14,,3,2018-09-15,360982099,384,33.7,9.0,4.166666666666667,0.333333333333333,0.0488195925585844,0.0,,-0.403357110374959,-0.0549718312460317,0.3803017793519843,0.6365159407435405,-0.2998236205208166,0.0517330315907434,0,0.2052655022984327,0.0,,0.000875282279534338,0.000875282279534338,0.5,0,4.064516129032258,0.1555131529422355,0,0,1,1,4.5,4.5,4.5,0,1,0,0,0,0,0,0,0,1,0
34,38,38,38,22.2,,4,2018-09-15,360982099,384,28.7,3.0,4.5,0.1666666666666669,0.3850608438589592,0.3394242015023128,,1.478459460921168,-0.2458493968383087,-0.2077125625501435,-1.205082710906929,1.3516495436776843,0.2342928668606942,1,0.0937669938478889,0.0,,-0.20636844085117056,0.09443062950182839,0.25,1,4.426666666666667,0.0051263139674904,0,0,0,1,3.625,3.625,3.5,0,0,0,0,0,0,0,0,1,0,0
35,39,39,39,22.3,,5,2018-09-15,360982099,384,32.1,6.0,5.0,-4.0,1.0449789052351242,0.5373515867479532,,0.172933469462309,-0.2111142313727088,2.0109065689508725,1.6402885129864588,1.6118802061486897,1.0449789052351242,0,0.714587140806875,0.0,,0.000875282279534338,0.000875282279534338,0.4,0,4.5,0.7043878751245667,0,0,1,1,3.6,3.6,3.6,0,0,0,0,0,0,1,0,0,0,1
36,40,40,40,22.44,,7,2018-09-15,360982099,384,28.6,6.0,5.0,0.0,0.0807320087709862,0.1022858790985191,,1.3317417738994206,-0.5472565771371078,-0.0469234658045228,0.5011538235585469,-0.8350555106614056,0.0807320087709862,0,-0.0469234658045228,0.0,,-0.04594226999623637,-0.04594226999623637,0.2,0,5.4,-0.1020888789539677,0,0,1,1,4.5,4.5,4.5,0,0,0,0,1,0,0,0,0,0,1
37,41,41,41,22.71,,8,2018-09-15,360982099,384,26.3,4.4,4.0,1.0,0.2822408900025185,-0.2750608077967525,,-0.0278105432052685,0.4400073477501833,0.4957397357119334,0.4189255568373137,0.0843423529184305,0.2822408900025185,0,0.4957397357119334,0.0,,0.4954960566391532,0.4954960566391532,0.2,0,4.913043478260869,1.315880155339045,0,0,0,1,2.0,1.2,1.6,0,0,0,0,0,1,0,0,0,0,1
38,42,42,42,21.93,,1,2018-09-15,360982100,384,31.8,4.0,5.166666666666667,-2.166666666666667,0.5642838640809874,0.0,,-1.04062617746447,0.9122951571646832,0.9420622433787728,-1.143411510866006,1.1984385013509296,0.1737516427127819,1,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,4.5625,0.1755758330424361,0,0,0,1,4.5,4.5,4.5,1,1,0,0,0,0,0,0,0,1,0
39,43,43,43,22.0,,2,2018-09-15,360982100,384,24.3,4.0,3.4,0.2666666666666666,-0.0213469863282643,0.0,,0.6039391569600755,-0.4884418280338705,-0.2278111996433416,-0.403357110374959,-0.1796878246940617,-0.1390717611572314,1,-0.0469234658045228,0.0,,-0.2264217122080329,-0.04594226999623637,0.3,1,4.648648648648648,0.4328888283886348,0,0,1,1,4.5,4.5,4.5,0,0,0,0,0,0,0,1,0,0,0
40,44,44,44,22.01,,3,2018-09-15,360982100,384,32.4,3.5,3.25,-0.0833333333333334,-0.7061086687626577,0.0,,-0.7704744011597979,-0.7733843106204825,-0.4488962076685637,-1.04062617746447,-0.841303546136508,-0.7749369286099644,1,-0.4957930275527022,0.0,,-0.4470076971335612,-0.493798663632909,0.375,0,3.5,-0.5498321931661013,0,0,0,1,4.5,4.5,4.5,0,0,0,0,0,0,0,0,1,0,0
41,45,45,45,22.25,,5,2018-09-15,360982100,384,26.2,6.0,3.125,0.875,-0.0500554348689668,0.0,,0.2796190261682797,0.0861934983259059,0.748046226548311,-0.4468777610338591,-0.1383311129061894,0.1057299754204896,0,0.1996225607137417,0.0,,-0.42695442577669884,-0.42695442577669884,0.375,0,3.5,0.1747054149149108,0,0,1,1,4.5,4.5,4.5,0,0,1,0,0,0,0,0,0,1,0
42,46,46,46,22.28,,6,2018-09-15,360982100,384,29.2,3.5,2.833333333333333,0.0,-0.4655299499926641,0.0565415395151187,,-1.2327430543034474,-0.3581316363371613,-0.5766572575595279,-0.7704744011597979,0.5395834654514188,-0.4796845767817032,1,-1.0016087277316226,0.0,,-0.7678600388434225,-0.998472659447382,0.3333333333333333,0,4.426666666666667,0.0051263139674904,0,0,0,1,4.416666666666667,4.583333333333333,4.416666666666667,0,0,0,0,0,1,0,0,0,0,1
43,47,47,47,22.46,,8,2018-09-15,360982100,384,24.9,2.5,5.0,-2.333333333333333,-0.0590116596481224,0.102008133211274,,1.4040356887028325,-0.8709675866258099,-0.7302771269733945,-0.214533994416773,-0.3398190464820044,-0.1503124131590298,1,-0.6766807613915233,0.0,,-0.7277534961296906,-0.6742781058447126,0.4285714285714285,1,3.55,-0.2334094920950564,0,0,1,1,2.4285714285714284,2.2857142857142856,2.4285714285714284,0,0,0,0,0,0,1,0,0,0,1
44,48,48,48,22.18,,3,2018-09-15,360982101,384,31.5,4.4,4.222222222222222,1.2777777777777777,-0.1418557486366318,-0.2472340121274845,,-0.4349464576115795,-0.1503420778248274,-0.8509067049922232,0.4353145640524883,0.2656181695558162,-0.1470525013640651,1,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,3.823529411764706,-0.0016246767717409,0,0,0,1,-0.3333333333333333,-0.1111111111111111,-0.4444444444444444,0,0,0,0,0,1,0,0,0,0,1
45,49,49,49,22.29,,4,2018-09-15,360982101,384,26.3,3.0,4.8,0.2000000000000001,-0.0375470039172243,0.067023103493929,,-0.6814092332718986,0.1382896581332016,-0.2456688628714958,-0.4243347676850809,1.025388186109152,-0.0375470039172243,0,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,3.3043478260869565,-1.0336479861062753,0,0,1,1,0.7,0.1,0.9,0,0,0,1,0,0,0,0,0,1,0
46,50,50,50,22.32,,5,2018-09-15,360982101,384,36.6,2.5,3.6,-0.6000000000000001,-0.3460268489067648,0.4460232314350957,,0.5268723624803369,-2.1517412043756816,0.3664853708364809,0.9016827404809028,-1.3734335139558629,-0.3460268489067648,0,-1.762587359165772,0.0,,-1.3694581795494132,-1.3694581795494132,0.4,0,4.214285714285714,-0.1929418914631943,0,0,1,1,2.8,2.8,2.6,0,0,0,0,0,0,0,1,0,0,0
47,59,59,59,21.59,,1,2018-09-29,364099971,384,30.6,2.0,3.571428571428572,-1.5714285714285716,-0.0289437234215694,0.2260395221882447,,-0.4545324865446551,0.5490975714446774,-0.8910662237190151,-0.4545324865446551,-0.8508689495326118,-0.420380514979252,1,-0.1742148340614728,0.0,,-0.8480731242708931,-0.1729463219230548,0.4285714285714285,1,3.8260869565217392,-0.1344444918991427,0,0,1,1,2.357142857142857,1.7857142857142858,1.7857142857142858,1,0,0,0,0,0,1,0,0,0,1
48,60,60,60,22.27,,2,2018-09-29,364099971,384,29.8,5.0,4.285714285714286,0.7142857142857144,0.5250458330238693,0.0,,-0.4002263985082131,-0.7503757640665998,1.34399355745113,0.6804126131811176,0.7570220179235589,0.3261652051961987,1,0.0033231269284795,0.0,,0.7561885842784133,0.004190908395926561,0.2857142857142857,0,4.809523809523809,0.6604230284008271,0,0,0,1,4.5,4.5,4.5,0,0,0,0,1,0,0,0,0,0,1
49,61,61,61,22.84,,3,2018-09-29,364099972,384,31.5,3.5,3.6666666666666665,-0.333333333333333,0.1332185788545379,0.0,,0.1927978233539391,-0.0268248287113247,-0.2389005769325074,-0.0067261916181194,-0.6089277771780309,-0.1377163102172087,1,-0.0167755101647221,0.0,,-0.0058357272825046,-0.015862362960935763,0.3333333333333333,0,3.0,-0.3797528491125372,0,0,0,1,4.5,4.5,4.5,0,0,0,0,0,1,0,0,0,0,1
50,62,62,62,23.13,,4,2018-09-29,364099972,384,26.9,8.5,5.428571428571429,-0.4285714285714288,0.5669346519115238,0.3822836539802565,,0.4378201819855557,0.5560356469915421,0.8694763850454934,0.4957397357119334,0.2750260900751649,0.5268196079619379,1,0.6900265609462224,0.0,,0.4954960566391532,0.689344346422196,0.4285714285714285,1,4.425287356321839,-0.2800147102931188,0,0,0,1,3.857142857142857,3.857142857142857,3.857142857142857,0,0,0,0,0,0,0,1,0,0,0
51,63,63,63,23.19,,5,2018-09-29,364099972,384,26.8,9.0,6.2,-0.2000000000000001,1.1966440016895412,-0.0352010095995137,,2.0389223820732822,0.4626519709466458,1.1851092427130183,1.241208224049594,1.055328188665165,1.1966440016895412,0,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,4.613636363636363,0.3068992373881585,0,0,0,1,0.4,1.3,1.6,0,0,1,0,0,0,0,0,0,1,0
52,64,64,64,22.23,,1,2018-09-29,364099973,384,32.3,3.5,4.5,-0.5,0.1362841861903037,0.0,,2.0634334289817007,-1.3695392443493808,0.7683956904025344,0.5701433262740419,0.3161402234357851,0.4697146849489362,0,2.0634334289817007,0.0,,2.0596512224747276,2.0596512224747276,0.125,0,4.425287356321839,-0.2800147102931188,0,0,1,1,4.5,4.5,4.5,1,0,1,0,0,0,0,0,0,1,0
53,65,65,65,22.38,,2,2018-09-29,364099973,384,30.9,8.0,5.5,0.25,-0.14214861094657,0.0,,-0.506142443776495,-0.0101924290892333,0.1339642680342959,0.0283412899114874,0.1516836899933262,-0.0404691249853237,0,-0.2345107453410767,0.0,,0.13453717221556016,-0.23310613599365604,0.3,0,4.704545454545454,0.258089070625316,0,0,1,1,4.5,4.5,4.5,0,1,0,0,0,0,0,0,0,1,0
54,66,66,66,22.38,,3,2018-09-29,364099973,384,27.4,6.0,3.7777777777777777,0.2222222222222223,0.0210727632993261,0.0769918453239488,,-0.341685910334036,0.5761342840847401,-0.7939413773007926,-0.1474166512705348,-0.6705989772189466,-0.2755017264079139,1,0.0083477862017826,0.0,,-0.14620862678056937,0.009204226235145704,0.4444444444444444,1,4.44,-0.0550120980782677,0,0,1,1,4.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0
55,67,67,67,22.4,,4,2018-09-29,364099973,384,28.7,1.8,3.888888888888889,0.6111111111111112,-0.2531286612136139,0.0,,-1.3489821776690778,0.4157663246041375,0.233911956714552,1.099435903427994,-0.9506926487481886,-0.1101121283341165,0,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,4.15,-0.3455765770467097,0,0,0,1,4.5,4.5,4.5,0,0,0,0,0,0,0,0,1,0,0
56,68,68,68,22.51,,5,2018-09-29,364099973,384,23.7,8.0,4.833333333333333,0.5666666666666673,0.0799460614130562,0.0,,0.0334710825682838,-0.8556125773417084,-0.0473646804055756,0.0334710825682838,0.0077842232311773,-0.1656501738759077,1,0.4354438244323265,0.0,,0.03427081543122717,0.43533624256855197,0.3333333333333333,1,4.613636363636363,0.3068992373881585,0,0,1,1,4.5,4.5,4.5,0,0,0,0,0,0,1,0,0,0,1
57,69,69,69,22.72,,6,2018-09-29,364099973,384,27.4,2.5,3.3,-0.0499999999999998,-0.561511920271226,-0.1267306470105393,,-1.4727079419663442,0.5502225493425683,-1.268039064825513,0.6363048984182889,-1.0215939966681686,-0.5151627111398337,0,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,3.615384615384616,-0.9599663583997048,0,0,0,1,2.85,2.75,2.95,0,0,0,0,0,1,0,0,0,0,1
58,70,70,70,23.22,,7,2018-09-29,364099973,384,32.4,3.5,3.142857142857143,-0.1428571428571428,-0.2670826002528778,-0.1980721858109141,,-0.0749945763879955,0.7871986705623527,0.6790129383500577,-1.1639685775463162,-0.3005717769734231,-0.0146646643990648,0,0.0,0.0,,0.000875282279534338,0.000875282279534338,0.0,0,4.027027027027027,-0.4955463229538943,0,0,0,1,1.4285714285714286,2.0,2.0,0,0,0,0,1,0,0,0,0,0,1
