,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Jam Toast (5),Nathan Evans,19.11,0.0,7.11,1.0,27.3kg,$3.60,331,5H,15/10/2023,albion-park
1,2,Tuta Queen (8),Cecil Druery,19.21,1.5,7.19,2.0,25.5kg,$2.75,331,5H,15/10/2023,albion-park
2,3,Crown Of Rock (1),Paul Cauchi,19.33,3.0,7.27,3.0,30.9kg,$17.00,331,5H,15/10/2023,albion-park
3,4,No Personality (4),Kim Shedden,19.4,4.25,7.35,4.0,34.7kg,$51.00,331,5H,15/10/2023,albion-park
4,5,Bye Bye Taipan (6),Gary Keep,19.49,5.25,7.45,7.0,30.4kg,$31.00,331,5H,15/10/2023,albion-park
5,6,Scarlet Oak (2),Ned Snow,19.61,7.0,7.4,5.0,28.5kg,$3.20,331,5H,15/10/2023,albion-park
6,7,Cosmic Shadow (7),Steven Scells,19.64,7.5,7.48,8.0,27.3kg,$13.00,331,5H,15/10/2023,albion-park
7,8,Comical Rose (3),Andrew Pearce,19.77,9.25,7.44,6.0,25.7kg,$15.00,331,5H,15/10/2023,albion-park
8,1,Let's Go Sam (1),Rodney Millington,22.01,0.0,,,33.7kg,$2.70,375,M,15/10/2023,broken-hill
9,2,Victa Bob (8),Jack Trengove,22.52,7.25,,,29.8kg,$16.00,375,M,15/10/2023,broken-hill
10,3,Sophie The Pest (7),Chad Hipwell,22.63,8.75,,,25.7kg,$3.60,375,M,15/10/2023,broken-hill
11,4,Camel Camp (4),Graham Whitford,22.8,11.25,,,29.2kg,$6.00,375,M,15/10/2023,broken-hill
12,5,Dutch Rambo (5),Jack Trengove,22.85,12.0,,,31.8kg,$8.00,375,M,15/10/2023,broken-hill
13,6,My Income (3),Heidi Drganc,23.2,17.0,,,31.4kg,$31.00,375,M,15/10/2023,broken-hill
14,7,Who Knows Tilly (6),Troy Roberts,23.62,23.0,,,25.3kg,$61.00,375,M,15/10/2023,broken-hill
15,8,Let's Go Ellen (2),Rodney Millington,23.83,26.0,,,29.3kg,$6.50,375,M,15/10/2023,broken-hill
16,1,It's Smudgy (5),Clint Trengove,30.72,0.0,,,23.8kg,$2.25,525,NG,15/10/2023,broken-hill
17,2,Who Knows Lyn (2),Kaylene Hatzi,30.77,0.75,,,26.8kg,$1.65,525,NG,15/10/2023,broken-hill
18,3,Compulsory Hero (1),Clint Trengove,31.32,8.5,,,33.5kg,$21.00,525,NG,15/10/2023,broken-hill
19,4,Jellybean Jam (8),Benjamin Carswell,31.33,8.75,,,26.8kg,$15.00,525,NG,15/10/2023,broken-hill
20,5,Irish Gem (7),Clint Trengove,32.18,20.75,,,25.0kg,$51.00,525,NG,15/10/2023,broken-hill
21,1,Sugar Shane (7),Rodney Millington,30.74,0.0,,,33.6kg,$10.00,525,NG,15/10/2023,broken-hill
22,2,Zipping Ruckman (8),Wade Hipwell,30.84,1.5,,,33.7kg,$2.75,525,NG,15/10/2023,broken-hill
23,3,Zipping Muriel (2),Wade Hipwell,30.94,2.75,,,26.2kg,$1.90,525,NG,15/10/2023,broken-hill
24,4,Smug Doug (1),Robert Dannatt,31.42,9.75,,,30.0kg,$7.00,525,NG,15/10/2023,broken-hill
25,5,Express Black (4),Leigh Drganc,31.64,12.75,,,31.7kg,$17.00,525,NG,15/10/2023,broken-hill
26,6,Emily Eclipse (6),Clint Trengove,31.8,15.0,,,25.9kg,$51.00,525,NG,15/10/2023,broken-hill
27,7,Xavi Bale (3),Kaylene Hatzi,32.01,18.0,,,30.6kg,$34.00,525,NG,15/10/2023,broken-hill
28,1,Zipping Elkie (6),Wade Hipwell,30.79,0.0,,,26.3kg,$1.40,525,XM5,15/10/2023,broken-hill
29,2,Far West Lad (1),Chad Hipwell,31.76,13.75,,,32.6kg,$4.90,525,XM5,15/10/2023,broken-hill
30,3,Who Knows Wendy (7),Troy Roberts,31.77,14.0,,,26.8kg,$7.00,525,XM5,15/10/2023,broken-hill
31,4,Boy From Hill (4),Clint Trengove,31.84,15.0,,,31.0kg,$26.00,525,XM5,15/10/2023,broken-hill
32,5,Mystic Bindi (3),Benjamin Carswell,32.01,17.25,,,27.2kg,$21.00,525,XM5,15/10/2023,broken-hill
33,6,Great Minds (8),Clayton Trengove,32.18,19.75,,,31.2kg,$51.00,525,XM5,15/10/2023,broken-hill
34,7,Daisy Maisy (5),Shelley Trengove,32.52,24.75,,,26.3kg,$41.00,525,XM5,15/10/2023,broken-hill
35,8,Thunder Jett (2),Kaylene Hatzi,32.8,28.75,,,33.0kg,$34.00,525,XM5,15/10/2023,broken-hill
36,1,High Flux (7),Brock Wilson,30.77,0.0,,,25.7kg,$4.50,525,XM5,15/10/2023,broken-hill
37,2,Seasonal (5),Jack Trengove,31.55,11.0,,,26.8kg,$1.80,525,XM5,15/10/2023,broken-hill
38,3,Raven Macaw (4),Harrison Trengove,31.93,16.5,,,31.2kg,$11.00,525,XM5,15/10/2023,broken-hill
39,4,Lady Apex (8),Wade Hipwell,32.11,19.0,,,25.0kg,$4.40,525,XM5,15/10/2023,broken-hill
40,5,Good Fellow (2),Clayton Trengove,32.31,22.0,,,31.2kg,$41.00,525,XM5,15/10/2023,broken-hill
41,6,Aussie Mike (1),Chad Hipwell,32.38,23.0,,,32.7kg,$26.00,525,XM5,15/10/2023,broken-hill
42,7,Far West Lass (6),Chad Hipwell,32.49,24.5,,,27.7kg,$30.00,525,XM5,15/10/2023,broken-hill
43,8,Bruce's Angel (3),Shelley Trengove,32.55,25.25,,,26.4kg,$41.00,525,XM5,15/10/2023,broken-hill
