,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Billy Bush (1),Jamie Bush,19.59,0.0,6.6,311.0,38.0kg,$1.12,340,5,10/07/2023,gunnedah
1,2,Raja Ampat (8),Colin Burns,19.82,3.25,6.67,422.0,36.1kg,$7.50,340,5,10/07/2023,gunnedah
2,3,Coco Cargo (3),Ronald Steel,19.85,3.75,6.7,543.0,34.2kg,$19.00,340,5,10/07/2023,gunnedah
3,4,Ferrari Beach (6),Len Haaring,20.23,9.25,6.7,134.0,26.5kg,$12.00,340,5,10/07/2023,gunnedah
4,5,Spot Of Rum (7),Robert Ryan,20.36,11.0,6.77,255.0,25.9kg,$101.00,340,5,10/07/2023,gunnedah
5,6,Karinya Creek (5),Len Haaring,20.54,13.5,6.85,666.0,33.9kg,$41.00,340,5,10/07/2023,gunnedah
6,7,Kenzi's Blaze (4),Eloise Thresher,20.6,14.25,6.99,777.0,26.5kg,$101.00,340,5,10/07/2023,gunnedah
7,1,Canya Ragnar (8),Michelle Lill,25.38,0.0,7.82,1.0,34.7kg,$2.50,450,M,10/07/2023,maitland
8,2,Mark My Word (5),Brett May,25.67,4.25,7.96,2.0,31.4kg,$3.75,450,M,10/07/2023,maitland
9,3,Just Too Easy (1),Christopher Plant,25.68,4.25,7.99,3.0,34.5kg,$2.25,450,M,10/07/2023,maitland
10,4,Act Of Kindness (2),Brian Smoothy,25.93,7.75,8.05,4.0,30.0kg,$34.00,450,M,10/07/2023,maitland
11,5,Firecop (7),Raymond Walters,25.98,8.5,8.2,5.0,29.3kg,$90.00,450,M,10/07/2023,maitland
12,6,Ultralight Ebby (3),Anne Foley,26.37,14.0,8.27,6.0,35.7kg,$23.00,450,M,10/07/2023,maitland
13,7,Thai Wasp (6),Steven Winstanley,26.48,15.75,8.43,7.0,33.9kg,$41.00,450,M,10/07/2023,maitland
14,1,Fireball Frenzy (1),Robert Vines,22.82,0.0,5.42,3.0,27.2kg,$2.60,400,M,10/07/2023,maitland
15,2,Maddi And Me (5),Kerry Marsh,22.98,2.25,5.38,1.0,26.1kg,$2.40,400,M,10/07/2023,maitland
16,3,Sunrise Surprise (7),Patrick Mckinnon,23.11,4.25,5.41,2.0,24.9kg,$16.00,400,M,10/07/2023,maitland
17,4,Silly Sausage (2),James Porter,23.18,5.25,5.57,6.0,28.2kg,$23.00,400,M,10/07/2023,maitland
18,5,Great North (8),Brett Gilbert,23.46,9.25,5.71,7.0,31.9kg,$6.50,400,M,10/07/2023,maitland
19,6,Athena Miss (3),Raymond Walters,23.61,11.25,5.47,4.0,28.5kg,$17.00,400,M,10/07/2023,maitland
20,7,Natural Women (6),Brian Smoothy,23.74,13.25,5.73,8.0,28.5kg,$71.00,400,M,10/07/2023,maitland
21,8,Zipper Lodge (4),Phillip Carrall,23.82,14.25,5.54,5.0,33.3kg,$8.50,400,M,10/07/2023,maitland
22,1,My Shepherd (4),Susan Smith,25.28,0.0,7.97,3.0,32.7kg,$2.40,450,5,10/07/2023,maitland
23,2,Canya Catch Me (8),Michelle Lill,25.43,2.0,7.94,2.0,35.8kg,$3.75,450,5,10/07/2023,maitland
24,3,She Picked Me (6),Rhonda Stewart,25.51,3.25,7.93,1.0,26.7kg,$41.00,450,5,10/07/2023,maitland
25,4,Big Cool Nevada (1),Keith Gulliver,25.53,3.5,8.1,5.0,32.4kg,$7.50,450,5,10/07/2023,maitland
26,5,Twist And Shake (7),Brian Smoothy,25.71,6.0,8.17,6.0,28.8kg,$31.00,450,5,10/07/2023,maitland
27,6,Django Unleashed (3),Tony Forbes,25.75,6.5,8.08,4.0,32.2kg,$23.00,450,5,10/07/2023,maitland
28,7,Unlawful Act (2),Peter Blake,25.97,9.75,8.23,7.0,34.8kg,$101.00,450,5,10/07/2023,maitland
29,1,Canya Unleash (8),Michelle Lill,22.51,0.0,,2.0,30.5kg,$1.60,400,X45,10/07/2023,maitland
30,2,Tom's The One (6),Peter Midson,22.85,4.75,,1.0,35.0kg,$61.00,400,X45,10/07/2023,maitland
31,3,Rocket Force (2),Jennifer Barnett,22.95,6.25,,3.0,30.3kg,$5.50,400,X45,10/07/2023,maitland
32,4,Tommy Cortez (5),Sandra Brown,23.07,8.0,,5.0,32.5kg,$90.00,400,X45,10/07/2023,maitland
33,5,Zipping Lennox (4),Leeanne Walker,23.1,8.25,,7.0,33.8kg,$19.00,400,X45,10/07/2023,maitland
34,6,Tina Went Wrong (1),Robert Howard,23.12,8.75,,6.0,28.0kg,$3.30,400,X45,10/07/2023,maitland
35,7,Mr. Aloysius (7),Leeanne Walker,23.14,9.0,,8.0,32.5kg,$90.00,400,X45,10/07/2023,maitland
36,8,Bora Bora Pearl (3),Tony Forbes,23.84,19.0,,4.0,37.5kg,$90.00,400,X45,10/07/2023,maitland
37,1,Can't Handle It (3),Robert Howard,22.66,0.0,5.4,5.0,29.9kg,$3.10,400,NG,10/07/2023,maitland
38,2,Patchy Rum (5),Peter Akers,22.72,0.75,5.29,1.0,31.0kg,$7.50,400,NG,10/07/2023,maitland
39,3,World Gone Mad (2),James Porter,22.78,1.75,5.44,6.0,34.8kg,$4.75,400,NG,10/07/2023,maitland
40,4,Rothwell Chunk (6),Nathan Goodwin,22.79,1.75,5.53,7.0,34.6kg,$12.00,400,NG,10/07/2023,maitland
