,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Spring Brumby (8),Mark Delbridge,24.26,0.0,6.63,M321,33.8kg,$4.00,425,5,26/01/2024,bendigo
7,2,Miss Daisy Lee (5),Gayle Lemin,24.39,1.91,6.56,M232,27.6kg,$4.60,425,5,26/01/2024,bendigo
8,3,Twilight Sofia (1),Theo Van Taarling,24.58,4.54,6.65,M443,23.0kg,$5.00,425,5,26/01/2024,bendigo
9,4,Idaho Evie (2),Jane Hooke,24.63,5.33,6.74,M666,26.8kg,$10.00,425,5,26/01/2024,bendigo
10,5,Lady Arandt (6),Max Zammit,24.66,5.71,6.72,S555,29.2kg,$6.00,425,5,26/01/2024,bendigo
11,6,Arandt's Girl (7),Margaret Brealey,24.75,6.96,6.56,M114,28.5kg,$10.00,425,5,26/01/2024,bendigo
12,7,Push Up King (4),Aaron Debattista,24.78,7.39,6.76,M777,35.9kg,$6.50,425,5,26/01/2024,bendigo
13,8,Zipping Swazi (3),Jason Tolson,24.93,9.66,6.83,S888,28.0kg,$9.00,425,5,26/01/2024,bendigo
14,1,Krystal Bale (5),Mark Delbridge,24.06,0.0,6.5,Q111,29.5kg,$4.80,425,5,26/01/2024,bendigo
15,2,Here's Bruce (3),Nathan McKay,24.18,1.8,6.63,M633,32.4kg,$6.50,425,5,26/01/2024,bendigo
16,3,Iason Bale (2),Mark Delbridge,24.19,1.93,6.62,M574,32.3kg,$3.40,425,5,26/01/2024,bendigo
17,4,Green Beret (7),Alisdair Armstrong,24.21,2.1,6.59,M422,33.2kg,$10.00,425,5,26/01/2024,bendigo
18,5,Brandenburg (4),Briana Robertson -Leech,24.33,3.86,6.68,M765,35.9kg,$10.00,425,5,26/01/2024,bendigo
