,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Spanish Style (5),Jason Bloomfield,19.08,0.0,7.07,1.0,32.9kg,$2.30,331,5,16/10/2023,albion-park
1,2,Hawk's Responder (8),Christopher Riordon,19.13,0.75,7.34,3.0,39.1kg,$4.00,331,5,16/10/2023,albion-park
2,3,She's A Cracker (3),Peter Carleton,19.51,6.0,7.4,6.0,26.0kg,$9.50,331,5,16/10/2023,albion-park
3,4,Zeal Of Fortune (2),Keith Boan,19.64,8.0,7.37,4.0,30.9kg,$4.75,331,5,16/10/2023,albion-park
4,5,Polly's Jester (7),Marie-Madeleine Westwood,19.85,11.0,7.42,7.0,29.7kg,$22.00,331,5,16/10/2023,albion-park
5,6,She's On Time (6),Peter Carleton,19.91,11.75,7.32,2.0,25.5kg,$34.00,331,5,16/10/2023,albion-park
6,7,Keep Tracking (1),Gary Keep,20.03,13.5,7.39,5.0,29.2kg,$11.00,331,5,16/10/2023,albion-park
7,8,Buttercup Babe (4),Gary Keep,20.13,15.0,7.54,8.0,30.4kg,$21.00,331,5,16/10/2023,albion-park
8,1,Dayne's Calais (1),Yvonne Maxwell,19.85,0.0,4.67,111.0,31.6kg,$1.75,342,M,16/10/2023,angle-park
9,2,Cerulean (7),Robin Harnas,20.1,3.5,4.67,222.0,28.0kg,$34.00,342,M,16/10/2023,angle-park
10,3,Destini Magnet (8),Sharyn Gray,20.23,5.25,4.78,333.0,28.3kg,$34.00,342,M,16/10/2023,angle-park
11,4,Zip Zip Away (5),Robin Harnas,20.43,8.25,4.75,444.0,28.4kg,$6.00,342,M,16/10/2023,angle-park
12,5,Wayside (2),Kirin Corby,20.52,9.5,4.74,555.0,33.9kg,$2.60,342,M,16/10/2023,angle-park
13,6,Black Gem (4),Kym Burnett,20.8,13.5,4.84,666.0,26.4kg,$24.00,342,M,16/10/2023,angle-park
14,1,Palace Prince (8),Angela Modra,20.06,0.0,4.59,111.0,32.9kg,$3.80,342,M,16/10/2023,angle-park
15,2,Katie Lincoln (7),Donald Foster,20.1,0.75,4.63,332.0,28.3kg,$13.00,342,M,16/10/2023,angle-park
16,3,Spider From Mars (1),Kym Burnett,20.26,2.75,4.55,223.0,26.1kg,$3.75,342,M,16/10/2023,angle-park
17,4,Son Of Maple (5),Robin Harnas,20.37,4.25,4.66,444.0,31.0kg,$3.00,342,M,16/10/2023,angle-park
18,5,Todd's James (2),Paul Somerset,20.51,6.25,4.81,555.0,31.7kg,$4.90,342,M,16/10/2023,angle-park
19,6,Naval Aviator (4),Robin Harnas,20.59,7.5,4.85,666.0,30.0kg,$13.00,342,M,16/10/2023,angle-park
20,1,Zinfandel Evie (1),Gavin Harris,19.32,0.0,4.43,111.0,27.9kg,$1.80,342,J,16/10/2023,angle-park
21,2,Nell Brown (4),Kirin Corby,19.72,5.75,4.5,222.0,26.5kg,$2.20,342,J,16/10/2023,angle-park
22,3,Peace Belle (8),Robyn Mackellar,19.89,8.25,4.65,433.0,27.4kg,$12.00,342,J,16/10/2023,angle-park
23,4,Lauren's Regret (7),Ben Rawlings,20.03,10.0,4.73,554.0,25.8kg,$13.00,342,J,16/10/2023,angle-park
24,5,Rocamora (5),Ben Rawlings,20.04,10.25,4.61,345.0,31.4kg,$9.50,342,J,16/10/2023,angle-park
25,1,Buzz The Hustler (5),Maurice Kiley,19.61,0.0,4.59,331.0,28.6kg,$3.00,342,J,16/10/2023,angle-park
26,2,Fantastic Ada (4),Elizabeth Chegia,19.64,0.5,4.5,122.0,26.2kg,$3.00,342,J,16/10/2023,angle-park
27,3,Starlet Edition (1),Robin Harnas,19.73,1.75,4.54,213.0,25.8kg,$3.50,342,J,16/10/2023,angle-park
28,4,Victory Club (2),Robin Harnas,19.99,5.25,4.57,444.0,30.7kg,$6.00,342,J,16/10/2023,angle-park
29,5,Star Leader (7),Robin Harnas,20.11,7.0,4.64,655.0,28.6kg,$17.00,342,J,16/10/2023,angle-park
30,6,I'm Classy Girl (8),Donald Turner,20.19,8.25,4.69,566.0,28.1kg,$31.00,342,J,16/10/2023,angle-park
31,1,Terrific Bobby (3),Elizabeth Chegia,30.79,0.0,5.34,3221.0,30.6kg,$2.70,530,6,16/10/2023,angle-park
32,2,Unholy Reign (5),Robyn Mackellar,30.82,0.5,5.21,1112.0,26.9kg,$3.75,530,6,16/10/2023,angle-park
33,3,Lena Jinx (4),Gavin Harris,30.95,2.25,5.38,4443.0,28.2kg,$6.50,530,6,16/10/2023,angle-park
34,4,Boots (1),Nicole Price,31.0,3.0,5.36,2334.0,30.6kg,$3.20,530,6,16/10/2023,angle-park
35,5,Phoebe's Baby (7),Martin Doyle,31.37,8.25,5.34,5555.0,28.4kg,$51.00,530,6,16/10/2023,angle-park
36,6,Information (6),Donald Turner,31.58,11.25,5.47,7766.0,27.2kg,$22.00,530,6,16/10/2023,angle-park
37,7,Downtown Zion (2),Edgar Kowalewski,31.85,15.0,5.42,6677.0,28.5kg,$22.00,530,6,16/10/2023,angle-park
38,8,Cleo Jinx (8),Graeme Stirling,32.64,26.25,5.45,8888.0,28.9kg,$51.00,530,6,16/10/2023,angle-park
39,1,Blue Intensity (8),Kirin Corby,19.54,0.0,4.56,211.0,34.1kg,$2.80,342,6,16/10/2023,angle-park
40,2,Down The Line (6),Bozidar Stamenkovic,19.72,2.5,4.49,122.0,30.9kg,$11.00,342,6,16/10/2023,angle-park
41,3,Hayride Gulden (7),David Perry,19.95,5.75,4.71,333.0,32.6kg,$23.00,342,6,16/10/2023,angle-park
