,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Kenzo Fernando (1),Nicole Peters,23.31,0.0,10.73,1.0,32.5kg,$26.00,395,5,13/11/2023,albion-park
1,2,Who's Rose (8),Andrew Pearce,23.32,0.1,11.01,6.0,27.4kg,$4.50,395,5,13/11/2023,albion-park
2,3,Crystal Chaos (5),John Hutchinson,23.42,1.5,10.86,4.0,28.1kg,$7.00,395,5,13/11/2023,albion-park
3,4,Who's Cyndie (6),Keith Boan,23.46,2.0,11.04,7.0,28.0kg,$15.00,395,5,13/11/2023,albion-park
4,5,Who's Nan (7),Keith Boan,23.47,2.25,10.94,5.0,27.8kg,$41.00,395,5,13/11/2023,albion-park
5,6,Work Boot (2),Mark Rothwell,23.55,3.5,10.81,3.0,31.1kg,$2.90,395,5,13/11/2023,albion-park
6,7,Sarah's Gold (4),Ricky Hassall,23.74,6.0,10.79,2.0,25.4kg,$6.00,395,5,13/11/2023,albion-park
7,8,Noaki Cruise (3),Keith Boan,24.06,10.5,11.58,8.0,24.4kg,$4.00,395,5,13/11/2023,albion-park
8,1,Bit Quirky (6),Kirin Corby,19.86,0.0,4.48,111.0,26.1kg,$1.24,342,M,13/11/2023,angle-park
9,2,Destini Operator (2),Sharyn Gray,20.29,6.0,4.93,332.0,26.5kg,$22.00,342,M,13/11/2023,angle-park
10,3,Boombox Rocky (8),Raymond Barkla,20.33,6.5,4.73,223.0,35.3kg,$5.50,342,M,13/11/2023,angle-park
11,4,Cerulean (1),Robin Harnas,20.44,8.25,4.84,444.0,28.8kg,$9.00,342,M,13/11/2023,angle-park
12,5,Pensive Fury (4),Tony Hinrichsen,20.89,14.5,5.02,555.0,24.7kg,$28.00,342,M,13/11/2023,angle-park
13,1,We And Us (2),Christopher Jaensch,19.8,0.0,4.55,111.0,25.5kg,$6.50,342,M,13/11/2023,angle-park
14,2,Zinfandel Macy (6),Cherylee Barber,19.9,1.5,4.65,322.0,24.7kg,$1.90,342,M,13/11/2023,angle-park
15,3,Go Crazy Crazy (1),Ashlee Griffiths,20.12,4.5,4.57,233.0,24.9kg,$5.50,342,M,13/11/2023,angle-park
16,4,Bella Mac (4),Brian Styles,20.25,6.25,4.68,444.0,26.8kg,$3.75,342,M,13/11/2023,angle-park
17,5,Easy Money Molly (8),Ashley Furner,20.61,11.5,4.83,555.0,27.7kg,$23.00,342,M,13/11/2023,angle-park
18,1,Play In Reign (8),Robyn Mackellar,19.47,0.0,4.52,111.0,26.7kg,$4.50,342,J,13/11/2023,angle-park
19,2,Sir Prince (1),Ashlee Griffiths,19.91,6.25,4.58,222.0,29.8kg,$2.20,342,J,13/11/2023,angle-park
20,3,Zip Zip Away (2),Robin Harnas,20.04,8.25,4.51,443.0,28.3kg,$61.00,342,J,13/11/2023,angle-park
21,4,Dark Moonshine (5),Jane Mcnicholl,20.07,8.5,4.69,564.0,32.6kg,$12.00,342,J,13/11/2023,angle-park
22,5,Bow Edition (4),Kim Johnstone,20.11,9.25,4.62,335.0,31.4kg,$2.40,342,J,13/11/2023,angle-park
23,6,Long Gully Ash (7),Paula Hearnden,20.11,9.25,4.73,656.0,31.4kg,$12.00,342,J,13/11/2023,angle-park
24,1,Springvale Roxy (5),Michael Giniotis,19.43,0.0,4.48,111.0,25.9kg,$1.33,342,MA,13/11/2023,angle-park
25,2,Maxwell Hammer (7),Steven Brook,19.76,4.75,4.59,222.0,33.5kg,$3.50,342,MA,13/11/2023,angle-park
26,3,Reel It In (8),Kevin Bewley,20.51,15.5,4.75,633.0,32.6kg,$81.00,342,MA,13/11/2023,angle-park
27,4,Zabdon Avalanche (1),Rebecca Weinert,20.6,16.75,4.61,354.0,32.9kg,$81.00,342,MA,13/11/2023,angle-park
28,5,Juicy Que (2),Trevor Jessup,20.61,16.75,4.64,445.0,36.0kg,$8.50,342,MA,13/11/2023,angle-park
29,6,Hot Rocks (4),Marcello Calicchio,20.68,17.75,4.73,566.0,34.1kg,$21.00,342,MA,13/11/2023,angle-park
30,1,Rocamadour (3),Artemio Ieraci,19.52,0.0,4.47,111.0,35.4kg,$7.50,342,5,13/11/2023,angle-park
31,2,Hit The Drums (8),Bozidar Stamenkovic,19.78,3.75,4.61,332.0,30.6kg,$2.20,342,5,13/11/2023,angle-park
32,3,Smooth Vixen (7),Kevin Bewley,19.8,4.0,4.5,223.0,27.6kg,$26.00,342,5,13/11/2023,angle-park
33,4,Muddle Puddle (6),Narvette Treloar,19.89,5.25,4.6,444.0,34.1kg,$90.00,342,5,13/11/2023,angle-park
34,5,Bazinga Ava (1),Cameron Forshaw,20.04,7.5,4.71,665.0,25.3kg,$1.90,342,5,13/11/2023,angle-park
35,6,Galena Lad (4),Desmond Hockley,20.08,8.0,4.58,556.0,33.0kg,$17.00,342,5,13/11/2023,angle-park
36,7,Judi's Fire (2),Bozidar Stamenkovic,20.12,8.5,4.88,777.0,27.4kg,$31.00,342,5,13/11/2023,angle-park
