,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222.0,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111.0,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333.0,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444.0,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555.0,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000.0,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Zali Keeping (2),Charmaine Roberts,29.48,0.0,4.48,21111.0,28.5kg,$1.20,516,MX,13/01/2024,dubbo
7,2,Lazy Lenny (4),Alan Provest,30.6,16.0,4.54,33332.0,29.3kg,$34.00,516,MX,13/01/2024,dubbo
8,3,Armatree Joker (6),Graham Pickering,30.85,19.5,4.58,45223.0,33.4kg,$9.50,516,MX,13/01/2024,dubbo
9,4,Spring Coin (7),Gregory Board,30.93,20.75,4.66,56444.0,33.4kg,$8.50,516,MX,13/01/2024,dubbo
10,5,Mahome Boy (1),Peter Pickering,31.46,28.25,4.52,12555.0,32.5kg,$41.00,516,MX,13/01/2024,dubbo
11,6,Spring Breezing (8),Gregory Board,31.54,29.25,4.55,64666.0,32.3kg,$13.00,516,MX,13/01/2024,dubbo
12,1,Twisted Goanna (5),Melanie Mabbott,18.51,0.0,4.89,551.0,29.5kg,$1.75,318,M,13/01/2024,dubbo
13,2,Jughead Miller (8),Tania Trappett,18.79,4.0,4.78,222.0,33.0kg,$12.00,318,M,13/01/2024,dubbo
14,3,Kate's Pick (1),Samantha Ashman,19.36,12.25,4.82,333.0,27.6kg,$8.00,318,M,13/01/2024,dubbo
15,4,Archie's Detour (2),Craig Tuntler,19.48,13.75,4.89,445.0,31.3kg,$9.50,318,M,13/01/2024,dubbo
16,5,Case Closed (4),Tania Trappett,19.5,14.0,5.01,664.0,31.4kg,$34.00,318,M,13/01/2024,dubbo
17,6,Knik Storm (7),Andrew Mathias,20.06,22.0,4.76,116.0,30.4kg,$3.30,318,M,13/01/2024,dubbo
18,1,About Jemma (5),Merle Clarke,18.97,0.0,4.83,111.0,24.2kg,$21.00,318,M,13/01/2024,dubbo
19,2,Armatree Ace (7),Graham Pickering,18.97,0.03,4.95,563.0,33.9kg,$1.90,318,M,13/01/2024,dubbo
20,3,Slab Of Beer (8),Christopher Edwards,19.0,0.5,4.88,332.0,28.3kg,$3.60,318,M,13/01/2024,dubbo
21,4,Wendy Ellen (4),Tania Trappett,19.23,3.75,4.9,444.0,27.2kg,$21.00,318,M,13/01/2024,dubbo
22,5,Flashing Jewel (2),Wayne Prestwidge,19.29,4.5,4.83,225.0,24.9kg,$4.20,318,M,13/01/2024,dubbo
23,6,Lumeah Layla (1),Garry Abernethy,19.3,4.75,4.94,656.0,25.5kg,$18.00,318,M,13/01/2024,dubbo
24,1,Lodestone (8),Shannon Kirby,18.35,0.0,4.74,441.0,30.9kg,$3.70,318,X45,13/01/2024,dubbo
