,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222.0,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111.0,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333.0,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444.0,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555.0,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000.0,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,No Need (1),Sandra Hunt,19.27,0.0,7.12,1.0,25.7kg,$2.50,331,M,21/01/2024,albion-park
7,2,Howdy Warren (4),Cynthia Elson,19.35,1.0,7.27,2.0,29.7kg,$2.15,331,M,21/01/2024,albion-park
8,3,Nanna's Lucy (7),David Bailey,19.77,7.0,7.3,3.0,24.7kg,$18.00,331,M,21/01/2024,albion-park
9,4,Biscotti Gambler (5),Patrick Lavis,19.77,7.0,7.41,5.0,25.1kg,$14.00,331,M,21/01/2024,albion-park
10,5,Sir Edmund (3),Colin Wills,20.05,11.0,7.53,7.0,29.2kg,$23.00,331,M,21/01/2024,albion-park
11,6,Moonstone Bay (2),Jayson Valentine,20.08,11.5,7.4,4.0,34.5kg,$5.50,331,M,21/01/2024,albion-park
12,7,Tommy Trumpet (6),Bruce Wellington,20.46,17.0,7.45,6.0,29.8kg,$71.00,331,M,21/01/2024,albion-park
13,8,Small Fries (8),Ronald Newland,20.91,23.5,7.86,8.0,23.0kg,$101.00,331,M,21/01/2024,albion-park
14,1,Jamaica Honey (1),Sandra Hunt,19.27,0.0,7.27,1.0,27.0kg,$3.90,331,M,21/01/2024,albion-park
15,2,Swift Bill (2),Cynthia Elson,19.81,7.75,7.44,4.0,31.1kg,$3.60,331,M,21/01/2024,albion-park
16,3,Sirius Emily (3),Darren Johnstone,19.81,7.75,7.37,3.0,26.6kg,$3.50,331,M,21/01/2024,albion-park
17,4,Ordinary Girl (8),Robert Adams,19.82,7.75,7.36,2.0,28.9kg,$10.00,331,M,21/01/2024,albion-park
18,5,Elodie Rose (7),Robert Ayres,19.83,8.0,7.78,7.0,26.0kg,$8.50,331,M,21/01/2024,albion-park
19,6,Lamia Tiger (6),Patrick Lavis,20.0,10.25,7.7,6.0,24.7kg,$5.50,331,M,21/01/2024,albion-park
20,7,Mum's Tiger (4),David Bailey,20.15,12.5,7.82,8.0,28.3kg,$61.00,331,M,21/01/2024,albion-park
21,8,One Stone Boy (5),Bruce Wellington,20.88,23.0,7.53,5.0,33.8kg,$71.00,331,M,21/01/2024,albion-park
22,1,Touch Of Blue (3),Reginald Hazelgrove,19.63,0.0,7.25,1.0,23.1kg,$3.40,331,M,21/01/2024,albion-park
23,2,Bonny Boy (7),Neil Demnar,19.63,0.03,7.27,2.0,31.2kg,$4.60,331,M,21/01/2024,albion-park
24,3,Orange Grove (1),Patrick Gainey,19.91,4.0,7.3,4.0,28.3kg,$5.00,331,M,21/01/2024,albion-park
