,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Mac Frenzy (5),Desmond Hockley,31.35,0.0,5.42,,31.0kg,$9.00,530,RW,30/12/2023,angle-park
1,2,Aston Encanto (4),Paul Fagan,31.76,5.75,5.48,,31.1kg,$15.00,530,RW,30/12/2023,angle-park
2,3,Kaison's Curse (8),Clint Trengove,31.77,6.0,5.6,,26.3kg,$21.00,530,RW,30/12/2023,angle-park
3,4,Axel Coaster (1),David Perry,31.81,6.5,5.61,,30.6kg,$5.00,530,RW,30/12/2023,angle-park
4,5,Has Got It (7),Michael Wittholz,31.85,7.0,5.38,,27.5kg,$5.50,530,RW,30/12/2023,angle-park
5,6,Enticement (6),Kevin Bewley,32.1,10.5,5.57,,29.8kg,$18.00,530,RW,30/12/2023,angle-park
6,7,Victa Bob (3),Jack Trengove,32.24,12.75,5.6,,30.0kg,$9.50,530,RW,30/12/2023,angle-park
7,8,Romantic Prince (2),Ashley Furner,32.34,14.0,5.63,,30.3kg,$2.15,530,RW,30/12/2023,angle-park
8,1,Sassy Mustang (3),John Higgins,22.7,0.0,8.44,Q11,25.6kg,$7.50,390,M,30/12/2023,ballarat
9,2,Majestic George (6),Cody Hose,22.93,3.33,9.04,M64,28.8kg,$3.50,390,M,30/12/2023,ballarat
10,3,Move Of Magnus (8),Josh Duncan,22.98,4.13,8.58,M22,29.9kg,$4.00,390,M,30/12/2023,ballarat
11,4,Pirate's Brew (7),Reginald Marriner,23.04,4.89,8.9,M43,30.6kg,$21.00,390,M,30/12/2023,ballarat
12,5,Phantom Blaze (1),Reginald Marriner,23.29,8.56,8.72,M35,29.1kg,$4.50,390,M,30/12/2023,ballarat
13,6,Singing Billy (2),John Bray,23.36,9.46,9.0,M57,33.7kg,$10.00,390,M,30/12/2023,ballarat
14,7,Capuano (5),Jordan Cooper,23.39,9.97,9.05,M76,29.9kg,$15.00,390,M,30/12/2023,ballarat
15,8,Midnight Press (4),John Bray,23.55,12.25,9.12,M88,37.2kg,$8.50,390,M,30/12/2023,ballarat
16,1,Tom's Bourbski (1),Donna Knight,22.48,0.0,8.46,Q11,32.1kg,$3.00,390,7,30/12/2023,ballarat
17,2,Lucky Luiz (6),Peter Grills,22.68,2.84,8.46,Q22,30.7kg,$12.00,390,7,30/12/2023,ballarat
18,3,Coalman Jack (8),Jordan Cooper,22.82,4.89,8.53,M43,31.1kg,$6.50,390,7,30/12/2023,ballarat
19,4,Pretty Panama (5),Allan Meyer,22.85,5.2,8.64,S75,27.9kg,$10.00,390,7,30/12/2023,ballarat
20,5,Elusive Barb (7),Alfred King,22.97,6.97,8.6,S34,31.4kg,$6.00,390,7,30/12/2023,ballarat
21,6,Inga Sally (4),Peter Inguanti,23.24,10.83,8.71,M56,27.4kg,$41.00,390,7,30/12/2023,ballarat
22,7,Top Prairie (3),Scott Melville,23.47,14.17,8.71,M67,33.5kg,$10.00,390,7,30/12/2023,ballarat
23,8,Kiyeng (2),Michael Bowerman,23.99,21.59,9.13,M88,26.4kg,$3.80,390,7,30/12/2023,ballarat
24,1,Blackpool Monaro (6),Natasha Fullerton,22.44,0.0,8.28,Q11,33.8kg,$7.50,390,6G,30/12/2023,ballarat
25,2,No Comment (7),Jordan Cooper,22.45,0.13,8.56,M42,26.8kg,$3.00,390,6G,30/12/2023,ballarat
26,3,Dante Bale (4),Matthew Marshall,22.69,3.56,8.81,M66,35.3kg,$12.00,390,6G,30/12/2023,ballarat
27,4,Maximum Lyn (2),Jordan Cooper,22.74,4.26,8.81,M77,28.3kg,$2.75,390,6G,30/12/2023,ballarat
