,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222.0,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111.0,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333.0,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444.0,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555.0,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000.0,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Magical Cyndie (8),Cynthia Elson,30.39,0.0,5.66,34.0,27.2kg,$4.80,520,MA5,20/01/2024,albion-park
7,2,Where's The Ford (4),Noel Evans,30.48,1.25,5.63,22.0,31.6kg,$7.50,520,MA5,20/01/2024,albion-park
8,3,Big Town Hero (5),Sandra Hunt,30.6,3.0,5.56,11.0,31.8kg,$4.80,520,MA5,20/01/2024,albion-park
9,4,Beau Boy (3),Brett Hazelgrove,30.62,3.25,5.74,65.0,31.6kg,$31.00,520,MA5,20/01/2024,albion-park
10,5,Darkseid (7),Shane Staples,30.65,3.75,5.72,53.0,34.1kg,$11.00,520,MA5,20/01/2024,albion-park
11,6,Hopeful Bella (1),Cynthia Elson,30.7,4.25,5.86,76.0,28.8kg,$4.60,520,MA5,20/01/2024,albion-park
12,7,Running Express (2),Cole Sherwood,30.71,4.5,5.69,47.0,31.1kg,$10.00,520,MA5,20/01/2024,albion-park
13,8,Duelling Banjos (6),Lyndall Brand,31.01,8.75,5.87,88.0,31.9kg,$4.40,520,MA5,20/01/2024,albion-park
14,1,Speed Zone (3),Travis Elson,30.23,0.0,5.53,11.0,30.5kg,$2.70,520,5,20/01/2024,albion-park
15,2,Distant Flash (8),Colin Graham,30.4,2.25,5.78,44.0,34.3kg,$1.80,520,5,20/01/2024,albion-park
16,3,Indiana Wind (1),Darryl Mcgrath,30.44,3.0,5.6,22.0,31.4kg,$7.50,520,5,20/01/2024,albion-park
17,4,Blue Oregon (4),Robert Adams,30.68,6.25,5.82,55.0,31.8kg,$41.00,520,5,20/01/2024,albion-park
18,5,Rusa Range (6),John Mccarthy,30.74,7.25,5.66,33.0,34.0kg,$17.00,520,5,20/01/2024,albion-park
19,1,Cluster (4),Selena Zammit,30.05,0.0,5.58,11.0,33.2kg,$4.00,520,4,20/01/2024,albion-park
20,2,Hopeful Nan (1),Cynthia Elson,30.35,4.25,5.64,42.0,26.2kg,$13.00,520,4,20/01/2024,albion-park
21,3,Pebble's Girl (6),Jamie Hosking,30.41,5.25,5.62,35.0,25.8kg,$17.00,520,4,20/01/2024,albion-park
22,4,Inevitable (2),Selena Zammit,30.46,5.75,5.7,64.0,31.3kg,$1.80,520,4,20/01/2024,albion-park
23,5,Samurai Mind (5),Jamie Hosking,30.58,7.5,5.75,76.0,28.1kg,$8.00,520,4,20/01/2024,albion-park
24,6,Springtime Rose (7),Sean Galloway,30.66,8.75,5.65,58.0,25.6kg,$14.00,520,4,20/01/2024,albion-park
