,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Cold Deck (3),Jeff Crawford,23.31,0.0,10.65,2.0,30.5kg,$3.60,395,MA5,31/05/2023,albion-park
1,2,Lochinvar Jazz (6),Jamie Hosking,23.33,0.25,10.63,1.0,31.4kg,$2.25,395,MA5,31/05/2023,albion-park
2,3,Yosemite Sam (7),Karen Davies,23.35,0.75,10.73,3.0,28.6kg,$4.60,395,MA5,31/05/2023,albion-park
3,4,Shaggy Rose (8),Ronald Hamilton,23.58,3.75,11.06,6.0,28.3kg,$81.00,395,MA5,31/05/2023,albion-park
4,5,Lady Swiss (2),Michael Edwards,23.76,6.25,11.03,5.0,25.2kg,$71.00,395,MA5,31/05/2023,albion-park
5,6,One Size Up (1),Dennis Moore,23.77,6.5,11.01,4.0,30.3kg,$5.00,395,MA5,31/05/2023,albion-park
6,1,Lizzy Milici (5),Thomas Dailly,25.68,0.0,6.72,Q/111,25.6kg,$12.00,450,M,31/05/2023,ballarat
7,2,Kadence Bale (2),Mark Delbridge,26.09,5.81,6.87,M/542,26.9kg,$4.80,450,M,31/05/2023,ballarat
8,3,Direct (4),Thomas Dailly,26.24,7.91,7.09,S/774,31.4kg,$16.00,450,M,31/05/2023,ballarat
9,4,Phoenix Larry (3),Thomas Dailly,26.42,10.6,6.83,Q/453,33.3kg,$6.00,450,M,31/05/2023,ballarat
10,5,Seasonal (7),Thomas Dailly,26.92,17.73,6.83,M/325,26.6kg,$4.00,450,M,31/05/2023,ballarat
11,6,Brandi Bourbski (1),Thomas Dailly,27.05,19.53,6.81,M/236,29.1kg,$4.80,450,M,31/05/2023,ballarat
12,7,Cabao Elderberry (6),Thomas Dailly,27.11,20.33,7.18,S/887,31.1kg,$9.00,450,M,31/05/2023,ballarat
13,8,Mum's Calling (8),Claire Allen,27.22,21.9,6.97,M/668,27.0kg,$13.00,450,M,31/05/2023,ballarat
14,1,Packham Silk (4),Anthony Azzopardi,22.06,0.0,8.33,Q/11,25.1kg,$2.00,390,MF,31/05/2023,ballarat
15,2,Zipping Beretta (5),Robert Camilleri,22.24,2.63,8.52,M/22,32.0kg,$4.75,390,MF,31/05/2023,ballarat
16,3,Maserati Avenue (6),Alice Peat,22.51,6.41,8.61,M/33,28.3kg,$21.00,390,MF,31/05/2023,ballarat
17,4,Sharp Thief (7),Andrea Chapple,22.55,7.06,8.84,M/55,29.5kg,$11.00,390,MF,31/05/2023,ballarat
18,5,Casino Don (1),John Barbara,22.75,9.9,8.88,M/76,33.4kg,$3.80,390,MF,31/05/2023,ballarat
19,6,Gotham Marquess (8),Melanie Lithgow,22.91,12.19,8.7,M/44,26.9kg,$41.00,390,MF,31/05/2023,ballarat
20,7,Redshift Papa (3),Michael Katsiris,23.23,16.76,8.84,M/68,34.0kg,$67.00,390,MF,31/05/2023,ballarat
21,8,Benny's Boy (2),Suzanne Mannion,23.54,21.17,8.88,M/87,28.7kg,$41.00,390,MF,31/05/2023,ballarat
22,1,Brandenburg (5),Briana Robertson -Leech,25.68,0.0,6.76,M/111,33.7kg,$10.00,450,X67,31/05/2023,ballarat
23,2,Shanlyn Wilde (7),Lisa Delbridge,25.78,1.5,6.89,M/444,31.7kg,$2.80,450,X67,31/05/2023,ballarat
24,3,Deadly (8),Thomas Dailly,25.8,1.79,6.96,Q/553,34.2kg,$3.50,450,X67,31/05/2023,ballarat
25,4,Georgie Bale (1),Mark Delbridge,26.11,6.09,6.76,M/232,26.7kg,$2.50,450,X67,31/05/2023,ballarat
26,5,Omega Landen (2),Rose Forbes,26.22,7.67,6.83,M/325,35.1kg,$26.00,450,X67,31/05/2023,ballarat
27,1,Striker (2),Daryl Holmes,37.95,0.0,12.67,M/1112,31.6kg,$5.50,660,S,31/05/2023,ballarat
28,2,Sher Zany (8),Thomas Dailly,38.17,3.2,12.81,M/2221,31.1kg,$3.30,660,S,31/05/2023,ballarat
29,3,Apache Shout (4),Brian Brown,38.46,7.36,13.06,M/4443,34.8kg,$3.25,660,S,31/05/2023,ballarat
30,4,Stella Girl (1),CLINT CAPUANO,38.49,7.76,13.27,M/5554,25.1kg,$2.70,660,S,31/05/2023,ballarat
31,5,Lala Quick (6),Chloe Dew,39.52,22.43,12.95,S/3335,37.1kg,$28.00,660,S,31/05/2023,ballarat
32,1,Rapidfire Girl (5),Brett Hare,25.43,0.0,6.57,Q/115,31.5kg,$3.20,450,5,31/05/2023,ballarat
33,2,Ferocious June (8),Lisa Delbridge,25.49,0.89,6.85,M/654,28.7kg,$12.00,450,5,31/05/2023,ballarat
34,3,Courteous Reiko (3),Daryl Brennan,25.52,1.36,6.75,M/346,29.9kg,$12.00,450,5,31/05/2023,ballarat
35,4,Mr. Blue Sky (2),Matthew Marshall,25.52,1.37,6.61,M/221,31.3kg,$4.80,450,5,31/05/2023,ballarat
36,5,Zipping Crusader (1),Mark Delbridge,25.6,2.41,6.94,M/888,34.1kg,$9.50,450,5,31/05/2023,ballarat
37,6,Dr. Falkor (7),Robert Tartaglia,25.6,2.53,6.75,M/432,38.4kg,$4.00,450,5,31/05/2023,ballarat
38,7,Daksha Bale (6),Mark Delbridge,25.77,4.86,6.82,M/563,27.8kg,$41.00,450,5,31/05/2023,ballarat
39,8,Hustle Hustle (4),Geoffrey Mitchell,25.88,6.44,6.89,M/777,34.4kg,$10.00,450,5,31/05/2023,ballarat
40,1,Phelan Seedy (8),Mark Giddings,25.89,0.0,6.75,Q/113,33.0kg,$16.00,450,5,31/05/2023,ballarat
41,2,No More Issues (6),Donna Knight,25.93,0.64,6.87,M/662,28.5kg,$10.00,450,5,31/05/2023,ballarat
42,3,Like A Lorry (4),G Cini,25.94,0.8,6.84,S/421,32.4kg,$5.50,450,5,31/05/2023,ballarat
43,4,Yarrell Bale (1),Thomas Dailly,26.13,3.4,6.88,M/786,30.6kg,$3.60,450,5,31/05/2023,ballarat
44,5,Elsa Jay (3),Donald Jarvis,26.16,3.9,6.77,Q/235,30.2kg,$31.00,450,5,31/05/2023,ballarat
45,6,Classy Bella (7),Thomas Dailly,26.31,6.06,6.84,M/544,31.8kg,$2.60,450,5,31/05/2023,ballarat
46,7,Texicali Tiger (2),Michael Davison,26.68,11.3,6.99,M/877,29.8kg,$51.00,450,5,31/05/2023,ballarat
47,8,Dawny Dream (5),Michael Katsiris,26.72,11.89,6.8,Q/358,29.4kg,$8.50,450,5,31/05/2023,ballarat
48,1,Kanji Giant (2),Thomas Dailly,25.57,0.0,6.61,Q/112,35.0kg,$29.00,450,X34,31/05/2023,ballarat
49,2,Fabs Udon (3),Thomas Dailly,25.57,0.04,6.77,M/221,34.6kg,$2.10,450,X34,31/05/2023,ballarat
50,3,Reiko Barty (7),Daryl Brennan,25.75,2.7,6.84,M/555,28.2kg,$20.00,450,X34,31/05/2023,ballarat
51,4,Zivon Bale (4),Thomas Dailly,25.87,4.3,6.84,M/643,32.1kg,$12.00,450,X34,31/05/2023,ballarat
52,5,Larkin Bale (8),Rebecca Gibbons,25.93,5.2,6.93,M/774,35.3kg,$30.00,450,X34,31/05/2023,ballarat
53,6,Terrific Keith (1),Travis Monaghan,25.93,5.26,6.8,M/366,31.9kg,$19.00,450,X34,31/05/2023,ballarat
54,7,Always A Thrill (6),David Geall,27.07,21.54,6.82,M/437,34.5kg,$2.10,450,X34,31/05/2023,ballarat
55,1,Sunnyside Zeus (3),Matthew Clark,31.11,0.0,6.62,Q/1111,30.4kg,$3.20,545,X45,31/05/2023,ballarat
56,2,Aston Wyatt (8),Benjamin Magri,31.21,1.54,6.62,Q/2222,32.8kg,$13.00,545,X45,31/05/2023,ballarat
57,3,Fabs Max Potato (4),Thomas Dailly,31.23,1.73,6.97,S/6653,32.7kg,$7.00,545,X45,31/05/2023,ballarat
58,4,Earthworm Jim (1),LISA HELLMUTH,31.33,3.21,6.76,M/3336,34.8kg,$1.70,545,X45,31/05/2023,ballarat
59,5,Neptune Town (2),Donna Knight,31.4,4.26,6.87,M/5564,29.4kg,$71.00,545,X45,31/05/2023,ballarat
60,6,Crafter Road (6),PETER KEANE,31.57,6.69,6.8,M/4447,30.9kg,$41.00,545,X45,31/05/2023,ballarat
61,7,Fabriola Yanis (5),Donna Knight,31.71,8.66,7.15,S/7775,32.8kg,$34.00,545,X45,31/05/2023,ballarat
62,1,Lektra Heckler (3),Jake Loverso,21.94,0.0,8.34,M/11,32.8kg,$3.10,390,FFA,31/05/2023,ballarat
63,2,Zella Bale (2),Daniel Gibbons,22.11,2.44,8.52,M/22,27.5kg,$5.50,390,FFA,31/05/2023,ballarat
64,3,Action Girl (7),Gary Peach,22.34,5.7,8.62,S/44,28.4kg,$1.85,390,FFA,31/05/2023,ballarat
65,4,Butterflies Lad (8),Keith Lloyd,22.4,6.59,8.57,M/33,33.4kg,$19.00,390,FFA,31/05/2023,ballarat
66,5,Especial Pip (5),Elise Knott,22.62,9.64,8.67,M/55,27.8kg,$71.00,390,FFA,31/05/2023,ballarat
67,6,Chappy's Thief (1),Loren Dickinson,22.63,9.77,8.73,M/66,25.7kg,$30.00,390,FFA,31/05/2023,ballarat
68,7,Zambora Topaz (4),Ross Boag,22.85,12.93,8.83,M/77,31.5kg,$67.00,390,FFA,31/05/2023,ballarat
69,1,Explosive Debt (5),Lisa Delbridge,22.18,0.0,8.48,M/11,35.7kg,$3.75,390,5,31/05/2023,ballarat
70,2,Mr. Beets (2),Gary Peach,22.37,2.7,8.53,M/22,34.3kg,$1.50,390,5,31/05/2023,ballarat
71,3,Overdrawn (4),Donna Knight,22.44,3.67,8.73,M/33,31.4kg,$24.00,390,5,31/05/2023,ballarat
72,4,Key To Success (3),PETER KEANE,23.24,15.14,8.86,S/84,27.6kg,$34.00,390,5,31/05/2023,ballarat
73,5,Buildin' Rolls (8),Bradley Fitton,23.26,15.47,8.81,S/77,30.8kg,$12.00,390,5,31/05/2023,ballarat
74,6,Superb (6),Mark Giddings,23.29,15.91,8.8,M/66,34.6kg,$101.00,390,5,31/05/2023,ballarat
75,7,Breakwall (7),Lisa Delbridge,23.42,17.7,8.8,M/58,33.6kg,$16.00,390,5,31/05/2023,ballarat
76,8,Especial Speed (1),Peter Knott,23.67,21.21,8.76,Q/45,31.0kg,$51.00,390,5,31/05/2023,ballarat
77,1,Hail Zeus (2),Thomas Samantzis,22.46,0.0,8.66,S/43,32.6kg,$4.00,390,5,31/05/2023,ballarat
78,2,Oreana Bale (5),Rebecca Gibbons,22.57,1.63,8.73,S/65,26.2kg,$4.90,390,5,31/05/2023,ballarat
79,3,Wild Harmony (3),Raymond Gatt,22.6,2.11,8.47,Q/11,29.1kg,$8.00,390,5,31/05/2023,ballarat
80,4,Pixie Princess (8),Keith Lloyd,22.61,2.17,8.52,M/22,26.0kg,$8.00,390,5,31/05/2023,ballarat
81,5,Ensemble (7),Rita Gatt,22.66,2.87,8.7,S/54,29.8kg,$8.00,390,5,31/05/2023,ballarat
82,6,Twelve Carat (1),Paul Radstock,22.68,3.25,8.66,Q/36,29.6kg,$16.00,390,5,31/05/2023,ballarat
83,7,Sailor's Girl (4),Mark Giddings,22.95,7.09,8.82,Q/78,26.1kg,$12.00,390,5,31/05/2023,ballarat
84,8,Judy's Redeemer (6),Keith Lloyd,23.08,8.91,8.86,M/87,27.9kg,$4.50,390,5,31/05/2023,ballarat
85,1,Iason Bale (5),Mark Delbridge,22.4,0.0,8.7,M/11,31.9kg,$2.90,390,5,31/05/2023,ballarat
86,2,Chasing Thunder (7),Richard Boehm,22.76,5.1,8.79,M/25,34.5kg,$61.00,390,5,31/05/2023,ballarat
87,3,Flying Speed (2),Kim Erenshaw,22.82,6.04,8.81,M/32,30.6kg,$3.90,390,5,31/05/2023,ballarat
88,4,Lala Santa (3),Donna Knight,22.85,6.34,8.88,M/63,30.2kg,$17.00,390,5,31/05/2023,ballarat
89,5,Pi Grange (1),Delaine Vigor,23.0,8.51,8.84,Q/56,32.2kg,$3.30,390,5,31/05/2023,ballarat
90,6,La La Missouri (6),Donna Knight,23.03,9.04,8.84,Q/44,33.6kg,$7.00,390,5,31/05/2023,ballarat
91,7,Spellman (4),Sandra Elmes,23.3,12.84,8.91,S/77,29.0kg,$41.00,390,5,31/05/2023,ballarat
92,8,Chasing Honey (8),Sandra Elmes,23.76,19.4,8.95,Q/88,28.0kg,$34.00,390,5,31/05/2023,ballarat
93,1,Master Eduardo (1),TREVOR WHITFORD,24.67,0.0,6.8,M/433,32.4kg,$3.60,425,M,31/05/2023,bendigo
94,2,Brodies Tiger (8),Amber Manning,24.71,0.59,6.63,Q/222,32.0kg,$3.50,425,M,31/05/2023,bendigo
95,3,Barney Banana (7),Malcolm Davis,24.83,2.2,6.79,M/344,32.1kg,$7.00,425,M,31/05/2023,bendigo
96,4,Blackpool Monaro (2),Natasha Fullerton,24.86,2.7,6.54,M/111,33.1kg,$3.40,425,M,31/05/2023,bendigo
97,5,Stack It On (3),GAVIN GLEDHILL,25.01,4.77,6.93,M/755,33.5kg,$8.50,425,M,31/05/2023,bendigo
98,6,Lord Stanley (6),Daniel Boots,25.03,5.06,6.89,M/666,33.1kg,$20.00,425,M,31/05/2023,bendigo
99,DNF,Bow Now (4),Brent Merton,,,6.86,M/577,32.7kg,,425,M,31/05/2023,bendigo
100,1,Beat The Falcon (2),Philip Dower,24.33,0.0,6.68,M/111,35.2kg,$4.00,425,M,31/05/2023,bendigo
101,2,Molly On Fire (7),Alisdair Armstrong,24.46,1.83,6.87,M/432,25.8kg,$1.33,425,M,31/05/2023,bendigo
102,3,Fuller Ability (3),Paula Boots,24.63,4.36,6.75,M/223,27.0kg,$23.00,425,M,31/05/2023,bendigo
103,4,Rainbow Rocket (8),Amber Manning,24.74,5.91,6.86,M/344,27.3kg,$28.00,425,M,31/05/2023,bendigo
104,5,She's Naughty (6),Malcolm Davis,24.89,8.0,7.08,M/555,25.3kg,$12.00,425,M,31/05/2023,bendigo
105,6,Black Star Indi (4),Taylor Edwards,25.0,9.63,7.09,M/666,24.7kg,$67.00,425,M,31/05/2023,bendigo
106,1,Miss Ivy May (8),Brian Lock,24.44,0.0,6.65,M/111,27.9kg,$4.50,425,M,31/05/2023,bendigo
107,2,Big Kell (3),Alan Inglis,24.59,2.09,6.72,M/222,29.6kg,$4.00,425,M,31/05/2023,bendigo
108,3,Ramelius (1),Dale Bunn,24.73,4.14,6.85,S/643,30.9kg,$3.80,425,M,31/05/2023,bendigo
109,4,Pyrenees Chateau (7),Hazelie Robinson,24.74,4.17,6.78,M/565,30.3kg,$9.00,425,M,31/05/2023,bendigo
