,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Sit And Wait (4),Gregory Deering,22.93,0.0,10.64,1.0,32.3kg,$1.60,395,5H,20/09/2023,albion-park
1,2,Miracles Mate (8),Karen Kleinhans,23.2,3.75,10.94,4.0,31.5kg,$11.00,395,5H,20/09/2023,albion-park
2,3,No Money Honey (2),Paul Cauchi,23.31,5.25,10.94,5.0,27.5kg,$13.00,395,5H,20/09/2023,albion-park
3,4,Black Horizon (6),John Hutchinson,23.43,7.0,11.05,6.0,28.9kg,$17.00,395,5H,20/09/2023,albion-park
4,5,Indian Heat (7),Nicole Connell,23.57,9.25,11.19,8.0,31.5kg,$34.00,395,5H,20/09/2023,albion-park
5,6,Champagne Ivy (5),Lawrence Topping,23.66,10.25,11.16,7.0,25.8kg,$10.00,395,5H,20/09/2023,albion-park
6,7,Lee's Bonus (3),Cynthia Suttle,23.69,10.75,10.81,3.0,27.1kg,$14.00,395,5H,20/09/2023,albion-park
7,8,Above The Cloud (1),Gavin Lowe,23.7,11.0,10.79,2.0,30.7kg,$5.50,395,5H,20/09/2023,albion-park
8,1,Mitcham Rick (1),John Mcinerney,22.74,0.0,5.33,111.0,29.9kg,$1.90,390,C0,20/09/2023,ascot-park
9,2,Trixie Jewel (2),Anthony C Roberts,23.04,4.8,,222.0,25.4kg,$4.75,390,C0,20/09/2023,ascot-park
10,3,Homebush Ben (6),John Mcinerney,23.09,5.6,,653.0,34.0kg,$6.00,390,C0,20/09/2023,ascot-park
11,4,Mollyana Jewel (4),Anthony C Roberts,23.17,6.9,,344.0,26.2kg,$15.00,390,C0,20/09/2023,ascot-park
12,5,Impressive Nora (5),John Mcinerney,23.35,9.7,,435.0,26.3kg,$12.00,390,C0,20/09/2023,ascot-park
13,6,Homebush Richie (7),John Mcinerney,23.43,11.0,,766.0,30.8kg,$10.00,390,C0,20/09/2023,ascot-park
14,7,Rebel Dynamite (3),Daniel A Roberts,23.91,18.5,,577.0,22.4kg,$18.00,390,C0,20/09/2023,ascot-park
15,1,Homebush Dove (3),John Mcinerney,22.59,0.0,5.38,111.0,26.7kg,$2.50,390,C1,20/09/2023,ascot-park
16,2,Mayfield Manu (1),Richard P Breen,22.64,0.8,,222.0,31.6kg,$2.40,390,C1,20/09/2023,ascot-park
17,3,Alpha Gabby (2),John Mcinerney,22.83,3.8,,333.0,28.2kg,$26.00,390,C1,20/09/2023,ascot-park
18,4,Stella Del Sud (8),John R Guthrie,22.96,5.8,,444.0,27.6kg,$7.50,390,C1,20/09/2023,ascot-park
19,5,Homebush Willow (4),John Mcinerney,22.99,6.3,,555.0,24.9kg,$10.00,390,C1,20/09/2023,ascot-park
20,6,Homebush Noah (6),John Mcinerney,23.08,7.8,,876.0,37.7kg,$26.00,390,C1,20/09/2023,ascot-park
21,7,Impressive Amy (5),John Mcinerney,23.11,8.3,,767.0,30.0kg,$28.00,390,C1,20/09/2023,ascot-park
22,8,Jilly Bean (7),Madison P Hamilton-Dyett,23.24,10.3,,688.0,26.2kg,$24.00,390,C1,20/09/2023,ascot-park
23,1,Mohawk Mo (2),Al Hart & Dj Voyce,26.39,0.0,8.69,111.0,32.5kg,$3.30,457,C0,20/09/2023,ascot-park
24,2,Homebush Cookie (3),John Mcinerney,26.62,3.5,,222.0,26.9kg,$30.00,457,C0,20/09/2023,ascot-park
25,3,Baker Dan (6),Daniel A Roberts,26.67,4.3,,333.0,29.3kg,$3.40,457,C0,20/09/2023,ascot-park
26,4,Epic Whetu (7),Jason E Dunn,26.85,6.8,,544.0,29.7kg,$4.75,457,C0,20/09/2023,ascot-park
27,5,Claws In Bree (1),Matthew G Roberts,26.92,7.8,,465.0,26.5kg,$10.00,457,C0,20/09/2023,ascot-park
28,6,Epic Pepper (),Jason E Dunn,26.99,8.8,,656.0,27.0kg,$6.00,457,C0,20/09/2023,ascot-park
29,7,Esmeralda Jewel (8),Anthony C Roberts,27.11,10.6,,777.0,26.9kg,$34.00,457,C0,20/09/2023,ascot-park
30,8,Began (4),Jack Johnson,27.27,12.9,,888.0,26.5kg,$19.00,457,C0,20/09/2023,ascot-park
31,1,Karen Jewel (3),Anthony C Roberts,22.73,0.0,5.41,111.0,24.4kg,$3.40,390,C1,20/09/2023,ascot-park
32,2,Light Me Up (4),Madison P Hamilton-Dyett,22.89,2.5,,222.0,29.1kg,$6.00,390,C1,20/09/2023,ascot-park
33,3,Mayfield Carbon (2),Richard P Breen,22.97,3.8,,433.0,31.0kg,$10.00,390,C1,20/09/2023,ascot-park
34,4,Homebush Chuck (5),John Mcinerney,23.03,4.8,,344.0,36.1kg,$4.10,390,C1,20/09/2023,ascot-park
35,5,Homebush Benji (6),John Mcinerney,23.21,7.6,,565.0,35.6kg,$16.00,390,C1,20/09/2023,ascot-park
36,6,Amuri Early (7),John Mcinerney,23.35,9.9,,656.0,35.0kg,$10.00,390,C1,20/09/2023,ascot-park
37,7,Homebush Jethro (8),John Mcinerney,23.51,12.4,,777.0,37.8kg,$3.90,390,C1,20/09/2023,ascot-park
38,1,Homebush Parker (3),John Mcinerney,22.9,0.0,5.41,111.0,37.1kg,$4.90,390,C1,20/09/2023,ascot-park
39,2,Homebush Zip (6),John Mcinerney,23.14,3.8,,632.0,28.2kg,$23.00,390,C1,20/09/2023,ascot-park
40,3,Homebush Esther (4),John Mcinerney,23.23,5.3,,443.0,29.6kg,$26.00,390,C1,20/09/2023,ascot-park
41,4,Brendon Baxter (5),John Mcinerney,23.25,5.6,,554.0,32.0kg,$6.50,390,C1,20/09/2023,ascot-park
42,5,Wrinkly Wayne (1),John Mcinerney,23.4,7.9,,765.0,33.1kg,$19.00,390,C1,20/09/2023,ascot-park
43,6,Idol Tayla (8),Matthew G Roberts,23.4,8.0,,876.0,29.0kg,$2.80,390,C1,20/09/2023,ascot-park
44,7,Snippet Jewel (7),Madison P Hamilton-Dyett,23.45,8.8,,287.0,25.6kg,$3.70,390,C1,20/09/2023,ascot-park
45,8,Mayfield Sook (2),Richard P Breen,23.55,10.3,,328.0,31.2kg,$15.00,390,C1,20/09/2023,ascot-park
46,1,Opawa Bobbie (5),Jason E Dunn,26.47,0.0,,311.0,27.7kg,$2.10,457,C1,20/09/2023,ascot-park
47,2,Daphne Trick (8),Al Hart & Dj Voyce,26.55,1.3,,222.0,27.0kg,$3.40,457,C1,20/09/2023,ascot-park
48,3,Mitcham Violet (6),John Mcinerney,26.6,2.1,,433.0,27.1kg,$16.00,457,C1,20/09/2023,ascot-park
49,4,Homebush Sam (4),John Mcinerney,26.65,2.9,8.91,144.0,30.5kg,$16.00,457,C1,20/09/2023,ascot-park
50,5,Oana Bale (1),Anthony C Roberts,26.66,3.0,,565.0,29.7kg,$4.90,457,C1,20/09/2023,ascot-park
51,6,Silvano Jewel (7),Anthony C Roberts,26.85,6.0,,656.0,31.1kg,$24.00,457,C1,20/09/2023,ascot-park
52,7,Replica Ruler (3),Barry R Healey,26.91,7.0,,877.0,30.9kg,$23.00,457,C1,20/09/2023,ascot-park
53,8,Old Pal (2),Daniel A Roberts,27.01,8.5,,788.0,31.1kg,$29.00,457,C1,20/09/2023,ascot-park
54,1,Mini Jem (2),Al Hart & Dj Voyce,22.86,0.0,5.48,111.0,26.4kg,$1.40,390,C1,20/09/2023,ascot-park
55,2,Canton (4),Barry R Healey,22.94,1.3,,222.0,33.3kg,$10.00,390,C1,20/09/2023,ascot-park
56,3,Homebush Chilli (3),John Mcinerney,23.16,4.8,,333.0,29.0kg,$21.00,390,C1,20/09/2023,ascot-park
57,4,Homebush Pickle (5),John Mcinerney,23.28,6.6,,444.0,35.1kg,$23.00,390,C1,20/09/2023,ascot-park
58,5,Mr. Muggins (1),John Mcinerney,23.37,8.1,,655.0,34.2kg,$18.00,390,C1,20/09/2023,ascot-park
59,6,Homebush Carson (8),John Mcinerney,23.4,8.6,,876.0,38.4kg,$34.00,390,C1,20/09/2023,ascot-park
60,7,Nick Baxter (7),John Mcinerney,23.42,8.9,,787.0,28.4kg,$6.00,390,C1,20/09/2023,ascot-park
61,8,Eat So Much (6),Jack Johnson,23.45,9.4,,568.0,31.2kg,$15.00,390,C1,20/09/2023,ascot-park
62,1,Impressive Elf (4),John Mcinerney,22.6,0.0,5.36,111.0,28.4kg,$3.10,390,C1,20/09/2023,ascot-park
63,2,Opawa Barb (5),John Mcinerney,22.76,2.5,,322.0,24.7kg,$2.20,390,C1,20/09/2023,ascot-park
64,3,Homebush Cardi (2),John Mcinerney,22.82,3.5,,233.0,24.9kg,$4.90,390,C1,20/09/2023,ascot-park
65,4,More Proof (1),Barry R Healey,22.95,5.5,,454.0,29.8kg,$8.50,390,C1,20/09/2023,ascot-park
66,5,Mayfield Pi (8),Richard P Breen,22.98,6.0,,545.0,28.9kg,$18.00,390,C1,20/09/2023,ascot-park
67,6,Homebush Cheeky (3),John Mcinerney,23.17,9.0,,766.0,29.9kg,$67.00,390,C1,20/09/2023,ascot-park
68,7,Cosmic Teddy (7),John Mcinerney,23.17,9.1,,677.0,31.0kg,$29.00,390,C1,20/09/2023,ascot-park
69,8,Homebush Axel (6),John Mcinerney,23.43,13.1,,888.0,35.2kg,$51.00,390,C1,20/09/2023,ascot-park
70,1,Mitcham Felix (8),John Mcinerney,26.31,0.0,,311.0,35.4kg,$3.70,457,C1,20/09/2023,ascot-park
71,2,Opawa Sean (2),Jason E Dunn,26.47,2.5,8.87,122.0,27.0kg,$2.05,457,C1,20/09/2023,ascot-park
72,3,Epic Charm (3),Daniel A Roberts,26.56,4.0,,233.0,26.5kg,$9.50,457,C1,20/09/2023,ascot-park
73,4,Opawa Maddie (7),Jason E Dunn,26.64,5.3,,444.0,29.4kg,$5.50,457,C1,20/09/2023,ascot-park
74,5,Goldstar Noodle (1),David R Kingston,27.05,11.8,,655.0,32.1kg,$29.00,457,C1,20/09/2023,ascot-park
75,6,Homebush Ardie (4),John Mcinerney,27.18,13.8,,566.0,33.0kg,$11.00,457,C1,20/09/2023,ascot-park
76,7,Terry's Terror (6),Brett I Conner,27.34,16.3,,777.0,36.1kg,$28.00,457,C1,20/09/2023,ascot-park
77,1,Amuri Luck (7),John Mcinerney,22.95,0.0,,311.0,35.7kg,$4.10,390,C2,20/09/2023,ascot-park
78,2,Mayfield Ted (2),Richard P Breen,23.08,2.0,,622.0,31.8kg,$3.40,390,C2,20/09/2023,ascot-park
79,3,Homebush Bull (3),John Mcinerney,23.22,4.3,5.51,143.0,36.2kg,$4.75,390,C2,20/09/2023,ascot-park
80,4,Homebush Villa (6),John Mcinerney,23.35,6.3,,834.0,28.3kg,$34.00,390,C2,20/09/2023,ascot-park
81,5,Homebush Roman (5),John Mcinerney,23.36,6.5,,265.0,33.5kg,$19.00,390,C2,20/09/2023,ascot-park
82,6,Homebush Leah (1),John Mcinerney,23.4,7.2,,756.0,31.0kg,$12.00,390,C2,20/09/2023,ascot-park
