,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222.0,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111.0,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333.0,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444.0,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555.0,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000.0,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Comical Len (1),Andrew Pearce,19.59,0.0,7.25,1.0,28.8kg,$2.15,331,PM,31/12/2023,albion-park
7,2,Red Yogi (2),Anne Clelland,19.82,3.25,7.38,2.0,31.0kg,$5.50,331,PM,31/12/2023,albion-park
8,3,Brush Fire (7),Joshua King,20.04,6.25,7.44,3.0,30.7kg,$5.50,331,PM,31/12/2023,albion-park
9,4,Ryan's Rocket (5),Kevin Kemp,20.16,8.25,7.45,4.0,27.2kg,$4.60,331,PM,31/12/2023,albion-park
10,5,Azir (6),Anne Clelland,20.73,16.25,7.51,5.0,33.5kg,$8.00,331,PM,31/12/2023,albion-park
11,1,Go Seek Murphy (1),Martina Kirillidis,19.67,0.0,7.41,5.0,32.4kg,$3.60,331,M,31/12/2023,albion-park
12,2,Touch Of Blue (5),Reginald Hazelgrove,19.79,1.75,7.13,1.0,23.2kg,$11.00,331,M,31/12/2023,albion-park
13,3,Rezoned (6),Reginald Hazelgrove,19.79,1.75,7.14,2.0,30.0kg,$3.40,331,M,31/12/2023,albion-park
14,4,Geneva Bale (4),Stephen Neary,19.9,3.25,7.3,3.0,27.1kg,$12.00,331,M,31/12/2023,albion-park
15,5,Daysea's Pete (2),Robert Dacey,19.9,3.25,7.3,4.0,29.5kg,$10.00,331,M,31/12/2023,albion-park
16,6,Maxwell Rhodes (7),Jemma Daley,20.06,5.5,7.45,6.0,32.3kg,$2.90,331,M,31/12/2023,albion-park
17,7,Sirius Frank (8),Darren Johnstone,20.2,7.5,7.55,7.0,32.4kg,$51.00,331,M,31/12/2023,albion-park
18,8,Purveyors (3),Kurt Brown,20.74,15.25,7.95,8.0,25.2kg,$51.00,331,M,31/12/2023,albion-park
19,1,Hara's Olivia (8),Jemma Daley,19.23,0.0,7.15,1.0,28.3kg,$2.70,331,M,31/12/2023,albion-park
20,2,Circle The Space (3),Martina Kirillidis,19.57,4.75,7.45,6.0,34.5kg,$2.90,331,M,31/12/2023,albion-park
21,3,Misty Moon (1),Reginald Hazelgrove,19.63,5.75,7.2,2.0,25.5kg,$4.40,331,M,31/12/2023,albion-park
22,4,Ordinary Girl (6),Robert Adams,19.75,7.5,7.37,3.0,29.3kg,$23.00,331,M,31/12/2023,albion-park
23,5,Royal Shanae (7),Cynthia Elson,19.88,9.25,7.53,8.0,25.0kg,$23.00,331,M,31/12/2023,albion-park
24,6,Sirius Emily (4),Darren Johnstone,19.88,9.25,7.47,7.0,27.4kg,$9.00,331,M,31/12/2023,albion-park
