,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Stella Rose (4),Jane Hooke,24.04,0.0,6.54,Q111,28.9kg,$3.40,425,M,12/01/2024,bendigo
7,2,Blue Rise (1),Jessica Lyons,24.17,1.94,6.61,Q222,32.2kg,$2.90,425,M,12/01/2024,bendigo
8,3,Darra Topaz (8),Allan George,24.21,2.5,6.75,M333,27.8kg,$5.20,425,M,12/01/2024,bendigo
9,4,Bakali Lass (5),Kate Jackson,24.94,12.87,6.77,M564,27.0kg,$60.50,425,M,12/01/2024,bendigo
10,5,Causing Rubble (6),Jason Sharp,25.05,14.5,6.83,S645,28.9kg,$7.90,425,M,12/01/2024,bendigo
11,6,Running Blind (3),Nathan McKay,25.17,16.17,6.95,S888,32.2kg,$10.10,425,M,12/01/2024,bendigo
12,7,Nana's Rebel (7),Judith Condo,25.19,16.44,6.88,S776,29.5kg,$56.00,425,M,12/01/2024,bendigo
13,8,Ritza Dale (2),Mark Faulkner,25.2,16.59,6.76,Q457,24.6kg,$10.70,425,M,12/01/2024,bendigo
14,1,Mock Fish (2),George Borg,23.69,0.0,6.53,M111,33.5kg,$2.00,425,M,12/01/2024,bendigo
15,2,High Cotton (8),Alisdair Armstrong,23.94,3.54,6.67,M222,31.6kg,$2.30,425,M,12/01/2024,bendigo
16,3,Little Tic (1),Judith Condo,24.45,10.89,6.81,S333,27.0kg,$32.90,425,M,12/01/2024,bendigo
17,4,Parnassus (4),Briana Robertson -Leech,24.54,12.23,6.9,M544,32.4kg,$27.70,425,M,12/01/2024,bendigo
18,5,Dollar Short (6),Paul Radstock,24.72,14.73,7.07,M766,32.3kg,$11.40,425,M,12/01/2024,bendigo
