,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Faster Than Hoot (2),Kerry Bussian,22.94,0.0,10.64,2.0,31.9kg,$2.90,395,MA5,01/11/2023,albion-park
1,2,Flat Tyre (1),Andrew Pearce,23.35,5.75,10.61,1.0,28.5kg,$30.00,395,MA5,01/11/2023,albion-park
2,3,Feel The Beat (8),Sandra Hunt,23.4,6.5,10.74,3.0,34.9kg,$2.10,395,MA5,01/11/2023,albion-park
3,4,Lucky Lance (5),Robert Ayres,23.67,10.25,11.22,7.0,35.1kg,$6.50,395,MA5,01/11/2023,albion-park
4,5,Rochill Amy (4),Michael Brauer,23.96,14.5,11.23,8.0,27.8kg,$8.00,395,MA5,01/11/2023,albion-park
5,6,Polly's Jester (7),Marie-Madeleine Westwood,24.06,16.0,11.07,5.0,29.8kg,$51.00,395,MA5,01/11/2023,albion-park
6,7,Fine And Fabio (6),Bradley Woods,24.11,16.75,11.02,4.0,25.5kg,$51.00,395,MA5,01/11/2023,albion-park
7,8,Greta Flash (3),Rodney Power,24.23,18.25,11.09,6.0,29.0kg,$17.00,395,MA5,01/11/2023,albion-park
8,1,Aeroplane Penny (3),Terrence Erenshaw,16.23,0.0,5.54,11.0,22.5kg,$1.60,275,M,01/11/2023,cannington
9,2,Ruby Sparkles (1),Peter Brown,16.45,3.0,5.67,22.0,27.3kg,$9.50,275,M,01/11/2023,cannington
10,3,Kid Ego (2),Kylie Mclennan,16.55,4.5,5.76,43.0,31.8kg,$26.00,275,M,01/11/2023,cannington
11,4,Wizard's Drama (7),Colin Bainbridge,16.96,10.25,5.78,57.0,25.9kg,$90.00,275,M,01/11/2023,cannington
12,5,Shiny True Color (8),Kylie Mclennan,16.97,10.5,5.87,75.0,25.7kg,$81.00,275,M,01/11/2023,cannington
13,6,Drakesbrook Lass (5),Colleen Pierson,17.02,11.25,5.82,66.0,27.3kg,$5.50,275,M,01/11/2023,cannington
14,7,Spot Check (4),Barry Mcpherson,17.02,11.25,6.0,88.0,28.6kg,$61.00,275,M,01/11/2023,cannington
15,8,Skinny Dove (6),Gregory King,17.13,12.75,5.68,34.0,23.5kg,$4.80,275,M,01/11/2023,cannington
16,1,Sunset Comanche (6),David Hobby,29.69,0.0,5.44,1111.0,36.7kg,$2.20,520,M,01/11/2023,cannington
17,2,All About Rock (1),David Hobby,30.06,5.25,5.68,6332.0,28.8kg,$4.00,520,M,01/11/2023,cannington
18,3,Common Speed (5),Cosimo Dagostino,30.24,7.75,5.53,2223.0,27.2kg,$26.00,520,M,01/11/2023,cannington
