,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222.0,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111.0,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333.0,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444.0,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555.0,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000.0,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Scrubs King (5),Travis Elson,23.01,0.0,10.51,1.0,32.9kg,$1.90,395,M,03/01/2024,albion-park
7,2,Sirius Emily (8),Darren Johnstone,23.05,0.75,10.67,2.0,27.2kg,$10.00,395,M,03/01/2024,albion-park
8,3,Ordinary Girl (2),Robert Adams,23.93,13.25,10.94,3.0,29.6kg,$26.00,395,M,03/01/2024,albion-park
9,4,Howdy Hope (1),Cynthia Elson,23.99,14.0,11.22,5.0,26.5kg,$2.60,395,M,03/01/2024,albion-park
10,5,Cyndie's Swift (4),Cynthia Elson,24.11,15.75,11.19,4.0,24.7kg,$7.00,395,M,03/01/2024,albion-park
11,6,Stitched Up Sara (7),Darren Johnstone,24.18,16.75,11.44,6.0,26.4kg,$51.00,395,M,03/01/2024,albion-park
12,7,Red Yogi (6),Anne Clelland,24.25,17.75,11.47,7.0,31.0kg,$51.00,395,M,03/01/2024,albion-park
13,1,It's A Gem (2),Jamie Hosking,23.08,0.0,10.62,1.0,27.7kg,$9.50,395,M,03/01/2024,albion-park
14,2,Sir Edmund (5),Colin Wills,23.55,6.5,10.75,2.0,29.3kg,$26.00,395,M,03/01/2024,albion-park
15,3,Sirius Frank (1),Darren Johnstone,23.62,7.75,10.91,3.0,32.4kg,$9.50,395,M,03/01/2024,albion-park
16,4,Aussie Hope (6),Gregory Brennan,23.67,8.25,11.02,5.0,26.9kg,$2.20,395,M,03/01/2024,albion-park
17,5,Hit And Run (8),Kurt Brown,23.68,8.5,11.0,4.0,30.0kg,$31.00,395,M,03/01/2024,albion-park
18,6,Howdy Cyndie (4),Cynthia Elson,23.77,9.75,11.25,7.0,27.3kg,$2.25,395,M,03/01/2024,albion-park
19,7,Maimie And Bill (3),B Allan,24.15,15.25,11.22,6.0,30.0kg,$23.00,395,M,03/01/2024,albion-park
20,1,Giddy Up Evie (7),Stephen Sherwell,23.2,0.0,10.73,3.0,28.0kg,$9.00,395,M,03/01/2024,albion-park
21,2,Rita's Speed (8),Travis Elson,23.25,0.75,10.68,2.0,23.7kg,$4.40,395,M,03/01/2024,albion-park
22,3,Howdy Lana (3),Cynthia Elson,23.34,2.0,10.6,1.0,25.8kg,$3.50,395,M,03/01/2024,albion-park
23,4,Swift Mike (6),Cynthia Elson,23.4,2.75,10.84,4.0,29.3kg,$3.60,395,M,03/01/2024,albion-park
24,5,Hunk Of Spunk (4),Gregory Paull,23.91,10.0,11.26,8.0,34.0kg,$18.00,395,M,03/01/2024,albion-park
