,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Amanda Obdam (2),J & D Fahey,22.83,0.0,,211.0,25.7kg,$5.00,390,C1,10/10/2023,ascot-park
1,2,Homebush Diva (1),John Mcinerney,22.91,1.3,5.34,122.0,26.3kg,$2.20,390,C1,10/10/2023,ascot-park
2,3,Goldstar Alanna (5),Riley L Evans,22.99,2.6,,433.0,29.8kg,$5.50,390,C1,10/10/2023,ascot-park
3,4,Homebush Noah (7),John Mcinerney,23.23,6.4,,754.0,37.2kg,$31.00,390,C1,10/10/2023,ascot-park
4,5,Goldstar Wade (8),Riley L Evans,23.25,6.7,,545.0,33.0kg,$11.00,390,C1,10/10/2023,ascot-park
5,6,Homebush Theo (6),John Mcinerney,23.41,9.2,,676.0,36.6kg,$5.50,390,C1,10/10/2023,ascot-park
6,7,More Proof (3),Barry R Healey,23.43,9.5,,367.0,29.7kg,$15.00,390,C1,10/10/2023,ascot-park
7,1,Luna's The One (7),Steven Sing,19.3,0.0,3.36,111.0,28.7kg,$6.50,340,M,10/10/2023,bulli
8,2,Dancing Dennis (3),Steven Sing,19.41,1.5,3.41,432.0,34.2kg,$6.50,340,M,10/10/2023,bulli
9,3,Leichhardt Roar (4),John Grech,19.51,3.0,3.41,343.0,32.5kg,$6.50,340,M,10/10/2023,bulli
10,4,Forgetful Cook (2),Rodney Metselaar,19.6,4.25,3.39,224.0,30.1kg,$2.60,340,M,10/10/2023,bulli
11,5,Fantasia Asia (1),Mackayla Clarke,20.03,10.25,3.54,755.0,31.9kg,$4.60,340,M,10/10/2023,bulli
12,6,George Intention (8),Robert Blakely,20.43,16.25,3.53,576.0,33.3kg,$13.00,340,M,10/10/2023,bulli
13,7,Go Go Ethics (5),Samantha-Jade Rathbone,20.47,16.75,3.55,887.0,29.3kg,$34.00,340,M,10/10/2023,bulli
14,8,Tony Intention (6),Robert Blakely,20.68,19.75,3.53,668.0,34.8kg,$15.00,340,M,10/10/2023,bulli
15,1,Baba Yaga Wave (2),Victor Sultana,22.83,0.0,6.65,4311.0,30.2kg,$3.40,400,M,10/10/2023,bulli
16,2,Balmerino (7),Brian Tame,22.88,0.75,6.69,5522.0,33.3kg,$7.50,400,M,10/10/2023,bulli
17,3,Cawbourne Smithy (1),Bailey Dickinson,22.97,2.0,6.8,7743.0,30.5kg,$2.75,400,M,10/10/2023,bulli
18,4,Moose Banner (4),Barry Gibbons,23.05,3.0,6.91,8884.0,34.4kg,$4.50,400,M,10/10/2023,bulli
19,5,Innovation (6),Peter Ray,23.07,3.5,6.65,2275.0,35.8kg,$10.00,400,M,10/10/2023,bulli
20,6,Joe Cargo (8),Rodney Metselaar,23.27,6.25,6.73,6666.0,36.1kg,$9.00,400,M,10/10/2023,bulli
21,7,Bugatti Rocks (5),Raymond Thomas,23.39,8.0,6.66,1457.0,29.0kg,$71.00,400,M,10/10/2023,bulli
22,8,Mighty Dukey (3),Lewis Galea,23.42,8.25,6.63,3138.0,31.9kg,$61.00,400,M,10/10/2023,bulli
23,1,Cruise Or Lose (1),Anthony Messina,22.78,0.0,6.49,1111.0,27.0kg,$4.20,400,M23,10/10/2023,bulli
24,2,Calamity Ethics (5),David Smith,22.83,0.75,6.57,2222.0,26.3kg,$3.30,400,M23,10/10/2023,bulli
25,3,Invictus Ethan (7),Christopher Green,22.93,2.0,6.68,4443.0,33.9kg,$51.00,400,M23,10/10/2023,bulli
26,4,Tara Swift (8),Shane Pulbrook,22.95,2.25,6.61,3334.0,29.4kg,$26.00,400,M23,10/10/2023,bulli
27,5,Four Five (2),Alan Proctor,22.95,2.25,6.84,6655.0,37.3kg,$4.10,400,M23,10/10/2023,bulli
28,6,Try Catch Jett (4),James Pateman,23.21,6.0,6.77,5566.0,35.4kg,$2.75,400,M23,10/10/2023,bulli
29,1,Canya Adrenaline (2),Jason Magri,22.36,0.0,6.51,2111.0,32.2kg,$1.45,400,5,10/10/2023,bulli
30,2,Aussie Jake (4),Steven Crompton,22.86,7.0,6.79,6652.0,30.9kg,$51.00,400,5,10/10/2023,bulli
31,3,Tap Out Ricci (8),Rodney Metselaar,22.92,8.0,6.68,5333.0,31.9kg,$13.00,400,5,10/10/2023,bulli
32,4,Midnight Star (7),Mackayla Clarke,22.95,8.25,6.68,3444.0,29.0kg,$20.00,400,5,10/10/2023,bulli
33,5,Princess Albert (6),Lewis Galea,22.97,8.75,6.63,1225.0,27.3kg,$61.00,400,5,10/10/2023,bulli
34,6,She's A Star (5),Wayne Meilak,23.34,14.0,6.71,4566.0,27.7kg,$3.60,400,5,10/10/2023,bulli
35,7,Adele Cargo (3),Rodney Metselaar,23.53,16.75,6.88,7777.0,29.3kg,$14.00,400,5,10/10/2023,bulli
36,1,Hardaway Chicago (1),Ronald Marsden,19.08,0.0,3.37,221.0,37.2kg,$1.70,340,5H,10/10/2023,bulli
37,2,Mr. Carrera (2),Michelle Sultana,19.26,2.5,3.39,332.0,32.7kg,$2.40,340,5H,10/10/2023,bulli
38,3,Kambosos Junior (6),Patrick Mulrine,19.38,4.25,3.35,113.0,33.8kg,$7.50,340,5H,10/10/2023,bulli
39,4,Reckless Aussie (7),Penny Hutchinson,19.53,6.25,3.46,554.0,28.9kg,$61.00,340,5H,10/10/2023,bulli
40,5,Mighty Seven (4),Lewis Galea,19.55,6.5,3.49,645.0,32.1kg,$41.00,340,5H,10/10/2023,bulli
41,6,Rock On Hunter (3),Andrew Drapiewski,19.77,9.75,3.42,466.0,33.1kg,$90.00,340,5H,10/10/2023,bulli
42,7,Aussie Ollie (5),Joel Baxter,19.87,11.25,3.57,777.0,32.3kg,$51.00,340,5H,10/10/2023,bulli
43,1,Good Odds Cobber (7),Frank Hurst,19.03,0.0,3.31,111.0,31.7kg,$2.10,340,5H,10/10/2023,bulli
44,2,Crafty Chap (1),John Chapman,19.29,3.75,3.36,222.0,32.0kg,$2.60,340,5H,10/10/2023,bulli
45,3,Fantasia Queen (2),Mackayla Clarke,19.49,6.5,3.43,333.0,27.4kg,$9.00,340,5H,10/10/2023,bulli
46,4,Federal Prince (4),Shawn Wilkinson,19.65,8.75,3.45,444.0,30.5kg,$16.00,340,5H,10/10/2023,bulli
47,5,Sublime Cody (8),Robert Hancock,19.69,9.25,3.5,555.0,31.6kg,$11.00,340,5H,10/10/2023,bulli
48,6,Tilly Banner (5),Lee Rodgers,19.88,12.25,3.56,666.0,27.1kg,$11.00,340,5H,10/10/2023,bulli
49,7,Despicable Jason (3),Sarah Easey,20.23,17.25,3.6,777.0,31.8kg,$90.00,340,5H,10/10/2023,bulli
50,8,Mighty Ruler (6),Lewis Galea,20.47,20.5,3.6,888.0,34.5kg,$71.00,340,5H,10/10/2023,bulli
51,1,Sagan Bale (3),Mark Newham,19.43,0.0,3.35,111.0,34.4kg,$17.00,340,5H,10/10/2023,bulli
52,2,Flying For Aaron (5),John Chapman,19.48,0.75,3.52,872.0,33.1kg,$29.00,340,5H,10/10/2023,bulli
53,3,Cheeky Cheeky (2),Anthony Messina,19.6,2.25,3.41,423.0,26.5kg,$2.40,340,5H,10/10/2023,bulli
54,4,Magical Ethics (8),David Smith,19.63,2.75,3.4,344.0,25.8kg,$2.75,340,5H,10/10/2023,bulli
55,5,Arthur Or Martha (6),Christine Proctor,19.69,3.75,3.36,235.0,34.3kg,$12.00,340,5H,10/10/2023,bulli
56,6,Corless Nelson (4),Tayt Corless,19.88,6.25,3.49,786.0,30.5kg,$51.00,340,5H,10/10/2023,bulli
57,7,Big Rock Buruma (1),Steven Crompton,19.95,7.5,3.42,667.0,33.7kg,$4.80,340,5H,10/10/2023,bulli
58,8,Skedaddle Zoe (7),Alan Tutt,20.05,8.75,3.41,558.0,27.1kg,$17.00,340,5H,10/10/2023,bulli
59,1,Canya Bobcat (2),Benjamin Mccauley,29.37,0.0,,,33.5kg,$4.50,515,5,10/10/2023,bulli
60,2,Virtuous Circle (8),Lakis Michael,29.47,1.5,,,28.6kg,$8.00,515,5,10/10/2023,bulli
61,3,Go Forward Ralf (5),Adam Campton,29.48,1.5,,,32.7kg,$12.00,515,5,10/10/2023,bulli
62,4,Canya Style (6),Wayne Meilak,29.56,2.5,,,28.3kg,$2.00,515,5,10/10/2023,bulli
63,5,Solo Chopper (3),Ian Forno,29.57,2.75,,,40.4kg,$9.00,515,5,10/10/2023,bulli
64,6,Sahara Castle (4),John Chapman,29.59,3.0,,,28.6kg,$61.00,515,5,10/10/2023,bulli
65,7,Glamour Chick (1),Christine Proctor,29.61,3.5,,,29.7kg,$5.50,515,5,10/10/2023,bulli
66,1,Sweet City Angel (2),George Tyrpenou,19.0,0.0,3.26,111.0,28.3kg,$2.10,340,NG,10/10/2023,bulli
67,2,Danseuse (8),James Mcguiness,19.37,5.25,3.43,742.0,28.1kg,$4.30,340,NG,10/10/2023,bulli
68,3,Cleary (6),Andrew Hunter,19.52,7.5,3.33,233.0,34.7kg,$12.00,340,NG,10/10/2023,bulli
