,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Cake Is Bad (8),Stephen Neary,19.59,0.0,7.62,4.0,28.7kg,$4.50,331,MA5,11/06/2023,albion-park
1,2,Farmor Truth (1),John Bradley,19.71,1.75,7.44,1.0,28.0kg,$8.50,331,MA5,11/06/2023,albion-park
2,3,Louie Luxe (6),Sidney Goodwin,19.93,4.75,7.51,2.0,22.2kg,$16.00,331,MA5,11/06/2023,albion-park
3,4,Who Did That (5),John Bradley,20.03,6.25,7.54,3.0,27.2kg,$23.00,331,MA5,11/06/2023,albion-park
4,5,Wingman Dan (7),Darryl Mcgrath,20.04,6.25,7.7,7.0,30.9kg,$3.25,331,MA5,11/06/2023,albion-park
5,6,Alfie Longer (3),Desmond Cecil,20.08,7.0,7.7,6.0,30.7kg,$2.25,331,MA5,11/06/2023,albion-park
6,7,Zipping Miami (4),Kylie Raines,20.17,8.25,7.65,5.0,34.9kg,$20.00,331,MA5,11/06/2023,albion-park
7,8,Wild Eyes (2),George Kadniak,20.55,13.75,7.93,8.0,30.5kg,$41.00,331,MA5,11/06/2023,albion-park
8,1,Lady Josie (3),Karl Jovanovic,16.14,0.0,5.49,11.0,30.8kg,$7.00,275,6,11/06/2023,cannington
9,2,Zulu Brave (1),Maxwell Julien,16.25,1.5,5.56,32.0,32.0kg,$4.10,275,6,11/06/2023,cannington
10,3,Abigail Gundi (6),Geoffrey Reid,16.43,4.25,5.57,43.0,30.7kg,$3.40,275,6,11/06/2023,cannington
11,4,Maximum Sarah (2),Tony Williams,16.48,4.75,5.66,65.0,27.1kg,$3.00,275,6,11/06/2023,cannington
12,5,Stones Throw (8),Phillip Worthington,16.53,5.5,5.74,87.0,34.7kg,$16.00,275,6,11/06/2023,cannington
13,6,Shinboner Crazy (4),Graeme Hall,16.57,6.0,5.55,24.0,30.9kg,$20.00,275,6,11/06/2023,cannington
14,7,Bazinga Girl (5),Graeme Hall,16.59,6.25,5.64,56.0,24.6kg,$31.00,275,6,11/06/2023,cannington
15,8,Hello I'm Drake (7),Benjamin Maclean,16.66,7.5,5.74,78.0,33.9kg,$41.00,275,6,11/06/2023,cannington
16,1,Finloch Fernando (4),Benjamin Maclean,16.05,0.0,5.5,11.0,30.4kg,$3.40,275,5,11/06/2023,cannington
17,2,Son Of Bamsy (3),Rodney Noden,16.22,2.25,5.58,32.0,32.7kg,$3.00,275,5,11/06/2023,cannington
18,3,Aussie Chaos (8),John Graham,16.26,3.0,5.51,23.0,29.8kg,$11.00,275,5,11/06/2023,cannington
19,4,Madison's Keys (2),Natalee Marshall,16.36,4.25,5.66,44.0,33.9kg,$7.50,275,5,11/06/2023,cannington
20,4,Commander Mack (6),Tony Williams,16.36,4.25,5.67,55.0,34.7kg,$14.00,275,5,11/06/2023,cannington
21,6,Earl Of Vase (5),Justin Wood,16.52,6.5,5.79,66.0,29.7kg,$9.50,275,5,11/06/2023,cannington
22,7,Jurabi (1),Phillip Worthington,16.77,10.25,5.84,77.0,30.0kg,$41.00,275,5,11/06/2023,cannington
23,8,Flynn Mccool (7),Bradley Cook,16.96,13.0,5.87,88.0,30.4kg,$7.50,275,5,11/06/2023,cannington
24,1,Big Girl Kiki (1),Peter Brown,22.34,0.0,6.85,222.0,27.9kg,$4.80,380,M,11/06/2023,cannington
25,2,Popping Moment (8),Joseph Dailly,22.55,3.0,6.68,111.0,24.9kg,$6.00,380,M,11/06/2023,cannington
26,3,Hole Shot (2),Corey White,22.55,3.0,6.88,333.0,28.9kg,$3.40,380,M,11/06/2023,cannington
