,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Canya Nitrate (7),Jessica Hopkins,23.99,0.0,6.72,M753,31.9kg,$1.50,425,X67,05/01/2024,bendigo
7,2,Dewy News (4),Lisa Delbridge,24.16,2.47,6.6,M332,33.4kg,$55.40,425,X67,05/01/2024,bendigo
8,3,Aston Aurelia (8),Benjamin Magri,24.21,3.2,6.48,M124,30.4kg,$16.40,425,X67,05/01/2024,bendigo
9,4,Swinton (3),Dallas Massina,24.27,4.0,6.55,M211,32.7kg,$3.20,425,X67,05/01/2024,bendigo
10,5,Harry Zoom (1),Desmond Dooley,24.32,4.75,6.61,M445,32.2kg,$15.60,425,X67,05/01/2024,bendigo
11,6,Cooper Summer (2),Kevin Ashton,24.34,5.03,6.68,M566,29.0kg,$83.30,425,X67,05/01/2024,bendigo
12,7,Sha Tin King (6),Thomas Wark,24.49,7.2,6.69,S877,27.2kg,$25.60,425,X67,05/01/2024,bendigo
13,8,Matt's Shadow (5),Lloyd Fitzgerald,24.65,9.47,6.73,M688,35.4kg,$38.20,425,X67,05/01/2024,bendigo
14,1,Tattooed (4),Anthony Azzopardi,23.55,0.0,6.53,M222,31.8kg,$2.20,425,RWF,05/01/2024,bendigo
15,2,Canya Jackal (2),Paul Abela,23.61,0.79,6.44,Q111,33.1kg,$10.10,425,RWF,05/01/2024,bendigo
16,3,Matching Motors (7),Anthony Azzopardi,23.72,2.36,6.55,M333,29.9kg,$3.20,425,RWF,05/01/2024,bendigo
17,4,Another Houdini (3),Peter Carter,23.9,5.04,6.6,M555,28.4kg,$16.50,425,RWF,05/01/2024,bendigo
