,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Diamond Vaper (5),Malcolm M Grant,17.19,0.0,5.96,111.0,34.3kg,$4.90,295,C4,16/11/2023,addington
1,2,Homebush Makayla (2),John Mcinerney,17.44,4.0,,222.0,30.0kg,$9.50,295,C4,16/11/2023,addington
2,3,Mitcham Rose (1),Ashley G Bradshaw,17.47,4.5,,633.0,26.1kg,$5.50,295,C4,16/11/2023,addington
3,4,Brown Sugar (4),Garry A Cleeve,17.49,4.7,,754.0,31.2kg,$7.00,295,C4,16/11/2023,addington
4,5,Big Time Bullet (3),Lisa J Cole,17.58,6.2,,445.0,31.6kg,$4.30,295,C4,16/11/2023,addington
5,6,Nighthawk Zeus (8),Tayla P Duley,17.62,6.9,,566.0,35.1kg,$16.00,295,C4,16/11/2023,addington
6,7,Orla Bale (7),Anthony C Roberts,17.64,7.1,,377.0,25.0kg,$8.50,295,C4,16/11/2023,addington
7,8,Know Reprisal (6),Garry A Cleeve,17.73,8.6,,888.0,30.8kg,$7.00,295,C4,16/11/2023,addington
8,1,Very Handy (7),Tony Apap,29.94,0.0,5.53,11.0,33.7kg,$3.50,520,NNP,16/11/2023,albion-park
9,2,Obliging Bill (1),Cynthia Elson,30.51,8.25,5.64,22.0,31.9kg,$17.00,520,NNP,16/11/2023,albion-park
10,3,Distant Flash (4),Colin Graham,30.55,8.75,5.92,74.0,33.9kg,$4.00,520,NNP,16/11/2023,albion-park
11,4,Rio Will Rock (6),Jason Schmidt,30.8,12.25,5.8,33.0,32.7kg,$2.25,520,NNP,16/11/2023,albion-park
12,5,I'm Sandwiches (5),Cecil Druery,30.97,14.5,6.01,86.0,24.0kg,$61.00,520,NNP,16/11/2023,albion-park
13,6,Regards To Tony (2),Scott Mcguiness,31.02,15.5,5.79,48.0,32.2kg,$34.00,520,NNP,16/11/2023,albion-park
14,7,Akira (8),Daniel Lee,31.07,16.25,5.87,67.0,27.9kg,$81.00,520,NNP,16/11/2023,albion-park
15,8,Hilltop Star (3),Colin Graham,31.08,16.25,5.82,55.0,35.6kg,$5.00,520,NNP,16/11/2023,albion-park
16,1,Springtime Rose (1),Sean Galloway,30.1,0.0,5.58,11.0,25.4kg,$1.50,520,MA5,16/11/2023,albion-park
17,2,Darkseid (6),Shane Staples,30.57,6.5,5.72,42.0,33.3kg,$17.00,520,MA5,16/11/2023,albion-park
18,3,Japanese Black (5),John Quarman,30.75,9.25,5.66,34.0,35.1kg,$34.00,520,MA5,16/11/2023,albion-park
19,4,Oh Oh Range (3),Ned Snow,30.75,9.25,5.73,55.0,34.2kg,$4.80,520,MA5,16/11/2023,albion-park
20,5,Long Black Lass (7),Mark Rothwell,31.01,13.0,5.86,88.0,28.2kg,$51.00,520,MA5,16/11/2023,albion-park
21,6,Burned (2),Peter O'Reilly,31.06,13.75,5.63,23.0,33.0kg,$51.00,520,MA5,16/11/2023,albion-park
22,7,Big Town Hero (4),Sandra Hunt,31.11,14.25,5.8,66.0,30.5kg,$5.50,520,MA5,16/11/2023,albion-park
23,8,She's Got Moves (8),Garry Gilbert,31.47,19.5,5.82,77.0,26.9kg,$61.00,520,MA5,16/11/2023,albion-park
24,1,Another Chance (3),Selena Zammit,30.09,0.0,5.51,11.0,32.2kg,$2.25,520,X45,16/11/2023,albion-park
25,2,Phantom Phoenix (4),Christopher Brydon,30.29,2.75,5.58,22.0,36.1kg,$3.00,520,X45,16/11/2023,albion-park
26,3,Daysea's Rowdy (8),Selena Zammit,30.52,6.0,5.76,55.0,33.2kg,$12.00,520,X45,16/11/2023,albion-park
27,4,Mr. Springtime (1),Sharyn Jackson,30.55,6.5,5.75,44.0,33.8kg,$5.50,520,X45,16/11/2023,albion-park
28,5,Little Critter (6),Leanne Hall,30.57,6.75,5.62,33.0,25.9kg,$9.00,520,X45,16/11/2023,albion-park
29,1,Dirt Farmer (4),Tim Britton,42.68,0.0,16.05,22.0,33.6kg,$6.50,710,FFA,16/11/2023,albion-park
30,2,Spot On Harper (2),Gregory Brennan,42.77,1.25,16.59,55.0,25.6kg,$5.00,710,FFA,16/11/2023,albion-park
31,3,Titanium Gunn (6),Jeff Crawford,42.84,2.25,16.28,44.0,32.6kg,$2.75,710,FFA,16/11/2023,albion-park
32,4,Hidden Agenda (8),Anthony Short,42.86,2.5,16.16,33.0,32.9kg,$2.75,710,FFA,16/11/2023,albion-park
33,5,Fast Milkman (1),Tim Britton,43.03,5.0,15.97,11.0,34.3kg,$10.00,710,FFA,16/11/2023,albion-park
34,1,Cash It In (5),Tim Britton,35.22,0.0,9.99,43.0,30.2kg,$2.60,600,5H,16/11/2023,albion-park
35,2,Saanvi (8),Tom Tzouvelis,35.24,0.25,9.87,11.0,28.4kg,$4.20,600,5H,16/11/2023,albion-park
36,3,Zipping Senorita (7),Jedda Cutlack,35.37,2.0,10.22,88.0,28.6kg,$61.00,600,5H,16/11/2023,albion-park
37,4,Buckeye Bullet (4),Wayne Spann,35.37,2.0,9.95,34.0,28.4kg,$7.00,600,5H,16/11/2023,albion-park
38,5,Lederhosen Boy (1),Sandra Hunt,35.44,3.0,9.9,22.0,30.3kg,$3.25,600,5H,16/11/2023,albion-park
39,6,Witty Wendy (6),Raymond Burman,35.53,4.25,10.17,76.0,27.4kg,$34.00,600,5H,16/11/2023,albion-park
40,7,Honey Bar Cool (3),George Clegg,35.71,7.0,10.02,55.0,29.4kg,$51.00,600,5H,16/11/2023,albion-park
41,8,Refulgent (2),Raymond Burman,35.92,10.0,10.04,67.0,35.1kg,$16.00,600,5H,16/11/2023,albion-park
42,1,Scintillate (8),Jedda Cutlack,35.08,0.0,10.02,22.0,30.0kg,$4.80,600,5H,16/11/2023,albion-park
