,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Mitcham Scott (5),John Mcinerney,22.62,0.0,,531.0,31.2kg,$3.10,390,C3,13/10/2023,ascot-park
1,2,Sinha Man (7),Jack Johnson,22.71,1.5,,312.0,30.2kg,$20.00,390,C3,13/10/2023,ascot-park
2,3,Yoshi Moon (8),Ashley G Bradshaw,22.81,3.0,,623.0,29.9kg,$5.50,390,C3,13/10/2023,ascot-park
3,4,Frank (1),John Mcinerney,22.86,3.8,5.35,154.0,36.9kg,$3.30,390,C3,13/10/2023,ascot-park
4,5,Barbara's Angel (3),John Mcinerney,23.05,6.8,,265.0,33.7kg,$14.00,390,C3,13/10/2023,ascot-park
5,6,Uri Bale (2),Anthony C Roberts,23.08,7.3,,886.0,34.2kg,$8.00,390,C3,13/10/2023,ascot-park
6,7,Hilton Reactor (6),Craig N Anderson,23.13,8.1,,747.0,31.7kg,$30.00,390,C3,13/10/2023,ascot-park
7,8,Homebush Daisy (4),John Mcinerney,23.15,8.4,,478.0,25.6kg,$10.00,390,C3,13/10/2023,ascot-park
8,1,Tattooed (5),Beverley Pell,23.87,0.0,6.6,M/222,31.3kg,$2.25,425,M,13/10/2023,bendigo
9,2,Aston Gaga (8),Correy Grenfell,23.94,1.06,6.56,M/111,29.9kg,$6.50,425,M,13/10/2023,bendigo
10,3,Aston Sheeran (7),Samantha Grenfell,24.5,8.97,6.61,M/333,33.4kg,$34.00,425,M,13/10/2023,bendigo
11,4,Cornhill Raven (6),Scott Gibson,24.61,10.54,6.62,M/464,28.2kg,$61.00,425,M,13/10/2023,bendigo
12,5,Nickleby Action (4),Julie Hall,25.03,16.64,6.69,M/655,33.6kg,$4.40,425,M,13/10/2023,bendigo
13,6,Rev Olive (1),Thomas Dailly,25.18,18.8,6.83,S/888,28.0kg,$4.80,425,M,13/10/2023,bendigo
14,7,Aston Dua (3),Samantha Grenfell,25.22,19.29,6.75,S/777,30.0kg,$41.00,425,M,13/10/2023,bendigo
15,8,Cornhill Hustler (2),Scott Gibson,25.22,19.34,6.62,M/546,26.8kg,$18.00,425,M,13/10/2023,bendigo
16,1,Pepper Rush (3),Shane Drummond,23.78,0.0,6.47,M/111,31.0kg,$3.10,425,X67,13/10/2023,bendigo
17,2,Caribou Bale (8),Correy Grenfell,24.07,4.04,6.67,M/775,33.3kg,$5.50,425,X67,13/10/2023,bendigo
18,3,Shima Lite (1),Thomas Dailly,24.14,5.16,6.56,M/222,30.5kg,$5.50,425,X67,13/10/2023,bendigo
19,4,Oregon Favors (7),Thomas Dailly,24.15,5.21,6.63,M/654,30.8kg,$17.00,425,X67,13/10/2023,bendigo
20,5,Destini Paladin (5),Michael Chilcott,24.15,5.29,6.6,M/433,34.1kg,$9.50,425,X67,13/10/2023,bendigo
21,6,Aston Nero (4),Ian Garland,24.52,10.57,6.6,M/566,32.2kg,$9.00,425,X67,13/10/2023,bendigo
22,7,Orli Bale (6),Correy Grenfell,24.58,11.39,6.67,M/888,32.8kg,$5.50,425,X67,13/10/2023,bendigo
23,8,Ollie's Ruben (2),Correy Grenfell,24.62,11.97,6.59,M/347,31.0kg,$34.00,425,X67,13/10/2023,bendigo
24,1,Common Step (1),Anthony Azzopardi,28.03,0.0,6.47,M/111,27.0kg,$1.40,500,5,13/10/2023,bendigo
25,2,Tiggerlong Flyer (2),Samantha Grenfell,28.17,2.09,6.61,M/222,26.3kg,$8.00,500,5,13/10/2023,bendigo
26,3,Tangela Bale (3),Robert Camilleri,28.25,3.25,6.63,M/333,30.0kg,$4.50,500,5,13/10/2023,bendigo
27,4,Waypoint Whisky (8),G Cini,28.37,4.84,6.8,M/644,27.6kg,$41.00,500,5,13/10/2023,bendigo
28,5,Kippy Bale (6),Robert Camilleri,28.55,7.5,6.72,M/455,28.0kg,$26.00,500,5,13/10/2023,bendigo
29,6,Inner Rush (4),Shane Drummond,28.68,9.31,6.77,M/566,26.4kg,$67.00,500,5,13/10/2023,bendigo
30,7,Only Phones (7),Ben Joske,28.75,10.39,6.86,M/877,26.5kg,$34.00,500,5,13/10/2023,bendigo
31,8,Blue Tick Maya (5),Julie Chilcott,29.22,17.0,6.8,S/788,25.4kg,$61.00,500,5,13/10/2023,bendigo
32,1,Speedy Riot (2),Darryl Fullerton,24.0,0.0,6.59,M/111,33.4kg,$3.75,425,S,13/10/2023,bendigo
33,2,Canny Lass (7),Grant Walker,24.05,0.61,6.66,M/222,25.3kg,$17.00,425,S,13/10/2023,bendigo
34,3,Pot Luck Chuck (8),Wayne Gummow,24.08,1.13,6.78,M/333,30.7kg,$21.00,425,S,13/10/2023,bendigo
35,4,Magic Lies (5),Brenda Kinder,24.52,7.4,6.84,M/444,26.8kg,$24.00,425,S,13/10/2023,bendigo
36,5,Tinker Pat (6),Craig Burns,24.52,7.44,6.92,M/855,29.4kg,$5.50,425,S,13/10/2023,bendigo
37,6,Sir Valentino (3),Charlie Guillou,24.56,7.89,6.91,M/766,32.4kg,$3.50,425,S,13/10/2023,bendigo
38,7,Linda Listen (1),Ross Lyons,24.98,13.89,6.84,S/588,32.8kg,$10.00,425,S,13/10/2023,bendigo
39,8,Code Cracker (4),Malcolm Davis,24.98,13.96,6.84,M/677,31.6kg,$5.00,425,S,13/10/2023,bendigo
40,1,In Blue Jeans (1),Peter Craig,24.42,0.0,6.73,M/531,30.1kg,$4.25,425,SF,13/10/2023,bendigo
41,2,Idaho Evie (3),Jane Hooke,24.45,0.5,6.5,Q/112,26.9kg,$51.00,425,SF,13/10/2023,bendigo
