,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222.0,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111.0,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333.0,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444.0,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555.0,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000.0,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Aim High (1),Pamela Field,30.73,0.0,5.71,21.0,32.5kg,$2.90,520,M,29/01/2024,albion-park
7,2,More Than Money (8),Pamela Field,31.04,4.25,5.76,42.0,32.7kg,$1.75,520,M,29/01/2024,albion-park
8,3,Hazy Range (2),Tamara Augustin,31.64,13.0,5.96,76.0,25.6kg,$51.00,520,M,29/01/2024,albion-park
9,4,Looks Good (7),Peter O'Reilly,31.86,16.25,5.7,13.0,33.7kg,$34.00,520,M,29/01/2024,albion-park
10,5,Skip A Beat (6),Tracey Parker,31.88,16.25,5.76,34.0,28.3kg,$12.00,520,M,29/01/2024,albion-park
11,6,Absolution (5),Trevor Lindsay,31.97,17.75,5.82,55.0,32.3kg,$8.50,520,M,29/01/2024,albion-park
12,7,Jimmy Giant (3),Tim Britton,33.22,35.5,5.93,67.0,34.9kg,$18.00,520,M,29/01/2024,albion-park
13,1,Bye Bye Dora (3),Gregory Brennan,30.48,0.0,5.7,32.0,28.8kg,$3.80,520,N,29/01/2024,albion-park
14,2,Ferocious Lilly (6),Myra Griffiths,30.75,3.75,5.69,23.0,27.5kg,$34.00,520,N,29/01/2024,albion-park
15,3,Gubbio (8),Stephen Rolph,31.04,8.0,5.76,54.0,31.1kg,$4.40,520,N,29/01/2024,albion-park
16,4,Serrai (2),Tom Tzouvelis,31.05,8.25,5.78,75.0,27.7kg,$3.40,520,N,29/01/2024,albion-park
17,5,Scrubs King (1),Travis Elson,31.1,8.75,5.67,11.0,32.4kg,$4.40,520,N,29/01/2024,albion-park
18,6,Fast Money (4),Tim Britton,31.12,9.25,5.82,86.0,32.6kg,$19.00,520,N,29/01/2024,albion-park
19,7,Raptor's Magic (5),Travis Elson,31.37,12.75,5.73,47.0,29.0kg,$81.00,520,N,29/01/2024,albion-park
20,8,Sigatoka (7),John Dart,31.55,15.25,5.76,68.0,26.5kg,$8.00,520,N,29/01/2024,albion-park
21,1,Midnight Bandit (4),Gregory Paull,30.4,0.0,5.85,54.0,34.5kg,$19.00,520,MA5,29/01/2024,albion-park
22,2,Beau Boy (3),Brett Hazelgrove,30.58,2.5,5.65,22.0,31.4kg,$3.20,520,MA5,29/01/2024,albion-park
23,3,Make It Count (8),Cameron Austin,30.81,5.75,5.75,33.0,33.7kg,$11.00,520,MA5,29/01/2024,albion-park
24,4,High Torque (2),Albert Kennewell,30.91,7.25,5.57,11.0,28.3kg,$11.00,520,MA5,29/01/2024,albion-park
25,5,On The Off (7),Tim Britton,31.03,9.0,5.81,45.0,35.1kg,$1.55,520,MA5,29/01/2024,albion-park
