,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Lets Party (5),J Watson,26.33,0.0,5.62,2222.0,34.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
1,2,Ridleys Banner (4),D Curry,26.39,0.75,5.55,1111.0,35.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
2,3,Rackethall Alex (1),R Rotherham,26.49,2.0,5.64,3333.0,34.9kg,$0.00,435,A5,31/12/2023,pelaw-grange
3,4,Whitburn Wizard (3),H Burton,26.69,4.5,5.63,4444.0,29.3kg,$0.00,435,A5,31/12/2023,pelaw-grange
4,5,Holdem Sheriff (6),M Sillars,27.21,11.0,5.73,5555.0,32.1kg,$0.00,435,A5,31/12/2023,pelaw-grange
5,DNF,Great Diva (2),C J Murray,,,5.67,6000.0,29.3kg,,435,A5,31/12/2023,pelaw-grange
6,1,Drill Sergeant (2),Shane Drummond,41.87,0.0,15.72,11.0,30.5kg,$5.50,710,O,25/01/2024,albion-park
7,2,Sorority (6),Tom Tzouvelis,41.89,0.25,16.09,32.0,28.6kg,$3.60,710,O,25/01/2024,albion-park
8,3,Big Suzie (7),James Shaw,42.04,2.25,16.32,54.0,28.2kg,$2.20,710,O,25/01/2024,albion-park
9,4,Courageous Carol (3),Gregory Deering,42.59,10.25,16.33,66.0,29.2kg,$34.00,710,O,25/01/2024,albion-park
10,5,Jewel Bee (1),Raymond Burman,42.61,10.5,16.04,23.0,26.1kg,$14.00,710,O,25/01/2024,albion-park
11,6,Titanium Gunn (4),Jeff Crawford,42.64,11.0,16.23,45.0,32.8kg,$6.50,710,O,25/01/2024,albion-park
12,7,Warm Regards (8),James Jeffries,42.67,11.5,16.58,77.0,27.2kg,$16.00,710,O,25/01/2024,albion-park
13,1,Pearly Tears (2),Tim Britton,41.87,0.0,15.84,22.0,29.7kg,$3.20,710,O,25/01/2024,albion-park
14,2,Scintillate (1),Tom Tzouvelis,41.9,0.5,15.92,33.0,30.0kg,$2.10,710,O,25/01/2024,albion-park
15,2,Pursuer (6),Tom Tzouvelis,41.9,0.5,15.7,11.0,29.5kg,$7.50,710,O,25/01/2024,albion-park
16,4,Spot On Polly (3),Gregory Brennan,42.37,7.0,16.42,66.0,29.1kg,$26.00,710,O,25/01/2024,albion-park
17,5,Walk Me Daddy (8),Gregory Deering,42.51,9.25,16.13,44.0,24.8kg,$101.00,710,O,25/01/2024,albion-park
18,6,Mrs. Avenger (4),Joe Borg,42.69,11.75,16.25,55.0,25.3kg,$4.80,710,O,25/01/2024,albion-park
19,1,Sanisha (8),Tom Tzouvelis,41.96,0.0,16.09,41.0,28.6kg,$6.00,710,O,25/01/2024,albion-park
20,2,Valpolicella (5),Anthony Zammit,42.18,3.0,16.06,23.0,27.0kg,$1.33,710,O,25/01/2024,albion-park
21,3,Buckeye Bullet (1),Wayne Spann,42.23,3.75,16.07,32.0,28.2kg,$18.00,710,O,25/01/2024,albion-park
22,4,Sin Rap Explode (7),Shaun Parnis,42.38,6.0,15.93,14.0,25.7kg,$26.00,710,O,25/01/2024,albion-park
23,5,Witty Wendy (3),Raymond Burman,42.47,7.25,16.13,55.0,27.2kg,$51.00,710,O,25/01/2024,albion-park
24,6,Amendola (4),Tom Tzouvelis,42.58,8.75,16.37,77.0,28.5kg,$15.00,710,O,25/01/2024,albion-park
25,7,She's Precocious (2),David Andrews,42.6,9.25,16.46,88.0,26.1kg,$101.00,710,O,25/01/2024,albion-park
