,Unnamed: 0,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
207,207,7,Snow Renaissance (8),Kenneth Doidge,25.12,12.2,6.99,S/678,28.2kg,$34.00,425,M,15/11/2023,bendigo
208,208,8,Matt's Shadow (3),Lloyd Fitzgerald,25.18,13.14,6.99,M/766,35.0kg,$5.00,425,M,15/11/2023,bendigo
209,209,1,Wild Rover (4),Cooper Hayes,24.22,0.0,6.71,Q/111,31.3kg,$2.75,425,M,15/11/2023,bendigo
210,210,2,Gold Gizmo (6),Richard Anchen,24.61,5.54,6.78,M/322,29.1kg,$12.00,425,M,15/11/2023,bendigo
211,211,3,Slingshot Jasper (2),Amber Manning,24.94,10.36,6.8,M/543,28.8kg,$23.00,425,M,15/11/2023,bendigo
212,212,4,Sight To Explore (3),John Kantzidis,25.23,14.4,6.91,M/774,31.5kg,$41.00,425,M,15/11/2023,bendigo
213,213,5,Talent Show (7),Susan Trim,25.27,14.96,6.8,Q/486,27.6kg,$4.20,425,M,15/11/2023,bendigo
214,214,6,Firing Chief (5),Louie Bicchieri,25.32,15.7,6.93,M/867,33.5kg,$11.00,425,M,15/11/2023,bendigo
215,215,7,Bamburi (8),Nathan McKay,25.51,18.5,6.89,M/658,26.8kg,$11.00,425,M,15/11/2023,bendigo
216,216,8,Coin Burner (1),Paul Radstock,25.56,19.21,6.75,M/235,28.5kg,$4.00,425,M,15/11/2023,bendigo
217,217,1,Hillbilly Nova (7),Michael Hendy,24.57,0.0,6.8,M/221,34.1kg,$4.00,425,7,15/11/2023,bendigo
218,218,2,Cruisy Magic (4),Craig Elliot,24.65,1.11,6.85,M/663,26.7kg,$6.00,425,7,15/11/2023,bendigo
219,219,3,Cruising Loren (1),Tracy Elliot,24.69,1.7,6.71,Q/112,26.5kg,$2.25,425,7,15/11/2023,bendigo
220,220,4,Mo City (6),Justin Jacobs,24.92,4.91,6.8,M/344,33.7kg,$81.00,425,7,15/11/2023,bendigo
221,221,5,Hillbilly King (5),Michael Hendy,25.01,6.23,6.94,S/878,32.7kg,$11.00,425,7,15/11/2023,bendigo
222,222,6,Jacquinot Jet (2),Bruce Jacobs,25.02,6.36,6.84,M/557,33.1kg,$151.00,425,7,15/11/2023,bendigo
223,223,7,Money Mustang (3),Rachael Brown,25.03,6.6,6.92,M/786,32.0kg,$9.50,425,7,15/11/2023,bendigo
224,224,8,Beryl The Peril (8),Paul Radstock,25.16,8.43,6.83,M/435,26.5kg,$9.50,425,7,15/11/2023,bendigo
225,225,1,Hot Shuffle (4),Amanda Scott,24.11,0.0,6.67,M/211,33.5kg,$1.70,425,7,15/11/2023,bendigo
226,226,2,Cornhill Hustler (8),Scott Gibson,24.21,1.41,6.63,Q/122,26.7kg,$6.00,425,7,15/11/2023,bendigo
227,227,3,Coconut Oakland (7),Paul Gabriel,24.59,6.81,6.86,M/554,36.5kg,$7.00,425,7,15/11/2023,bendigo
228,228,4,Barney Banana (1),Glenn Maxwell,24.7,8.4,6.91,M/666,32.5kg,$34.00,425,7,15/11/2023,bendigo
229,229,5,See Sparks Fly (3),Bernard Seymour,24.9,11.37,6.82,S/433,28.3kg,$21.00,425,7,15/11/2023,bendigo
230,230,6,Back Pay (5),Chananchida Sriboon,25.21,15.7,6.77,Q/345,33.2kg,$23.00,425,7,15/11/2023,bendigo
231,231,1,Redshift Romeo (8),Kenneth Kubik,28.34,0.0,6.59,M/211,35.3kg,$7.00,500,X67,15/11/2023,bendigo
232,232,2,Cachi (3),Daniel Bicchieri,28.88,7.75,7.03,M/655,25.5kg,$14.00,500,X67,15/11/2023,bendigo
233,233,3,Ace Redeemer (2),Jess Fothergill,28.89,7.93,6.59,M/123,28.1kg,$1.90,500,X67,15/11/2023,bendigo
234,234,4,Ducks A Flying (5),Michael Chilcott,28.92,8.33,6.96,S/544,33.2kg,$8.00,500,X67,15/11/2023,bendigo
235,235,5,Disorder (7),Brian Brown,28.95,8.8,6.75,M/332,26.9kg,$8.00,500,X67,15/11/2023,bendigo
236,236,6,Extinction (4),Jess Fothergill,28.97,9.03,7.1,M/876,29.0kg,$9.00,500,X67,15/11/2023,bendigo
237,237,7,Will She Stay (6),Peter Frost,29.06,10.27,7.07,S/787,26.1kg,$28.00,500,X67,15/11/2023,bendigo
238,238,8,Yoshi Boy (1),Aaron Blake,29.27,13.36,6.89,M/468,33.9kg,$26.00,500,X67,15/11/2023,bendigo
239,239,1,Coffee And Cream (1),Peter Frost,24.35,0.0,6.56,Q/111,32.0kg,$3.00,425,5,15/11/2023,bendigo
240,240,2,Jachar (5),Murray Collyer,24.39,0.67,6.67,M/222,30.1kg,$8.00,425,5,15/11/2023,bendigo
241,241,3,Van Diemen (6),Peter Frost,24.46,1.6,6.74,M/444,37.0kg,$4.50,425,5,15/11/2023,bendigo
242,242,4,Where's Lesley (7),Peter Dunlevey,24.47,1.77,6.67,Q/333,29.7kg,$41.00,425,5,15/11/2023,bendigo
243,243,5,Mcivor Jack (4),Barry Hiscock,24.6,3.64,6.77,M/555,30.2kg,$29.00,425,5,15/11/2023,bendigo
244,244,6,Well Wisher (8),Mary Blake,24.87,7.47,6.84,S/776,29.4kg,$6.50,425,5,15/11/2023,bendigo
245,245,7,Aston Autumn (2),Glenn Campbell,24.91,8.09,6.88,M/887,27.5kg,$6.50,425,5,15/11/2023,bendigo
246,246,8,Derry Girl (3),Anthony Hyde,25.78,20.5,6.82,M/668,25.7kg,$7.50,425,5,15/11/2023,bendigo
247,247,1,Minnie The Minx (3),Sheila Donlon,24.42,0.0,6.79,M/442,28.4kg,$5.00,425,5,15/11/2023,bendigo
248,248,2,Red Wombat (8),Malcolm Davis,24.44,0.2,6.75,M/323,29.0kg,$9.00,425,5,15/11/2023,bendigo
249,249,3,Mcivor Rusty (1),Barry Hiscock,24.45,0.4,6.74,M/234,32.3kg,$5.00,425,5,15/11/2023,bendigo
250,250,4,Twelve Carat (7),William Donlon,24.52,1.4,6.73,M/111,30.4kg,$11.00,425,5,15/11/2023,bendigo
251,251,5,Urana Fernando (4),Peter Trim,24.56,2.0,6.81,M/755,32.8kg,$13.00,425,5,15/11/2023,bendigo
252,252,6,What's That (5),Kenneth Doidge,24.57,2.07,6.81,M/886,25.9kg,$4.00,425,5,15/11/2023,bendigo
253,253,7,Manila Artisan (6),Jess Fothergill,24.93,7.26,6.8,S/678,33.6kg,$5.50,425,5,15/11/2023,bendigo
254,254,8,Summer Season (2),Kevin Ashton,24.96,7.63,6.8,M/567,27.8kg,$13.00,425,5,15/11/2023,bendigo
255,255,1,Arts Inferno (4),Josh Duncan,28.11,0.0,6.44,Q/111,30.2kg,$2.30,500,5,15/11/2023,bendigo
256,256,2,Mcivor Roxy (3),Julie Priest,28.33,3.2,6.65,M/222,25.6kg,$26.00,500,5,15/11/2023,bendigo
257,257,3,Mighty Thanos (2),Ronald Fisher,28.35,3.43,6.91,M/643,32.5kg,$3.50,500,5,15/11/2023,bendigo
258,258,4,Mcivor Clyde (7),Barry Priest,28.42,4.43,6.65,M/334,30.5kg,$16.00,500,5,15/11/2023,bendigo
259,259,5,Hidden Treasure (8),Malcolm Davis,28.77,9.53,6.98,M/865,29.1kg,$10.00,500,5,15/11/2023,bendigo
260,260,6,Lap To Far (5),Sheila Donlon,29.05,13.5,6.84,M/577,28.4kg,$101.00,500,5,15/11/2023,bendigo
261,261,7,Mr. Ha Ha (1),Alan Bayliss,29.05,13.5,6.81,M/456,35.1kg,$4.90,500,5,15/11/2023,bendigo
262,262,8,Wichita Bale (6),David Long,29.13,14.61,6.95,M/788,31.3kg,$30.00,500,5,15/11/2023,bendigo
263,263,1,Ishmy Belle (2),Kenneth Doidge,24.11,0.0,6.65,M/221,28.5kg,$13.00,425,6G,15/11/2023,bendigo
264,264,2,Pretty With It (3),Ellen Lambert,24.27,2.25,6.58,M/112,26.6kg,$9.00,425,6G,15/11/2023,bendigo
265,265,3,Miss Ivy May (1),Brian Lock,24.43,4.59,6.73,S/543,27.6kg,$7.00,425,6G,15/11/2023,bendigo
266,266,4,Jetson Express (5),Jess Fothergill,24.54,6.13,6.66,M/334,29.5kg,$2.90,425,6G,15/11/2023,bendigo
267,267,5,Over Bite Rocky (4),Jye Formosa,24.56,6.37,6.84,M/775,30.7kg,$15.00,425,6G,15/11/2023,bendigo
268,268,6,Destini Bellanca (7),Josh Duncan,24.62,7.25,6.85,S/867,27.5kg,$17.00,425,6G,15/11/2023,bendigo
269,269,7,Watching (8),Michael Meyer,24.67,7.94,6.73,M/456,30.4kg,$2.80,425,6G,15/11/2023,bendigo
270,270,8,Running River (6),Malcolm Davis,24.94,11.89,6.77,M/688,31.8kg,$41.00,425,6G,15/11/2023,bendigo
271,271,1,Dunbro Bertie (1),Anthony Hyde,24.48,0.0,6.72,M/321,29.5kg,$3.20,425,6G,15/11/2023,bendigo
272,272,2,Hecate's Boy (2),Kevin Lingard,24.59,1.57,6.65,Q/112,30.0kg,$2.10,425,6G,15/11/2023,bendigo
273,273,3,Alvin Delight (8),Kevin Ashton,24.76,4.03,6.74,M/554,30.1kg,$126.00,425,6G,15/11/2023,bendigo
274,274,4,Rhapsody Blue (4),Richard Boehm,24.8,4.61,6.81,S/666,33.5kg,$21.00,425,6G,15/11/2023,bendigo
275,275,5,Aston Payroll (5),Glenn Campbell,24.83,5.04,6.74,M/443,31.7kg,$7.50,425,6G,15/11/2023,bendigo
276,276,6,Mcivor Bonnie (3),Barry Hiscock,24.86,5.46,6.9,S/788,27.1kg,$16.00,425,6G,15/11/2023,bendigo
277,277,7,Marionvale Gal (6),Scott Millard,24.93,6.46,6.94,S/877,27.7kg,$23.00,425,6G,15/11/2023,bendigo
278,278,8,My Heartbreaker (7),Wendy D Seymour,24.93,6.51,6.67,M/235,28.2kg,$10.00,425,6G,15/11/2023,bendigo
279,279,1,Spellman (7),Sandra Elmes,24.67,0.0,6.74,S/632,29.7kg,$16.00,425,5,15/11/2023,bendigo
280,280,2,Aston Gray (5),Andrew Symons,24.67,0.01,6.69,M/111,33.5kg,$34.00,425,5,15/11/2023,bendigo
281,281,3,Swanny River (6),Malcolm Davis,24.73,0.84,6.71,M/323,26.4kg,$34.00,425,5,15/11/2023,bendigo
282,282,4,Missy Ha Ha (3),Alan Bayliss,24.88,3.0,6.73,M/555,26.4kg,$10.00,425,5,15/11/2023,bendigo
283,283,5,Classy Shifter (2),Kevin Ashton,24.95,4.1,6.73,M/444,32.5kg,$7.00,425,5,15/11/2023,bendigo
284,284,6,Aston Fonda (1),Bruno Panetta,25.09,6.06,6.71,M/266,28.2kg,$1.20,425,5,15/11/2023,bendigo
285,285,7,Got One Fernando (8),Kevin Ashton,25.15,6.96,6.74,M/777,24.0kg,$71.00,425,5,15/11/2023,bendigo
286,286,1,Atomic Flea (6),Thomas Boehmke,24.57,0.0,6.69,M/111,31.1kg,$41.00,425,5,15/11/2023,bendigo
287,287,2,Wild Assassin (5),George Kantzidis,24.96,5.57,6.85,M/764,35.0kg,$5.50,425,5,15/11/2023,bendigo
288,288,3,Milski (7),Patrick Bull,25.04,6.76,6.84,M/655,28.2kg,$4.00,425,5,15/11/2023,bendigo
289,289,4,Lektra Nick (3),Robert Tolson,25.06,6.96,6.77,M/447,32.0kg,$21.00,425,5,15/11/2023,bendigo
290,290,5,Flashy Ha Ha (8),Alan Bayliss,25.07,7.11,6.84,M/576,28.6kg,$2.80,425,5,15/11/2023,bendigo
291,291,6,Tutu To Tutu (1),Maria Lingard,25.08,7.34,6.73,S/333,26.6kg,$16.00,425,5,15/11/2023,bendigo
292,292,7,Crackerjack Pa (4),Darrell Leathan,25.23,9.51,6.73,M/222,36.9kg,$3.80,425,5,15/11/2023,bendigo
293,293,1,Pop's Pocket (8),Rodney Noden,22.59,0.0,6.86,211,23.8kg,$15.00,380,M,15/11/2023,cannington
294,294,2,Augusta Star (5),Rodney Noden,22.82,3.25,6.92,423,26.4kg,$2.75,380,M,15/11/2023,cannington
295,295,3,Mustard De Jong (7),Colleen Pierson,22.91,4.5,7.04,532,33.3kg,$5.50,380,M,15/11/2023,cannington
296,296,4,Mick Will Do (4),Barry Mcpherson,22.95,5.25,7.08,644,30.1kg,$11.00,380,M,15/11/2023,cannington
297,297,5,Drakesbrook Lass (2),Colleen Pierson,23.03,6.25,6.82,155,27.3kg,$9.50,380,M,15/11/2023,cannington
298,298,6,Unique Bingo (1),Eric Campana,25.11,36.0,6.87,366,28.4kg,$2.75,380,M,15/11/2023,cannington
299,299,1,Shake The Dream (4),May Leach,16.63,0.0,5.81,45.0,25.7kg,$5.50,275,N,15/11/2023,cannington
300,300,2,Shinboner Twist (8),Graeme Hall,16.63,0.05,5.74,21.0,26.5kg,$16.00,275,N,15/11/2023,cannington
301,301,3,Morningstar Fun (1),Lexia Isaac,16.77,2.0,5.72,12.0,27.0kg,$6.50,275,N,15/11/2023,cannington
302,302,4,Gullible Moth (5),Maxwell Julien,16.89,3.75,5.86,63.0,27.0kg,$10.00,275,N,15/11/2023,cannington
303,303,5,Miss Maya (3),Eric Campana,16.95,4.5,5.9,76.0,30.5kg,$2.30,275,N,15/11/2023,cannington
304,304,6,Marley Cruise (6),Barry Mcpherson,16.95,4.5,5.81,54.0,29.5kg,$21.00,275,N,15/11/2023,cannington
305,305,7,Shinboner Archer (2),Graeme Hall,16.99,5.25,5.9,87.0,31.7kg,$26.00,275,N,15/11/2023,cannington
306,306,8,Cash Key (7),Phillip Worthington,17.17,7.75,5.79,38.0,31.1kg,$7.00,275,N,15/11/2023,cannington
307,307,1,Extreme Rip (7),Shayne Williams,22.07,0.0,6.72,311,26.9kg,$10.00,380,N,15/11/2023,cannington
308,308,2,Wizard's Delight (1),Colin Bainbridge,22.42,5.0,6.65,122,32.0kg,$2.30,380,N,15/11/2023,cannington
309,309,3,Happy Quinn (8),Enzo Crudeli,22.61,7.75,6.88,553,27.9kg,$2.40,380,N,15/11/2023,cannington
310,310,4,Dozen Staples (3),Enzo Crudeli,22.67,8.5,6.84,444,32.0kg,$13.00,380,N,15/11/2023,cannington
311,311,5,Shinboner Storm (4),Graeme Hall,22.88,11.5,6.95,766,33.0kg,$61.00,380,N,15/11/2023,cannington
312,312,6,Jacey Raider (2),Enzo Crudeli,22.89,11.75,6.72,235,31.6kg,$9.00,380,N,15/11/2023,cannington
313,313,7,Wizard's Escape (6),Colin Bainbridge,23.21,16.25,6.9,677,27.5kg,$41.00,380,N,15/11/2023,cannington
314,314,1,Sunset Tyson (1),David Hobby,29.94,0.0,5.58,2111.0,33.5kg,$4.80,520,M,15/11/2023,cannington
315,315,2,Toad (3),Morgan Turner,30.23,4.25,5.53,1333.0,31.7kg,$8.50,520,M,15/11/2023,cannington
316,316,3,Sunset Frazier (5),David Hobby,30.28,4.75,5.59,3222.0,35.1kg,$9.50,520,M,15/11/2023,cannington
317,317,4,Sad Emoji (2),David Hobby,30.32,5.25,5.72,7564.0,36.3kg,$4.75,520,M,15/11/2023,cannington
318,318,5,Sunset Lasso (7),David Hobby,30.48,7.75,5.6,4775.0,26.6kg,$10.00,520,M,15/11/2023,cannington
319,319,6,All About Rock (8),David Hobby,30.57,9.0,5.66,6656.0,28.8kg,$2.90,520,M,15/11/2023,cannington
320,320,7,Thumbs Emoji (6),David Hobby,30.67,10.25,5.77,8887.0,34.0kg,$20.00,520,M,15/11/2023,cannington
321,321,8,Sunset Pepe (4),David Hobby,31.11,16.75,5.65,5448.0,36.1kg,$31.00,520,M,15/11/2023,cannington
322,322,1,Cubit Monelli (6),David Hobby,29.54,0.0,5.4,1111.0,32.8kg,$4.00,520,N,15/11/2023,cannington
323,323,2,Sunset Comanche (7),David Hobby,30.3,10.75,5.58,4444.0,36.8kg,$2.80,520,N,15/11/2023,cannington
324,324,3,Sunset Serengeti (4),David Hobby,30.37,11.75,5.61,5333.0,26.5kg,$3.40,520,N,15/11/2023,cannington
325,325,4,Lil Bit Crazed (1),David Hobby,30.42,12.5,5.56,3222.0,32.8kg,$5.00,520,N,15/11/2023,cannington
326,326,5,Dandalup Cross (3),May Leach,30.78,17.75,5.71,7555.0,31.7kg,$101.00,520,N,15/11/2023,cannington
327,327,6,Little Lorelei (5),Shayne Williams,30.9,19.5,5.53,2666.0,26.2kg,$13.00,520,N,15/11/2023,cannington
328,328,7,Liberty Star (8),Rodney Noden,31.68,30.5,5.63,6777.0,28.3kg,$61.00,520,N,15/11/2023,cannington
329,329,1,Sunset Hornet (3),David Hobby,21.99,0.0,6.65,321.0,26.8kg,$1.10,380,X45,15/11/2023,cannington
330,330,2,Cindy Doyle (5),Murray Stewart,21.99,0.05,6.55,112.0,27.5kg,$12.00,380,X45,15/11/2023,cannington
331,331,3,Watanabe (7),Lexia Isaac,22.43,6.25,6.6,233.0,31.0kg,$26.00,380,X45,15/11/2023,cannington
332,332,4,Roll With It (1),Natalee Marshall,22.47,6.75,6.81,444.0,36.0kg,$14.00,380,X45,15/11/2023,cannington
333,333,5,West On Bronte (4),Phillip Worthington,22.69,10.0,6.95,675.0,28.2kg,$31.00,380,X45,15/11/2023,cannington
334,334,6,Horoscope (2),Phillip Worthington,22.69,10.0,7.0,767.0,26.3kg,$16.00,380,X45,15/11/2023,cannington
335,335,7,Global Road (8),Phillip Worthington,22.73,10.5,6.81,556.0,32.5kg,$24.00,380,X45,15/11/2023,cannington
336,336,1,Trevor's Gift (7),Margaret Hepple,29.97,0.0,5.59,2211,27.6kg,$4.00,520,X65,15/11/2023,cannington
337,337,2,Speedy Jeanie (8),Shayne Williams,30.23,3.75,5.54,1122,27.2kg,$7.50,520,X65,15/11/2023,cannington
338,338,3,Speed Freak (3),Enzo Crudeli,30.26,4.25,5.76,5333,28.4kg,$18.00,520,X65,15/11/2023,cannington
339,339,4,Yamasaki Bale (2),Justin Wood,30.36,5.5,5.81,6444,33.4kg,$51.00,520,X65,15/11/2023,cannington
340,340,5,Monkey Emoji (6),David Hobby,30.53,8.0,5.65,3666,35.3kg,$1.60,520,X65,15/11/2023,cannington
341,341,6,Bee Queen (1),Paul Kaltsis,30.73,10.75,5.69,4555,28.6kg,$9.00,520,X65,15/11/2023,cannington
342,342,7,Sassy Blade (4),Barry Mcpherson,31.15,16.75,5.85,7777,29.3kg,$90.00,520,X65,15/11/2023,cannington
343,343,1,Aussie Trickster (1),Barry Mcpherson,22.3,0.0,6.57,111,30.2kg,$3.00,380,6,15/11/2023,cannington
344,344,2,Sailor Jim (7),Michael Johnston,22.37,1.0,6.73,222,32.4kg,$3.10,380,6,15/11/2023,cannington
345,345,3,Kenny Keeping (4),Bradley Cook,22.42,1.75,6.84,544,34.8kg,$4.80,380,6,15/11/2023,cannington
346,346,4,Absolute Fun (8),Lexia Isaac,22.48,2.5,6.73,333,28.0kg,$71.00,380,6,15/11/2023,cannington
347,347,5,Prince Capri (6),John Magistro,22.61,4.25,6.88,775,33.5kg,$9.00,380,6,15/11/2023,cannington
348,348,6,Victim Of Desire (3),May Leach,22.68,5.25,6.85,666,24.8kg,$51.00,380,6,15/11/2023,cannington
349,349,7,Where's The Kuna (5),Michael Johnston,22.69,5.5,6.96,887,25.0kg,$8.00,380,6,15/11/2023,cannington
350,350,8,Eclipsing Fun (2),Lexia Isaac,22.79,7.0,6.77,458,28.0kg,$18.00,380,6,15/11/2023,cannington
351,351,1,Bantam Rocket (2),Margaret Hepple,22.16,0.0,6.61,111,25.6kg,$1.50,380,X65,15/11/2023,cannington
352,352,2,Wahoo Monelli (1),Phillip Worthington,22.18,0.25,6.68,222,32.2kg,$3.20,380,X65,15/11/2023,cannington
353,353,3,Under She Goes (7),Justin Wood,22.37,3.0,6.67,333,23.3kg,$13.00,380,X65,15/11/2023,cannington
354,354,4,Prime Martini (3),Murray Stewart,22.7,7.75,6.79,654,25.8kg,$81.00,380,X65,15/11/2023,cannington
355,355,5,Calico Joe (4),Maxwell Julien,22.78,8.75,6.78,547,30.9kg,$12.00,380,X65,15/11/2023,cannington
356,356,6,Matilda Keeping (8),Natalee Marshall,22.81,9.25,6.92,765,29.4kg,$61.00,380,X65,15/11/2023,cannington
357,357,7,Give The Nod (5),Rodney Noden,22.84,9.75,6.77,476,32.9kg,$29.00,380,X65,15/11/2023,cannington
358,358,8,Surprised Fun (6),Lexia Isaac,22.98,11.75,6.96,888,26.0kg,$61.00,380,X65,15/11/2023,cannington
359,359,1,Whiskey On Rocks (2),Maxwell Julien,22.0,0.0,6.72,533,26.5kg,$5.50,380,FFA,15/11/2023,cannington
360,360,2,Virtuous Lad (4),Bradley Cook,22.05,0.75,6.49,111,30.6kg,$5.50,380,FFA,15/11/2023,cannington
361,361,3,Cash Monelli (1),Phillip Worthington,22.13,1.75,6.64,222,31.4kg,$11.00,380,FFA,15/11/2023,cannington
362,362,4,Good Odds Buzz (5),David Magistro,22.35,5.0,6.67,354,32.4kg,$2.25,380,FFA,15/11/2023,cannington
363,363,5,Born A Star (8),Margaret Hepple,22.4,5.75,6.79,666,26.5kg,$14.00,380,FFA,15/11/2023,cannington
364,364,6,West On Hazy (7),Kellie Buckwell,22.58,8.25,6.68,445,33.6kg,$5.50,380,FFA,15/11/2023,cannington
365,365,1,Tuta Romeo (6),Bradley Cook,16.12,0.0,5.54,11.0,32.7kg,$3.75,275,X65,15/11/2023,cannington
366,366,2,Debbie Keeping (8),Bradley Cook,16.32,2.75,5.68,52.0,27.9kg,$13.00,275,X65,15/11/2023,cannington
367,367,3,Macey Keeping (4),Bradley Cook,16.66,7.75,5.8,75.0,28.3kg,$51.00,275,X65,15/11/2023,cannington
368,368,4,Lady Day Star (7),Jennifer Thompson,16.7,8.25,5.66,43.0,29.1kg,$41.00,275,X65,15/11/2023,cannington
369,369,5,Curium (3),Natalee Marshall,16.71,8.25,5.76,64.0,28.2kg,$8.00,275,X65,15/11/2023,cannington
370,370,6,All About Kuna (5),Michael Johnston,16.8,9.75,5.61,36.0,30.0kg,$2.50,275,X65,15/11/2023,cannington
371,371,7,Geoff Woke Up (1),Colleen Pierson,16.9,11.0,5.6,27.0,28.0kg,$6.00,275,X65,15/11/2023,cannington
372,372,8,Bamsy's Girl (2),Jennifer Thompson,17.43,18.5,6.3,88.0,29.9kg,$9.50,275,X65,15/11/2023,cannington
373,373,1,Cheeky Grub (8),Joanne Price,20.26,0.0,,,26.4kg,$1.20,366,M,15/11/2023,capalaba
374,374,2,Ordinary Girl (1),Robert Adams,20.5,3.5,,,30.3kg,$21.00,366,M,15/11/2023,capalaba
375,375,3,Snow Belle (4),Lee Wylie,20.53,3.75,,,25.4kg,$7.00,366,M,15/11/2023,capalaba
376,376,4,All Gripped Up (7),Robert Davey,20.6,4.75,,,26.8kg,$7.00,366,M,15/11/2023,capalaba
377,377,5,Pimmy (5),Craig Cassidy,20.6,4.75,,,25.3kg,$61.00,366,M,15/11/2023,capalaba
378,378,1,Rapid Dozer (1),William Warner,20.39,0.0,,,30.6kg,$2.00,366,M,15/11/2023,capalaba
379,379,2,They Say (2),Matthew Heilbronn,20.72,4.75,,,32.9kg,$3.40,366,M,15/11/2023,capalaba
380,380,3,Western Hawk (4),Christopher Riordon,20.84,6.25,,,36.9kg,$10.00,366,M,15/11/2023,capalaba
381,381,4,Mr. Maximus (7),Kerry Bussian,20.91,7.5,,,31.2kg,$3.75,366,M,15/11/2023,capalaba
382,382,5,Artillery Blitz (5),Evelyn Harris,21.11,10.25,,,29.3kg,$34.00,366,M,15/11/2023,capalaba
383,383,1,Midnight Assist (4),Hugh Clarke,20.21,0.0,,,37.8kg,$1.65,366,NNP,15/11/2023,capalaba
384,384,2,Imposing Oreo (2),Robynne Black,20.35,2.0,,,27.2kg,$10.00,366,NNP,15/11/2023,capalaba
385,385,3,Lochos (5),Jeff Crawford,20.4,2.5,,,30.9kg,$3.80,366,NNP,15/11/2023,capalaba
386,386,4,Buck Barrow (3),Darryl Mcgrath,20.42,3.0,,,34.2kg,$23.00,366,NNP,15/11/2023,capalaba
387,387,5,Cracking Miss (1),Lee Wylie,20.52,4.25,,,25.0kg,$22.00,366,NNP,15/11/2023,capalaba
388,388,6,Blue Oregon (6),Robert Adams,20.77,8.0,,,31.7kg,$10.00,366,NNP,15/11/2023,capalaba
389,389,7,He's Impetuous (7),Chad Bridge,20.79,8.25,,,31.5kg,$81.00,366,NNP,15/11/2023,capalaba
390,390,8,Peppa Peppa (8),Craig Cassidy,20.97,10.75,,,25.8kg,$34.00,366,NNP,15/11/2023,capalaba
391,391,1,Rebel Roxi (7),Evelyn Harris,20.02,0.0,,,23.9kg,$2.05,366,5,15/11/2023,capalaba
392,392,2,Curious Caza (3),Lee Wylie,20.13,1.5,,,26.6kg,$4.00,366,5,15/11/2023,capalaba
393,393,3,Whispers (2),Myra Griffiths,20.31,4.25,,,27.1kg,$5.00,366,5,15/11/2023,capalaba
394,394,4,Sara's Tiger (6),Stephen Howarth,20.43,5.75,,,26.2kg,$51.00,366,5,15/11/2023,capalaba
395,395,5,Tea Star (4),Jason Aylward,20.47,6.25,,,25.0kg,$4.10,366,5,15/11/2023,capalaba
396,396,6,Class Of Twenty (8),George Kadniak,20.65,9.0,,,24.6kg,$101.00,366,5,15/11/2023,capalaba
397,397,7,Farmor Pizazz (1),Ashley Bock,20.7,9.75,,,25.5kg,$101.00,366,5,15/11/2023,capalaba
398,398,1,Excellent Work (7),Wilfried Wormer,19.99,0.0,,,26.7kg,$4.50,366,5,15/11/2023,capalaba
399,399,2,Crayfish (3),Myra Griffiths,20.08,1.25,,,25.3kg,$7.00,366,5,15/11/2023,capalaba
400,400,3,Philly Special (1),Darryl Mcgrath,20.15,2.25,,,28.9kg,$5.00,366,5,15/11/2023,capalaba
401,401,4,Ruby Shines (6),Anthony Short,20.2,3.0,,,26.1kg,$12.00,366,5,15/11/2023,capalaba
402,402,5,Yazoo (8),Wayne Thomson,20.26,3.75,,,31.2kg,$2.50,366,5,15/11/2023,capalaba
403,403,6,Vogue Rogue (4),Jeff Crawford,20.35,5.25,,,23.9kg,$6.00,366,5,15/11/2023,capalaba
404,404,7,Second Stringer (2),Craig Cassidy,20.37,5.25,,,28.4kg,$90.00,366,5,15/11/2023,capalaba
405,405,1,Bear Bonus (3),Evelyn Harris,20.01,0.0,,,30.1kg,$41.00,366,5,15/11/2023,capalaba
406,406,2,Mclintock (2),Lee Wylie,20.2,2.5,,,32.1kg,$7.00,366,5,15/11/2023,capalaba
407,407,3,Chainsaw Ricky (6),Lawrence Topping,20.24,3.25,,,32.3kg,$5.50,366,5,15/11/2023,capalaba
408,408,4,Snap It (5),Kevin Forrester,20.24,3.25,,,33.2kg,$9.50,366,5,15/11/2023,capalaba
409,409,5,Tommy Tornado (4),Stephen Howarth,20.36,5.0,,,30.3kg,$3.20,366,5,15/11/2023,capalaba
410,410,6,Blueberry Danish (1),Cameron Austin,20.37,5.25,,,35.8kg,$8.00,366,5,15/11/2023,capalaba
411,411,7,Pocket Picker (8),Matthew Heilbronn,20.48,6.5,,,31.9kg,$3.00,366,5,15/11/2023,capalaba
412,412,8,Sneaky Jim (7),George Kadniak,20.76,10.5,,,27.1kg,$61.00,366,5,15/11/2023,capalaba
413,413,1,Regal Romeo (7),Gregory Stella,19.91,0.0,,,33.3kg,$1.70,366,X45,15/11/2023,capalaba
414,414,2,Hawk's Responder (2),Christopher Riordon,20.02,1.5,,,38.2kg,$8.00,366,X45,15/11/2023,capalaba
415,415,3,Whiskey Warrior (6),Hugh Clarke,20.04,1.75,,,31.5kg,$7.00,366,X45,15/11/2023,capalaba
416,416,4,Rowdy Rogue (5),Jeff Crawford,20.05,2.0,,,29.0kg,$7.50,366,X45,15/11/2023,capalaba
417,417,5,Lenny Large (1),Evelyn Harris,20.23,4.5,,,29.2kg,$17.00,366,X45,15/11/2023,capalaba
