,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Homebush Rocket (4),John Mcinerney,17.4,0.0,5.97,111,34.6kg,$2.80,295,C2,01/09/2023,addington
1,2,Tea Time Tiger (1),Paul & Blake Scott,17.62,3.5,,322,30.2kg,$3.00,295,C2,01/09/2023,addington
2,3,Alpha Ranger (6),John Mcinerney,17.65,4.0,,433,32.5kg,$11.00,295,C2,01/09/2023,addington
3,4,Goldstar Tartan (5),Riley L Evans,17.7,4.7,,654,27.2kg,$4.90,295,C2,01/09/2023,addington
4,5,Goldstar Quinn (8),Riley L Evans,17.74,5.4,,245,28.7kg,$14.00,295,C2,01/09/2023,addington
5,6,Tiger Bill (2),Michael K Dempsey,17.8,6.4,,876,31.9kg,$13.00,295,C2,01/09/2023,addington
6,7,Homebush Parker (3),John Mcinerney,17.89,7.7,,567,36.7kg,$30.00,295,C2,01/09/2023,addington
7,8,Homebush Benji (7),John Mcinerney,17.97,9.0,,788,36.3kg,$26.00,295,C2,01/09/2023,addington
8,1,No Holds Barred (2),Wendy Hansen,24.06,0.0,6.52,M/221,31.3kg,$5.50,425,5,01/09/2023,bendigo
9,2,Arts Inferno (3),Josh Duncan,24.1,0.67,6.6,M/433,29.5kg,$10.00,425,5,01/09/2023,bendigo
10,3,Dimes Ambition (4),Steven Hetherton,24.15,1.34,6.45,Q/112,24.5kg,$29.00,425,5,01/09/2023,bendigo
11,4,Buildin' Rolls (5),Darren Petersen,24.23,2.5,6.63,M/544,31.5kg,$6.00,425,5,01/09/2023,bendigo
12,5,Cuban Cigar (6),Jessica Sharp,24.31,3.64,6.59,M/355,32.3kg,$3.75,425,5,01/09/2023,bendigo
13,6,Top Speed Gear (7),Billy Galea,24.37,4.51,6.7,S/667,31.8kg,$7.50,425,5,01/09/2023,bendigo
14,7,Thank You Tommy (8),Sheila Donlon,24.4,4.91,6.76,S/888,29.1kg,$11.00,425,5,01/09/2023,bendigo
15,8,Going Gets Tough (1),Michael Bewley,24.55,7.04,6.71,S/776,33.5kg,$4.20,425,5,01/09/2023,bendigo
16,1,Shaka Big Tonks (7),Debbie Bewley,24.1,0.0,6.61,M/332,33.8kg,$4.50,425,VET,01/09/2023,bendigo
17,2,Black Redeemer (1),Ronald Dunne,24.2,1.46,6.54,M/111,33.2kg,$10.00,425,VET,01/09/2023,bendigo
