,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Off Grid (3),Raymond Casey,17.35,0.0,,111.0,36.8kg,$3.40,295,C4,24/08/2023,addington
1,2,Diamond Blanco (2),Malcolm M Grant,17.41,1.0,,222.0,35.2kg,$4.50,295,C4,24/08/2023,addington
2,3,Stone Sober (1),C Mitchell & W D Smith,17.46,1.7,,543.0,33.3kg,$8.00,295,C4,24/08/2023,addington
3,4,Homebush Bentley (7),John Mcinerney,17.54,3.0,,454.0,38.1kg,$13.00,295,C4,24/08/2023,addington
4,5,Goldstar Portia (4),Riley L Evans,17.58,3.7,,335.0,26.6kg,$3.90,295,C4,24/08/2023,addington
5,6,Hilton Cookie (5),Craig N Anderson,17.67,5.0,,766.0,33.3kg,$11.00,295,C4,24/08/2023,addington
6,7,Goldstar Ricky (6),Riley L Evans,17.7,5.5,,877.0,34.8kg,$21.00,295,C4,24/08/2023,addington
7,8,Spot Lu (8),Al Hart & Dj Voyce,17.76,6.5,,688.0,25.4kg,$10.00,295,C4,24/08/2023,addington
8,1,Scarlatti (1),Jedda Cutlack,30.27,0.0,5.67,11.0,29.4kg,$1.35,520,NNP,24/08/2023,albion-park
9,2,Rich Tapestry (7),Terry Priest,31.03,10.75,5.7,32.0,23.8kg,$14.00,520,NNP,24/08/2023,albion-park
10,3,Saanvi (2),Jedda Cutlack,31.29,14.5,5.78,55.0,28.5kg,$5.00,520,NNP,24/08/2023,albion-park
11,4,Abel Tasman (3),Douglas Gladman,31.34,15.25,5.72,46.0,29.4kg,$6.50,520,NNP,24/08/2023,albion-park
12,5,Mr. Rubble (4),Glen Boody,31.53,18.0,5.69,24.0,28.2kg,$31.00,520,NNP,24/08/2023,albion-park
13,6,All That Torque (6),Nicole Peters,31.62,19.25,5.8,63.0,34.7kg,$81.00,520,NNP,24/08/2023,albion-park
14,1,I'm Old School (2),Jedda Cutlack,30.31,0.0,5.64,12.0,31.3kg,$4.75,520,NNP,24/08/2023,albion-park
15,2,Out To Sea (1),Glen Boody,30.42,1.5,5.73,31.0,31.8kg,$2.40,520,NNP,24/08/2023,albion-park
16,3,Sanisha (7),Jedda Cutlack,30.52,3.0,5.84,66.0,28.5kg,$7.50,520,NNP,24/08/2023,albion-park
17,4,Darryl Keeping (4),Jedda Cutlack,30.58,3.75,5.87,73.0,36.5kg,$4.00,520,NNP,24/08/2023,albion-park
18,5,Let's Go Daisy (3),Douglas Gladman,30.7,5.5,5.7,24.0,31.2kg,$9.00,520,NNP,24/08/2023,albion-park
19,6,Canya Hammer (6),Lee Wylie,30.77,6.5,5.79,55.0,34.5kg,$41.00,520,NNP,24/08/2023,albion-park
20,DNF,Cracking Gunn (8),Kerry Hoggan,,,,4.0,26.5kg,,520,NNP,24/08/2023,albion-park
21,1,King Of Aces (4),Colin Graham,29.95,0.0,5.61,21.0,34.7kg,$1.80,520,5,24/08/2023,albion-park
22,2,Comical Cyndie (6),Cynthia Elson,30.37,6.0,5.54,12.0,28.0kg,$8.00,520,5,24/08/2023,albion-park
23,3,Lucky Bundy (2),Dean Clarson,30.48,7.5,5.71,63.0,26.6kg,$17.00,520,5,24/08/2023,albion-park
24,4,I'm Peakin' (7),Jedda Cutlack,30.57,8.75,5.66,56.0,33.5kg,$9.00,520,5,24/08/2023,albion-park
25,5,Mumma's Brew (8),Travis Elson,30.73,11.0,5.63,34.0,26.6kg,$7.00,520,5,24/08/2023,albion-park
