,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Refulgent (1),Raymond Burman,22.83,0.0,10.69,2.0,34.9kg,$1.50,395,5,18/09/2023,albion-park
1,2,Lionel Hutz (4),Josephine Warbroek,22.9,1.0,10.5,1.0,29.4kg,$3.50,395,5,18/09/2023,albion-park
2,3,Specified (7),George Kadniak,23.23,5.75,10.79,3.0,24.5kg,$14.00,395,5,18/09/2023,albion-park
3,4,Polly's Courier (6),Robert Purtle,23.36,7.5,10.88,4.0,22.7kg,$11.00,395,5,18/09/2023,albion-park
4,5,Cyclone Rinaldo (8),Malcolm Willoughby,23.42,8.25,11.0,6.0,32.7kg,$41.00,395,5,18/09/2023,albion-park
5,6,Atomic Cyndie (3),Andrew Pearce,23.53,10.0,10.94,5.0,29.3kg,$26.00,395,5,18/09/2023,albion-park
6,7,Mallanganee Miss (2),Neville Tonks,23.71,12.5,11.05,7.0,22.7kg,$71.00,395,5,18/09/2023,albion-park
7,1,Nell Brown (5),Kirin Corby,19.68,0.0,4.46,111.0,26.1kg,$1.50,342,M,18/09/2023,angle-park
8,2,Slipper's Shine (8),Barry Jones,19.77,1.25,4.58,222.0,26.5kg,$4.50,342,M,18/09/2023,angle-park
9,3,Money's On Me (1),Ashlee Griffiths,20.11,6.0,4.68,433.0,28.4kg,$9.00,342,M,18/09/2023,angle-park
10,4,Hello Coco (2),Brenda Oakey,20.37,9.75,4.74,554.0,25.4kg,$7.00,342,M,18/09/2023,angle-park
11,5,Magic Luca (7),Bozidar Stamenkovic,20.41,10.25,4.6,345.0,34.2kg,$41.00,342,M,18/09/2023,angle-park
12,6,Big Mountain (4),Robin Harnas,20.48,11.5,4.85,666.0,36.3kg,$20.00,342,M,18/09/2023,angle-park
13,1,Blue Intensity (7),Kirin Corby,19.64,0.0,4.57,111.0,33.9kg,$1.40,342,M,18/09/2023,angle-park
14,2,Winters Reign (1),Ben Rawlings,19.83,2.5,4.59,222.0,28.8kg,$4.50,342,M,18/09/2023,angle-park
15,3,Rockin' Ollie (2),Cameron Forshaw,20.11,6.5,4.61,333.0,26.9kg,$71.00,342,M,18/09/2023,angle-park
16,4,Run For Luca (5),Bozidar Stamenkovic,20.22,8.25,4.66,454.0,30.0kg,$6.00,342,M,18/09/2023,angle-park
17,5,Slipper's Daisy (4),Barry Jones,20.24,8.5,4.77,545.0,27.0kg,$26.00,342,M,18/09/2023,angle-park
18,6,Jade Palms (8),Leslie Carraill,20.58,13.25,4.78,666.0,26.0kg,$23.00,342,M,18/09/2023,angle-park
