,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Specified (1),George Kadniak,19.32,0.0,7.21,1.0,24.4kg,$3.70,331,5,24/09/2023,albion-park
1,2,Alita Wave (4),Brett Hazelgrove,19.48,2.25,7.21,2.0,26.3kg,$3.30,331,5,24/09/2023,albion-park
2,3,Slap Happy Chap (8),Lynette Williams,19.61,4.25,7.3,3.0,31.6kg,$11.00,331,5,24/09/2023,albion-park
3,4,Farmor Entitled (3),David Bailey,19.71,5.5,7.32,5.0,29.4kg,$4.75,331,5,24/09/2023,albion-park
4,5,Santa Maria (2),Bradley Woods,19.84,7.5,7.3,4.0,27.8kg,$4.90,331,5,24/09/2023,albion-park
5,6,Farmor Credible (6),Cecil Druery,20.11,11.25,7.35,6.0,27.3kg,$23.00,331,5,24/09/2023,albion-park
6,7,Rostron (5),Rod Herr,20.13,11.5,7.55,8.0,35.6kg,$41.00,331,5,24/09/2023,albion-park
7,8,Powder Keg (7),Stephen Woods,20.54,17.25,7.4,7.0,28.5kg,$14.00,331,5,24/09/2023,albion-park
8,1,Frida Ripple (4),Bradley Cook,16.2,0.0,5.55,31.0,24.7kg,$9.50,275,N,24/09/2023,cannington
9,2,Be Better (1),Colleen Pierson,16.33,1.75,5.64,54.0,26.9kg,$1.90,275,N,24/09/2023,cannington
10,3,Cameron Keeping (6),Bradley Cook,16.44,3.5,5.53,13.0,34.6kg,$4.25,275,N,24/09/2023,cannington
11,4,Zulu Mama (7),Phillip Worthington,16.48,4.0,5.57,45.0,26.8kg,$9.50,275,N,24/09/2023,cannington
12,5,Lightning Strike (5),Michael Rylands,16.49,4.25,5.54,22.0,30.8kg,$22.00,275,N,24/09/2023,cannington
13,6,Jeep Broker (8),Colleen Pierson,16.73,7.5,5.67,67.0,26.0kg,$8.50,275,N,24/09/2023,cannington
14,7,Westdale Buster (3),Barry Mcpherson,16.75,7.75,5.69,76.0,33.7kg,$17.00,275,N,24/09/2023,cannington
15,1,Mustang Sparkles (8),Peter Brown,22.22,0.0,6.64,221.0,31.5kg,$4.90,380,M,24/09/2023,cannington
16,2,Magic Entry (6),Timothy Gummow,22.32,1.5,6.77,333.0,27.7kg,$4.90,380,M,24/09/2023,cannington
17,3,Starlight Willow (2),Benjamin Maclean,22.37,2.0,6.83,444.0,23.8kg,$8.50,380,M,24/09/2023,cannington
18,4,Sunset Lightning (5),David Hobby,22.51,4.25,7.09,555.0,27.6kg,$8.00,380,M,24/09/2023,cannington
19,5,Not The Hair (4),Colleen Pierson,22.56,4.75,6.56,112.0,25.1kg,$3.20,380,M,24/09/2023,cannington
20,6,Yunderup Sky (7),Michael Rylands,22.59,5.25,7.1,666.0,34.8kg,$21.00,380,M,24/09/2023,cannington
21,7,Please Be Speedy (3),Geoffrey Reid,22.85,9.0,7.24,777.0,33.0kg,$17.00,380,M,24/09/2023,cannington
22,8,Ruby Sparkles (1),Peter Brown,23.31,15.5,7.24,888.0,27.1kg,$8.00,380,M,24/09/2023,cannington
23,1,Rethink It (2),Benjamin Maclean,15.96,0.0,5.46,11.0,26.7kg,$4.10,275,5,24/09/2023,cannington
24,2,Gray Grey (1),Jodie Reichard,16.21,3.5,5.69,54.0,25.2kg,$3.30,275,5,24/09/2023,cannington
25,3,Tiger Mickey (5),Ricky Valenti,16.25,4.25,5.59,22.0,33.1kg,$18.00,275,5,24/09/2023,cannington
26,4,Kiss Me Kiara (7),Karl Jovanovic,16.26,4.25,5.61,33.0,28.4kg,$2.50,275,5,24/09/2023,cannington
27,5,Maximum Sarah (4),Tony Williams,16.36,5.75,5.79,76.0,26.4kg,$9.50,275,5,24/09/2023,cannington
28,6,Hello I'm Aero (8),Benjamin Maclean,16.51,7.75,5.77,67.0,32.0kg,$41.00,275,5,24/09/2023,cannington
29,7,Wizard's Force (6),Colin Bainbridge,16.52,8.0,5.67,45.0,32.8kg,$34.00,275,5,24/09/2023,cannington
30,1,Sapphire Ripple (5),Bradley Cook,15.92,0.0,5.42,11.0,25.6kg,$9.00,275,4,24/09/2023,cannington
31,2,Baby Ricciardo (2),Lexia Isaac,16.09,2.25,5.57,53.0,28.9kg,$26.00,275,4,24/09/2023,cannington
32,3,Sheriff's Way (6),Benjamin Maclean,16.13,3.0,5.45,22.0,26.5kg,$7.00,275,4,24/09/2023,cannington
33,4,Cedar (3),Cosimo Dagostino,16.17,3.5,5.54,45.0,30.6kg,$3.30,275,4,24/09/2023,cannington
34,5,Fantasy Lee (1),Phillip Worthington,16.24,4.5,5.48,34.0,28.2kg,$6.50,275,4,24/09/2023,cannington
35,6,Diesel Fit Her (4),Margaret Hepple,16.29,5.25,5.58,66.0,30.8kg,$4.50,275,4,24/09/2023,cannington
36,7,Finloch Fernando (8),Benjamin Maclean,16.6,9.75,5.72,87.0,29.9kg,$9.00,275,4,24/09/2023,cannington
37,8,Hummingbird Hana (7),Benjamin Maclean,17.01,15.5,5.66,78.0,31.3kg,$10.00,275,4,24/09/2023,cannington
38,1,Squeeze Li (2),Michael Rylands,22.52,0.0,6.95,332.0,24.8kg,$20.00,380,N,24/09/2023,cannington
39,2,Circle The Sea (1),Damien Crudeli,22.53,0.1,6.87,211.0,33.3kg,$3.40,380,N,24/09/2023,cannington
40,3,Simone Keeping (8),Benjamin Maclean,22.56,0.75,6.86,123.0,29.2kg,$23.00,380,N,24/09/2023,cannington
41,4,Flaming Gas (7),Jennifer Thompson,22.67,2.0,7.02,544.0,32.2kg,$24.00,380,N,24/09/2023,cannington
42,5,Pad Up Dipper (4),Peter Brown,22.7,2.5,7.18,855.0,36.6kg,$3.00,380,N,24/09/2023,cannington
43,6,Canya Ramesses (3),Brett Mazgaltsidis,23.29,11.0,7.08,677.0,32.1kg,$3.70,380,N,24/09/2023,cannington
