,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
0,1,Like The Wind (2),Stephen Woods,19.13,0.0,7.15,1.0,25.5kg,$2.40,331,5PWNP,28/05/2023,albion-park
1,2,Stardust Dreams (7),Stephen Woods,19.56,6.0,7.35,5.0,31.0kg,$9.00,331,5PWNP,28/05/2023,albion-park
2,3,Cuckoo Coconuts (8),George Kadniak,19.8,9.5,7.32,3.0,24.0kg,$41.00,331,5PWNP,28/05/2023,albion-park
3,4,Our Archie Boy (1),Reginald Hazelgrove,19.81,9.75,7.34,4.0,31.0kg,$1.70,331,5PWNP,28/05/2023,albion-park
4,5,Magique Noir (6),Desmond Heilbronn,19.86,10.25,7.32,2.0,26.8kg,$14.00,331,5PWNP,28/05/2023,albion-park
5,6,Wild Eyes (5),George Kadniak,20.04,13.0,7.39,6.0,30.2kg,$90.00,331,5PWNP,28/05/2023,albion-park
6,7,Class Of Twenty (3),George Kadniak,20.13,14.25,7.51,7.0,23.5kg,$101.00,331,5PWNP,28/05/2023,albion-park
7,1,Homebush Daisy (2),John T Mcinerney,22.77,0.0,5.39,111.0,25.4kg,$2.25,390,C0,28/05/2023,ascot-park
8,2,Mayfield Sook (8),Richard P Breen,22.98,3.3,,322.0,30.5kg,$6.00,390,C0,28/05/2023,ascot-park
9,3,Alpha Rascal (3),John T Mcinerney,23.06,4.6,,233.0,24.6kg,$22.00,390,C0,28/05/2023,ascot-park
10,4,Mayfield Pi (4),Richard P Breen,23.28,8.1,,644.0,28.2kg,$11.00,390,C0,28/05/2023,ascot-park
11,5,Mayfield Carbon (1),Richard P Breen,23.34,9.1,,565.0,29.7kg,$7.00,390,C0,28/05/2023,ascot-park
12,6,Mitcham Kev (7),John T Mcinerney,23.44,10.6,,456.0,36.1kg,$8.00,390,C0,28/05/2023,ascot-park
13,7,Homebush Cookie (6),John T Mcinerney,23.52,11.9,,777.0,26.2kg,$13.00,390,C0,28/05/2023,ascot-park
14,8,Homebush Mitch (5),John T Mcinerney,23.85,17.2,,888.0,26.9kg,$10.00,390,C0,28/05/2023,ascot-park
