,Place,DogName,Box,Weight,StartPrice,PIR,Split,RunTime,RaceId,Distance,RaceGrade,Track,date,TrainerLName,TrainerFName
0,1.0,raine allen,1.0,27.4,2.4,111,6.68,28.66,335811282,500,Restricted Win,bendigo,2018-07-01,Grenfell,C
1,2.0,surf a lot,2.0,32.8,6.3,332,7.01,28.82,335811282,500,Restricted Win,bendigo,2018-07-01,Tyley,C
2,3.0,pingin' bee,6.0,25.5,9.3,443,7.24,28.93,335811282,500,Restricted Win,bendigo,2018-07-01,Dapiran,P
3,4.0,lucas the great,7.0,32.2,9.1,655,7.31,29.03,335811282,500,Restricted Win,bendigo,2018-07-01,Hamilton,E
4,5.0,quavo,4.0,28.9,3.4,766,7.38,29.05,335811282,500,Restricted Win,bendigo,2018-07-01,Dapiran,P
5,6.0,nellie shan,8.0,29.9,36.3,224,6.79,29.14,335811282,500,Restricted Win,bendigo,2018-07-01,Tolson,R
6,1.0,big flood,5.0,34.7,2.6,111,6.52,23.64,335811293,425,S/E Heat,bendigo,2018-07-01,Thompson,S
7,2.0,rock up top,4.0,32.3,8.1,322,6.66,23.83,335811293,425,S/E Heat,bendigo,2018-07-01,Britton,R
8,3.0,vanda mick,2.0,31.2,17.5,654,6.8,23.9,335811293,425,S/E Heat,bendigo,2018-07-01,Ellis,M
9,4.0,black mumbo,8.0,34.9,4.6,537,6.77,23.98,335811293,425,S/E Heat,bendigo,2018-07-01,Karabitsakos,A
10,5.0,fast car driving,6.0,29.9,4.3,876,6.85,24.18,335811293,425,S/E Heat,bendigo,2018-07-01,Britton,J
11,6.0,dr. mortikye,3.0,33.2,67.2,765,6.82,24.32,335811293,425,S/E Heat,bendigo,2018-07-01,Gill,J
12,7.0,turbo tom,1.0,32.9,8.9,243,6.59,24.58,335811293,425,S/E Heat,bendigo,2018-07-01,Abela,P
13,8.0,poor old frank,7.0,32.7,25.4,488,6.73,24.64,335811293,425,S/E Heat,bendigo,2018-07-01,Vincent,N
14,1.0,black forge,5.0,33.3,2.7,111,6.5,23.76,335811292,425,S/E Heat,bendigo,2018-07-01,Sultana,D
15,2.0,slingshot whippa,4.0,28.7,5.8,322,6.61,23.91,335811292,425,S/E Heat,bendigo,2018-07-01,Britton,R
16,3.0,my name's david,3.0,36.0,15.1,543,6.66,23.96,335811292,425,S/E Heat,bendigo,2018-07-01,Ferguson,A
17,4.0,are you,6.0,32.0,20.6,864,6.79,24.02,335811292,425,S/E Heat,bendigo,2018-07-01,Hamilton,E
18,5.0,petadale,2.0,35.7,6.8,235,6.59,24.16,335811292,425,S/E Heat,bendigo,2018-07-01,Douch,D
19,6.0,kouta mayhem,7.0,34.9,3.6,456,6.66,24.16,335811292,425,S/E Heat,bendigo,2018-07-01,Sharp,J
20,7.0,hogwash,8.0,30.2,18.6,777,6.75,24.4,335811292,425,S/E Heat,bendigo,2018-07-01,French,C
21,8.0,apache bro,1.0,34.9,24.9,688,6.72,24.48,335811292,425,S/E Heat,bendigo,2018-07-01,Galea,J
22,1.0,bernardo,3.0,34.0,2.6,111,6.53,23.75,335811291,425,S/E Heat,bendigo,2018-07-01,McMahon,W
23,2.0,nervous an weird,5.0,34.5,2.7,422,6.58,24.0,335811291,425,S/E Heat,bendigo,2018-07-01,Terry,A
24,3.0,chief's empire,2.0,34.4,4.7,243,6.54,24.04,335811291,425,S/E Heat,bendigo,2018-07-01,Brown,D
25,4.0,slingshot gypsy,7.0,25.7,13.6,334,6.57,24.27,335811291,425,S/E Heat,bendigo,2018-07-01,Britton,R
26,5.0,circus oasis,8.0,33.3,16.6,666,6.67,24.35,335811291,425,S/E Heat,bendigo,2018-07-01,Dapiran,P
27,6.0,main one,4.0,31.8,38.3,555,6.65,24.35,335811291,425,S/E Heat,bendigo,2018-07-01,Galea,R
28,7.0,tristan cannon,1.0,32.7,14.8,777,6.84,24.52,335811291,425,S/E Heat,bendigo,2018-07-01,Ennis,B
29,1.0,vanderworp,1.0,29.9,2.6,222,6.53,23.82,335811288,425,S/E Heat,bendigo,2018-07-01,Halse,C
30,2.0,milky jones,2.0,35.7,10.6,333,6.64,23.85,335811288,425,S/E Heat,bendigo,2018-07-01,Britton,J
31,3.0,zoom out,6.0,26.9,3.0,111,6.48,23.88,335811288,425,S/E Heat,bendigo,2018-07-01,Mallia-Magri,M
32,4.0,tiempo dinero,4.0,39.4,15.3,544,6.67,24.01,335811288,425,S/E Heat,bendigo,2018-07-01,Carter,M
33,5.0,zipping dash,7.0,32.2,31.6,665,6.71,24.38,335811288,425,S/E Heat,bendigo,2018-07-01,Winter,R
34,6.0,lightning frank,8.0,32.9,3.7,456,6.66,24.44,335811288,425,S/E Heat,bendigo,2018-07-01,Wright,M
35,1.0,orson allen,8.0,31.6,4.4,642,6.73,23.69,335811287,425,S/E Heat,bendigo,2018-07-01,Grenfell,C
36,2.0,mepunga  molly,4.0,28.3,15.7,433,6.61,23.94,335811287,425,S/E Heat,bendigo,2018-07-01,Britton,J
37,3.0,despacito,5.0,32.7,4.8,355,6.57,23.99,335811287,425,S/E Heat,bendigo,2018-07-01,Thompson,S
38,4.0,chief's sidekick,3.0,33.3,2.4,214,6.47,24.02,335811287,425,S/E Heat,bendigo,2018-07-01,Brown,D
39,5.0,kulu zipster,1.0,28.6,6.5,121,6.45,24.04,335811287,425,S/E Heat,bendigo,2018-07-01,Azzopardi,A
40,6.0,mallee spring,6.0,31.8,44.7,776,6.77,24.2,335811287,425,S/E Heat,bendigo,2018-07-01,McMahon,J
41,7.0,slingshot maxi,7.0,30.8,17.7,867,6.8,24.41,335811287,425,S/E Heat,bendigo,2018-07-01,Britton,R
42,8.0,freddy perfect,2.0,35.2,33.7,588,6.7,24.65,335811287,425,S/E Heat,bendigo,2018-07-01,Carter,M
43,1.0,aston duke,7.0,33.1,2.2,533,6.67,23.76,335811289,425,S/E Heat,bendigo,2018-07-01,Thompson,S
44,2.0,shayna powers,5.0,25.8,25.5,222,6.49,23.89,335811289,425,S/E Heat,bendigo,2018-07-01,Reid,T
45,3.0,mayor digby,6.0,33.1,26.6,111,6.42,23.89,335811289,425,S/E Heat,bendigo,2018-07-01,Brown,D
46,4.0,degani,4.0,34.4,4.0,775,6.69,23.93,335811289,425,S/E Heat,bendigo,2018-07-01,McMahon,W
47,5.0,sterling archer,2.0,33.2,4.4,464,6.67,24.13,335811289,425,S/E Heat,bendigo,2018-07-01,Ennis,B
48,6.0,to the galo's,1.0,33.4,10.7,686,6.68,24.18,335811289,425,S/E Heat,bendigo,2018-07-01,Smith,P
49,7.0,mustang sammy,8.0,32.7,21.8,847,6.73,24.32,335811289,425,S/E Heat,bendigo,2018-07-01,Van-Konynenburg,J
50,8.0,gotham queen,3.0,29.1,19.8,358,6.6,24.34,335811289,425,S/E Heat,bendigo,2018-07-01,Lithgow,S
51,1.0,striker light,1.0,29.5,1.6,311,6.46,23.82,335811286,425,S/E Heat,bendigo,2018-07-01,Bravo,B
52,2.0,extra gear,8.0,32.0,21.9,434,6.5,23.87,335811286,425,S/E Heat,bendigo,2018-07-01,Henness,R
53,3.0,italian plastic,2.0,31.8,3.4,553,6.55,23.91,335811286,425,S/E Heat,bendigo,2018-07-01,Manolitsis,H
54,4.0,fully loaded,3.0,30.4,9.7,122,6.44,23.92,335811286,425,S/E Heat,bendigo,2018-07-01,Wakefield,N
55,5.0,mini diva,4.0,27.0,27.4,245,6.46,24.06,335811286,425,S/E Heat,bendigo,2018-07-01,Brown,D
56,6.0,racketeer,6.0,36.0,55.3,766,6.6,24.09,335811286,425,S/E Heat,bendigo,2018-07-01,Lock,B
57,7.0,wanda bale,5.0,28.2,63.9,877,6.69,24.46,335811286,425,S/E Heat,bendigo,2018-07-01,Marshall,M
58,8.0,penny pop,7.0,26.2,25.3,688,6.59,24.69,335811286,425,S/E Heat,bendigo,2018-07-01,Sharp,J
59,1.0,peter galo,7.0,34.1,2.6,111,6.55,23.91,335811290,425,S/E Heat,bendigo,2018-07-01,Selkrig,G
60,2.0,hone in,3.0,32.9,4.9,222,6.55,23.92,335811290,425,S/E Heat,bendigo,2018-07-01,Bravo,B
61,3.0,belt up bubbs,6.0,38.8,5.1,733,6.67,24.0,335811290,425,S/E Heat,bendigo,2018-07-01,Ennis,B
62,4.0,peter yap,4.0,32.6,39.7,655,6.66,24.14,335811290,425,S/E Heat,bendigo,2018-07-01,Henness,R
63,5.0,pants on fire,5.0,29.5,13.0,544,6.61,24.17,335811290,425,S/E Heat,bendigo,2018-07-01,Azzopardi,A
64,6.0,dyna forrest,8.0,31.0,13.3,866,6.7,24.41,335811290,425,S/E Heat,bendigo,2018-07-01,Grenfell,C
65,7.0,kouta gold,2.0,33.5,7.8,488,6.56,24.71,335811290,425,S/E Heat,bendigo,2018-07-01,Sharp,J
66,8.0,demand a panda,1.0,34.0,10.2,377,6.56,24.72,335811290,425,S/E Heat,bendigo,2018-07-01,McMahon,W
67,1.0,fat rhino,3.0,33.0,17.2,411,6.81,28.32,335811284,500,Grade 5 Heat,bendigo,2018-07-01,Redenbach,C
68,2.0,oh so sleek,1.0,34.7,3.5,232,6.8,28.37,335811284,500,Grade 5 Heat,bendigo,2018-07-01,Vassallo,W
69,3.0,miriam,8.0,28.1,5.1,565,6.86,28.57,335811284,500,Grade 5 Heat,bendigo,2018-07-01,McMahon,W
70,4.0,kraken aye kay,6.0,32.6,56.0,123,6.66,28.59,335811284,500,Grade 5 Heat,bendigo,2018-07-01,Hall,B
71,5.0,vital force,4.0,32.1,20.8,644,6.89,28.67,335811284,500,Grade 5 Heat,bendigo,2018-07-01,Presutto,P
72,6.0,percy's empire,2.0,32.1,1.9,886,7.07,28.97,335811284,500,Grade 5 Heat,bendigo,2018-07-01,Brown,D
73,7.0,argyle lucifer,5.0,31.7,48.8,357,6.8,29.16,335811284,500,Grade 5 Heat,bendigo,2018-07-01,Morgan,R
74,8.0,crump's princess,7.0,27.2,42.2,778,6.93,29.18,335811284,500,Grade 5 Heat,bendigo,2018-07-01,Sharp,J
75,1.0,rixy ya pest,1.0,28.4,7.4,111,6.52,28.12,335811285,500,Grade 5 Heat,bendigo,2018-07-01,Wright,M
76,2.0,my american girl,7.0,31.9,2.4,222,6.56,28.42,335811285,500,Grade 5 Heat,bendigo,2018-07-01,Terry,A
77,3.0,go commando,5.0,35.2,7.1,333,6.63,28.55,335811285,500,Grade 5 Heat,bendigo,2018-07-01,Sharp,J
78,4.0,annasay,3.0,30.8,7.7,775,6.8,28.61,335811285,500,Grade 5 Heat,bendigo,2018-07-01,McMahon,W
79,5.0,looking down,2.0,29.3,39.8,564,6.73,28.68,335811285,500,Grade 5 Heat,bendigo,2018-07-01,Henness,R
80,6.0,dr. leonardo,8.0,31.8,49.4,887,6.86,28.71,335811285,500,Grade 5 Heat,bendigo,2018-07-01,McMahon,W
81,7.0,barooga brett,6.0,34.0,3.8,446,6.66,28.71,335811285,500,Grade 5 Heat,bendigo,2018-07-01,Ennis,B
82,8.0,ice cold yug,4.0,34.3,18.5,658,6.73,28.76,335811285,500,Grade 5 Heat,bendigo,2018-07-01,Willcocks,D
83,1.0,double que,1.0,27.3,2.9,422,6.64,24.01,335811283,425,Mixed 4/5,bendigo,2018-07-01,Thompson,S
84,2.0,leica cali king,2.0,37.0,2.2,111,6.55,24.11,335811283,425,Mixed 4/5,bendigo,2018-07-01,Terry,A
85,3.0,twenty tamar,5.0,30.9,28.4,233,6.62,24.12,335811283,425,Mixed 4/5,bendigo,2018-07-01,Burke,G
86,4.0,brazilian brae,3.0,28.5,6.9,344,6.64,24.16,335811283,425,Mixed 4/5,bendigo,2018-07-01,Debattista,A
87,5.0,aeroplane bob,7.0,34.9,11.6,555,6.71,24.29,335811283,425,Mixed 4/5,bendigo,2018-07-01,Condon,D
88,6.0,lockrod,8.0,31.9,16.7,777,6.87,24.57,335811283,425,Mixed 4/5,bendigo,2018-07-01,Galea,T
89,7.0,bar king buddy,6.0,33.6,38.1,888,6.88,24.59,335811283,425,Mixed 4/5,bendigo,2018-07-01,Dalton,A
90,8.0,super serena,4.0,28.4,38.7,666,6.73,24.69,335811283,425,Mixed 4/5,bendigo,2018-07-01,Selkrig,G
91,1.0,axel footluce,1.0,30.7,4.3,2111,5.24,29.78,336127919,515,Maiden Heat,sandown (sap),2018-07-01,Britton,J
92,2.0,barnhurst,8.0,26.3,6.0,1222,5.2,30.07,336127919,515,Maiden Heat,sandown (sap),2018-07-01,Britton,R
93,3.0,miss malaysia,4.0,24.7,28.5,6454,5.46,30.42,336127919,515,Maiden Heat,sandown (sap),2018-07-01,Frost,P
94,4.0,crackerjack skip,7.0,35.3,6.9,3333,5.27,30.42,336127919,515,Maiden Heat,sandown (sap),2018-07-01,Britton,J
95,5.0,disco hips,3.0,33.0,6.7,5545,5.39,30.49,336127919,515,Maiden Heat,sandown (sap),2018-07-01,Clifton,G
96,6.0,never duplicated,2.0,30.9,2.4,4666,5.31,30.94,336127919,515,Maiden Heat,sandown (sap),2018-07-01,Greenough,K
97,7.0,what feeling,6.0,24.6,29.5,7777,5.71,31.52,336127919,515,Maiden Heat,sandown (sap),2018-07-01,Uglietta,J
98,1.0,often imitated,7.0,30.9,5.0,1111,5.06,29.49,336127920,515,Maiden Heat,sandown (sap),2018-07-01,Greenough,B
99,2.0,grey ghost,4.0,33.4,3.2,2333,5.24,30.05,336127920,515,Maiden Heat,sandown (sap),2018-07-01,Britton,J
100,3.0,lorenza,2.0,26.9,30.3,3222,5.27,30.17,336127920,515,Maiden Heat,sandown (sap),2018-07-01,Ghirxi,A
101,4.0,loading zone,6.0,30.8,4.8,7644,5.5,30.31,336127920,515,Maiden Heat,sandown (sap),2018-07-01,Jordan,K
102,5.0,hill top hood,1.0,30.8,12.4,6776,5.43,30.55,336127920,515,Maiden Heat,sandown (sap),2018-07-01,Britton,R
103,6.0,jazzy footluce,3.0,27.6,9.3,4455,5.29,30.55,336127920,515,Maiden Heat,sandown (sap),2018-07-01,Britton,J
104,7.0,texas,8.0,37.2,4.2,5567,5.41,30.69,336127920,515,Maiden Heat,sandown (sap),2018-07-01,Garland,I
105,1.0,blue shadows,2.0,34.2,2.3,1111,5.15,29.58,336127921,515,Maiden Heat,sandown (sap),2018-07-01,Langton,A
106,2.0,bula bang bang,5.0,30.0,7.7,8554,5.47,30.56,336127921,515,Maiden Heat,sandown (sap),2018-07-01,Briganti,M
107,3.0,notorious king,3.0,29.5,20.2,5333,5.4,30.57,336127921,515,Maiden Heat,sandown (sap),2018-07-01,Mannion,S
108,4.0,lobster hill,6.0,29.9,7.9,3222,5.33,30.75,336127921,515,Maiden Heat,sandown (sap),2018-07-01,Britton,R
109,5.0,play that song,1.0,30.7,5.3,2445,5.22,30.97,336127921,515,Maiden Heat,sandown (sap),2018-07-01,Britton,J
110,6.0,cut footluce,8.0,31.2,7.5,7666,5.47,30.99,336127921,515,Maiden Heat,sandown (sap),2018-07-01,Britton,J
111,7.0,darcon flash,7.0,29.0,67.8,4777,5.38,31.37,336127921,515,Maiden Heat,sandown (sap),2018-07-01,Conway,R
112,8.0,happy days,4.0,33.0,9.6,6888,5.45,31.44,336127921,515,Maiden Heat,sandown (sap),2018-07-01,Jordan,K
113,1.0,midnight storm,3.0,28.1,3.2,1111,5.13,30.34,336127917,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Ferris,R
114,2.0,fifty dollar,4.0,31.9,7.7,6543,5.38,30.4,336127917,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Jack,S
115,3.0,bold reflection,6.0,26.3,6.8,2222,5.2,30.42,336127917,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Mallia,S
116,4.0,temujin,2.0,32.2,7.5,5665,5.35,30.45,336127917,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Gay,V
117,5.0,run rita run,1.0,26.6,4.3,3454,5.31,30.46,336127917,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Bunn,D
118,6.0,tiggerlong ring,7.0,27.7,4.4,4336,5.31,30.87,336127917,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Ferguson,S
119,1.0,over and away,1.0,31.3,1.8,3111,5.23,30.01,336127914,515,Restricted Win,sandown (sap),2018-07-01,Callus,J
120,2.0,why not kez,7.0,28.0,20.1,1222,5.17,30.26,336127914,515,Restricted Win,sandown (sap),2018-07-01,Carter,L
121,3.0,water colour,8.0,33.6,5.6,6653,5.35,30.26,336127914,515,Restricted Win,sandown (sap),2018-07-01,Reynolds,J
122,4.0,talbragar river,2.0,29.5,11.7,4545,5.3,30.4,336127914,515,Restricted Win,sandown (sap),2018-07-01,Mills,B
123,5.0,dyna drew,5.0,30.4,5.9,8334,5.54,30.47,336127914,515,Restricted Win,sandown (sap),2018-07-01,Collins,S
124,6.0,nimble foot,4.0,30.8,11.2,7776,5.37,30.53,336127914,515,Restricted Win,sandown (sap),2018-07-01,Morrissey,M
125,7.0,rockin' joe,3.0,32.6,22.6,5887,5.32,30.55,336127914,515,Restricted Win,sandown (sap),2018-07-01,Mannion,G
126,8.0,cersei,6.0,24.8,39.6,2468,5.18,30.79,336127914,515,Restricted Win,sandown (sap),2018-07-01,Cortese,C
127,1.0,soda flash,4.0,33.1,2.5,3322,9.48,34.44,336127915,595,Mixed 4/5,sandown (sap),2018-07-01,Britton,R
128,2.0,dyna carmen,1.0,26.4,2.7,1111,9.25,34.49,336127915,595,Mixed 4/5,sandown (sap),2018-07-01,Collins,S
129,3.0,fantastic ghost,7.0,31.2,11.4,4443,9.51,34.93,336127915,595,Mixed 4/5,sandown (sap),2018-07-01,Greenough,J
130,4.0,kuta's lad,3.0,30.9,19.0,2234,9.43,34.95,336127915,595,Mixed 4/5,sandown (sap),2018-07-01,Mackie,B
131,5.0,flying danger,5.0,35.1,12.3,7665,9.74,35.11,336127915,595,Mixed 4/5,sandown (sap),2018-07-01,Erenshaw,T
132,6.0,all dolled up,6.0,26.4,6.1,6556,9.6,35.24,336127915,595,Mixed 4/5,sandown (sap),2018-07-01,James,S
133,7.0,rellim diesel,2.0,30.2,28.0,5777,9.53,35.27,336127915,595,Mixed 4/5,sandown (sap),2018-07-01,Bate,R
134,1.0,destini cavalier,6.0,36.4,6.1,4532,5.34,29.87,336127923,515,Grade 5,sandown (sap),2018-07-01,Britton,R
135,2.0,dyna arrow,2.0,31.6,4.2,1111,5.15,29.91,336127923,515,Grade 5,sandown (sap),2018-07-01,Collins,S
136,3.0,dyna xerox,1.0,30.4,4.8,5344,5.36,30.09,336127923,515,Grade 5,sandown (sap),2018-07-01,Collins,H
137,4.0,tiggerlong zorro,3.0,29.1,19.7,2223,5.17,30.12,336127923,515,Grade 5,sandown (sap),2018-07-01,Grenfell,C
138,5.0,surf in vane,8.0,31.7,11.2,3455,5.31,30.15,336127923,515,Grade 5,sandown (sap),2018-07-01,Frost,P
139,6.0,gehring bale,7.0,34.3,5.8,7766,5.42,30.26,336127923,515,Grade 5,sandown (sap),2018-07-01,Collins,S
140,7.0,pop the trunk,5.0,33.8,3.8,6677,5.37,30.55,336127923,515,Grade 5,sandown (sap),2018-07-01,Jordan,K
141,1.0,fernando express,7.0,32.1,1.5,2111,5.11,29.45,336127922,515,Grade 4,sandown (sap),2018-07-01,Britton,R
142,2.0,khaleesi girl,3.0,26.0,11.9,1222,5.04,29.75,336127922,515,Grade 4,sandown (sap),2018-07-01,Cortese,M
143,3.0,our didda,6.0,31.4,19.4,5333,5.2,29.78,336127922,515,Grade 4,sandown (sap),2018-07-01,Bauer,S
144,4.0,loch monster,2.0,31.5,33.3,6444,5.27,29.99,336127922,515,Grade 4,sandown (sap),2018-07-01,Ferguson,S
145,5.0,tobacco leaf,4.0,38.6,3.1,7666,5.34,30.14,336127922,515,Grade 4,sandown (sap),2018-07-01,Briganti,M
146,6.0,boil over,8.0,32.9,35.4,3555,5.15,30.17,336127922,515,Grade 4,sandown (sap),2018-07-01,Scott,A
147,7.0,cataleya,1.0,27.9,35.2,4777,5.2,30.87,336127922,515,Grade 4,sandown (sap),2018-07-01,Currie,T
148,1.0,sarah smirnoff,1.0,27.8,4.4,2111,5.18,30.41,336127925,515,Grade 7,sandown (sap),2018-07-01,Varchione,A
149,2.0,queen of gems,2.0,27.5,9.1,1222,5.17,30.45,336127925,515,Grade 7,sandown (sap),2018-07-01,Smyth,K
150,3.0,irinka jenna,6.0,27.6,4.4,5444,5.35,30.62,336127925,515,Grade 7,sandown (sap),2018-07-01,Schmidt,M
151,4.0,poppy yaala,4.0,24.4,13.8,3333,5.21,30.75,336127925,515,Grade 7,sandown (sap),2018-07-01,Welsh,A
152,5.0,mighty josiah,8.0,25.7,6.4,6766,5.4,30.8,336127925,515,Grade 7,sandown (sap),2018-07-01,Bosnich,J
153,6.0,mickie raven,7.0,31.3,18.5,8555,5.48,30.89,336127925,515,Grade 7,sandown (sap),2018-07-01,Dunne,R
154,7.0,rapanui surprise,3.0,27.9,7.4,4888,5.3,31.28,336127925,515,Grade 7,sandown (sap),2018-07-01,Schmidt,M
155,8.0,superior bont,5.0,31.3,5.0,7677,5.41,31.39,336127925,515,Grade 7,sandown (sap),2018-07-01,Condon,D
156,1.0,zipping megan,2.0,25.9,10.0,1121,5.16,30.2,336127924,515,Grade 5,sandown (sap),2018-07-01,Sayle,J
157,2.0,vens revenge,7.0,33.7,6.6,2434,5.21,30.27,336127924,515,Grade 5,sandown (sap),2018-07-01,Wisener,V
158,3.0,wise lewis,3.0,32.0,4.7,5543,5.3,30.29,336127924,515,Grade 5,sandown (sap),2018-07-01,Britton,J
159,4.0,nareen,4.0,30.1,15.3,8765,5.53,30.31,336127924,515,Grade 5,sandown (sap),2018-07-01,Ireland,D
160,5.0,zipping maisy,1.0,29.0,1.9,4212,5.28,30.37,336127924,515,Grade 5,sandown (sap),2018-07-01,Collins,S
161,6.0,monaro joe,5.0,33.3,27.5,7676,5.39,30.52,336127924,515,Grade 5,sandown (sap),2018-07-01,Fisher,R
162,7.0,kayley's comet,6.0,27.2,14.0,6887,5.37,30.58,336127924,515,Grade 5,sandown (sap),2018-07-01,Bauer,S
163,8.0,porscha's girl,8.0,25.6,45.9,3358,5.23,30.98,336127924,515,Grade 5,sandown (sap),2018-07-01,Cortese,D
164,1.0,destini ferrari,2.0,37.2,4.5,4222,5.3,29.96,336127916,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Britton,R
165,2.0,impala,3.0,29.5,3.3,1111,5.2,30.0,336127916,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Briganti,M
166,3.0,tanoan creek,1.0,33.0,3.6,6543,5.37,30.24,336127916,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Wisener,V
167,4.0,loch mac,6.0,30.7,9.7,3455,5.29,30.51,336127916,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Grenfell,C
168,5.0,rhino rex,8.0,33.0,7.6,5334,5.35,30.6,336127916,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Jordan,K
169,6.0,mahi indian,7.0,37.3,6.7,2666,5.29,30.66,336127916,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Kelly,P
170,1.0,miles per gallon,6.0,30.3,2.7,2221,5.18,29.97,336127918,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Mackie,B
171,2.0,give away king,2.0,33.2,9.9,5544,5.34,30.16,336127918,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Bosnich,J
172,3.0,spazzy blue,1.0,29.7,8.0,3332,5.25,30.19,336127918,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Cortese,D
173,4.0,magical bling,3.0,34.3,2.1,1113,5.16,30.27,336127918,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Kas,C
174,5.0,flying storm,8.0,29.8,12.0,6666,5.34,30.4,336127918,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Selleck,D
175,6.0,jungle jacqui,7.0,29.7,22.0,4455,5.34,30.51,336127918,515,Grade 5 No Penalty,sandown (sap),2018-07-01,Mallia,S
176,1.0,cavernando,6.0,29.7,2.2,111,5.29,25.23,335811301,440,Maiden,sale,2018-07-01,Veleski,B
177,2.0,invictus tilly,5.0,26.0,11.3,322,5.4,25.27,335811301,440,Maiden,sale,2018-07-01,Whelan,M
178,3.0,my uncle bob,8.0,30.1,10.4,653,5.52,25.54,335811301,440,Maiden,sale,2018-07-01,Toner,B
179,4.0,cosmic lucy,7.0,26.5,7.2,867,5.62,26.08,335811301,440,Maiden,sale,2018-07-01,Despard,D
180,5.0,urban image,2.0,26.5,5.6,235,5.33,26.12,335811301,440,Maiden,sale,2018-07-01,Sciortino,G
181,6.0,secret of mine,1.0,30.1,6.1,576,5.5,26.18,335811301,440,Maiden,sale,2018-07-01,Bean,R
182,7.0,stilton storm,4.0,26.3,54.8,788,5.55,26.39,335811301,440,Maiden,sale,2018-07-01,Johnston,D
183,8.0,prince ferno,3.0,30.8,19.6,444,5.47,26.53,335811301,440,Maiden,sale,2018-07-01,Fulford,C
184,1.0,hands of steel,1.0,31.2,6.9,211,5.43,25.6,335811302,440,Maiden,sale,2018-07-01,O'Keeffe,G
185,2.0,kireina,8.0,28.2,9.6,133,5.36,25.7,335811302,440,Maiden,sale,2018-07-01,Johnston,D
186,3.0,miss hot rocks,4.0,27.3,3.8,722,7.11,25.76,335811302,440,Maiden,sale,2018-07-01,Sciortino,G
187,4.0,soda maxi,3.0,30.7,15.5,855,7.46,26.26,335811302,440,Maiden,sale,2018-07-01,Johannsen,C
188,5.0,grande fratello,2.0,31.9,3.1,566,6.76,26.27,335811302,440,Maiden,sale,2018-07-01,Harper,B
189,6.0,lisa pizza,7.0,27.5,53.6,444,6.27,26.29,335811302,440,Maiden,sale,2018-07-01,Despard,D
190,7.0,stilton ali,5.0,29.3,16.6,677,6.97,26.59,335811302,440,Maiden,sale,2018-07-01,Johnston,D
191,1.0,benny's entity,7.0,35.3,1.3,111,9.48,29.76,335811297,520,Restricted Win,sale,2018-07-01,Smith,L
192,2.0,it's a date,1.0,33.7,29.0,222,9.83,30.36,335811297,520,Restricted Win,sale,2018-07-01,Stevens,W
193,3.0,frosty blaze,3.0,30.5,5.6,553,10.08,30.51,335811297,520,Restricted Win,sale,2018-07-01,O'Keeffe,G
194,4.0,swift gem,8.0,27.0,6.3,445,10.01,30.53,335811297,520,Restricted Win,sale,2018-07-01,Russell,B
195,5.0,ivalise allen,4.0,25.1,48.8,334,9.97,30.58,335811297,520,Restricted Win,sale,2018-07-01,Kennedy-Harris,T
196,6.0,blue tornado,6.0,34.1,30.7,666,10.22,30.65,335811297,520,Restricted Win,sale,2018-07-01,Stevens,F
197,1.0,empty chamber,2.0,31.6,18.1,744,5.55,25.35,334309830,440,Mixed 6/7 Final,sale,2018-07-01,Dean,D
198,2.0,lonnie mach,8.0,30.1,4.2,232,5.34,25.45,334309830,440,Mixed 6/7 Final,sale,2018-07-01,Thomson,P
199,3.0,maverick typhoon,4.0,32.7,7.8,355,5.36,25.48,334309830,440,Mixed 6/7 Final,sale,2018-07-01,Cartechini,M
200,4.0,head loch,3.0,33.6,3.2,511,5.4,25.49,334309830,440,Mixed 6/7 Final,sale,2018-07-01,Clark,R
201,5.0,layback cruiser,1.0,32.1,4.0,123,5.32,25.6,334309830,440,Mixed 6/7 Final,sale,2018-07-01,Grima,J
202,6.0,lakeview grace,6.0,29.1,20.8,677,5.54,25.78,334309830,440,Mixed 6/7 Final,sale,2018-07-01,Whelan,M
203,7.0,urban shiraz,5.0,24.6,12.4,466,5.39,25.8,334309830,440,Mixed 6/7 Final,sale,2018-07-01,Sciortino,G
204,8.0,somerton may,7.0,26.7,15.2,888,5.56,26.02,334309830,440,Mixed 6/7 Final,sale,2018-07-01,Delaney,M
205,1.0,dewana dimie,6.0,28.5,19.2,4432,6.32,38.07,335811300,650,Special Event,sale,2018-07-01,Dewan,M
