,DogName,RunTime,Split,Place,Date,RaceId,Distance,Weight,StartPrice,mean_place,mean_in_race_pos,time_z_avg,split_z_avg,pred_split1,t1,t2,t3,t4,t5,last_5_avg,in_form,ctime_z_avg,csplit_z_avg,pred_split2,at_cas_dist_time,at_cas_dist_time_avg,at_cas_perc,in_form2,faster_inside,next_to_faster,collision,first_out,pir1,pir2,pir3,Win,b1,b2,b3,b4,b5,b6,b7,b8,i1,i2,price
7491,ruby yap,18.32,7.25,7,2023-09-16,6865,324,26.4,101.0,4.4375,0.4245689655172411,0.1432732581762165,-0.3124295705071717,7.095505874059249,0.1103815333938987,-0.1240306430177244,-0.4992483682924754,0.7128539572909178,0.7128539572909178,0.1825620873331069,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,0,1,-1.0,-0.609375,-0.53125,0,0,0,0,1,0,0,0,0,0,1,81.0
7492,ibrox cooper,18.18,7.29,6,2023-09-16,6865,324,29.9,81.0,4.0,0.0,-0.2050894053849494,-0.3845714938349193,7.071457588144831,0.6192655074139143,-0.571686810115346,0.4987268888002625,0.4233087924957052,0.4233087924957052,0.2785846342180482,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,-0.2567567567567567,-0.0135135135135135,-0.1756756756756756,0,0,0,0,0,0,0,1,0,0,0,46.0
7493,wookey,17.96,7.08,5,2023-09-16,6865,324,29.8,12.0,3.44,0.56,-0.5819756001602885,-0.7262184581637438,6.95757063447094,-1.5629300009472924,-0.0705903449170493,1.0270903804148388,0.1005282104871644,-0.6971426255305856,-0.2406088760985848,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,0.44,-0.24,-0.8,0,0,0,0,0,1,0,0,0,0,1,11.0
7494,luai banner,17.87,7.21,4,2023-09-16,6865,324,33.2,2.7,1.7142857142857142,0.0,-0.6731547377866802,-0.2778637022621409,7.107028298803321,-1.0301818684398218,-0.9686647913320272,1.5030447120478183,-1.126629106712854,-1.126629106712854,-0.5498120322299477,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,1.1428571428571428,-0.1428571428571428,0.0,0,0,0,0,0,0,0,0,1,0,0,2.8
7495,river john,17.85,7.08,3,2023-09-16,6865,324,27.5,31.0,4.045454545454546,-1.4454545454545458,-0.3705039713713001,-0.198136949219103,7.133604964128652,-1.4861683699235546,0.1260632287960951,-1.1425880364491023,-0.2035172686986776,-0.8812776156112323,-0.7174976123772943,1,-0.1873317005750732,0.0970361520540313,7.232,-0.8812776156112323,-0.1873317005750791,0.2272727272727272,1,1,1,1,1,-0.5454545454545454,-0.7272727272727273,-0.7272727272727273,0,0,0,0,0,0,1,0,0,0,1,20.0
7496,key esky,18.09,7.04,4,2023-09-16,6863,324,29.5,41.0,3.125,-1.125,-0.0922230601444984,-0.3337697021268122,7.088392207511866,0.3564377019481816,-0.2442914647585241,-0.3555376067412492,0.0980815386736748,0.0980815386736748,-0.0094456584408484,0,0.0980815386736748,0.0610376163158158,7.22,0.0980815386736748,0.0980815386736748,0.125,0,1,1,0,1,0.15625,-0.03125,0.15625,0,0,0,0,0,0,1,0,0,0,1,41.0
7497,obsessive dreams,18.11,7.1,5,2023-09-16,6863,324,25.7,41.0,4.6,0.9000000000000004,0.4711401461796038,0.0821836228010254,7.227048955537187,0.6309503154864979,0.4938975985754236,0.6479819681560827,-0.1257719823057367,-0.1257719823057367,0.3042571835213061,1,0.126063228796097,0.0730371282285549,7.224,-0.1257719823057367,0.1260632287960951,0.2857142857142857,1,1,1,0,1,-1.8285714285714283,-0.7285714285714285,0.3714285714285714,0,0,0,0,1,0,0,0,0,0,1,34.0
7498,virago blue,18.14,7.28,6,2023-09-16,6863,324,28.8,26.0,4.133333333333334,0.1523809523809518,0.4546233929293015,0.185961686115903,7.261643050386899,1.6984898160257424,1.1011380733697391,1.1011380733697391,-0.4895339538972694,-0.4895339538972694,0.5843396109941364,0,-0.1117811372445216,0.353525719188806,7.3175,-0.4895339538972694,-0.1117811372445266,0.2666666666666666,1,1,1,1,1,0.5666666666666667,0.3,-0.0333333333333333,0,0,0,1,0,0,0,0,0,1,0,27.0
7499,bald head sally,18.16,7.15,7,2023-09-16,6863,324,26.8,34.0,4.0,-0.25,0.0818180429595067,0.0521704440658135,7.217044155690836,0.5265722233800555,0.0485463324704453,0.0485463324704453,0.3743724345323569,0.3743724345323569,0.274481951477132,0,-0.3776071934075686,-0.32894652084817,7.09,-0.3776071934075686,-0.3776071934075686,0.0434782608695652,0,0,0,0,1,1.0217391304347827,1.108695652173913,0.0652173913043478,0,1,0,0,0,0,0,0,0,1,0,31.0
7500,tudor fisk,18.2,7.26,8,2023-09-16,6863,324,33.5,101.0,4.37037037037037,0.2158365261813539,0.1791102177179873,0.1875103594414366,7.2621592958264785,-0.4683833826795649,0.445569266752399,0.253978746359224,0.3219350596530765,0.3219350596530765,0.1750069499476422,1,0.4773888936665555,0.4743541377545708,7.357777777777778,0.3219350596530765,0.4773888936665477,0.1111111111111111,1,1,1,1,1,-0.1666666666666666,0.2592592592592592,0.4506172839506173,0,0,1,0,0,0,0,0,0,1,0,67.0
7501,good odds viking,17.49,6.98,1,2023-09-16,6864,324,32.3,1.08,1.75,-0.75,-1.1768244463471833,-0.50954329522372,7.02979862658119,-1.384948037814896,-1.4688931081821766,-0.531428319623549,-1.1610945168354845,-1.1610945168354845,-1.141491699858318,0,-1.269023893021988,-0.5603656791652604,7.012857142857143,-1.1610945168354845,-1.269023893021988,0.875,0,0,0,0,1,2.0,-0.375,-0.25,1,0,0,0,1,0,0,0,0,0,1,1.07
7502,doonside lewis,18.0,7.11,5,2023-09-16,6867,324,32.4,7.0,2.5,0.1666666666666665,0.0561090034900312,0.1610335489219671,7.253333333333334,0.3219350596530765,-0.0698086020608863,-0.3216438131627182,0.1260632287960951,0.1260632287960951,0.0365218204043324,1,0.0561090034900312,0.1610335489219671,7.253333333333334,0.1260632287960951,0.0561090034900246,1.0,0,0,0,0,1,2.833333333333333,1.3333333333333333,0.5,0,1,0,0,0,0,0,0,0,1,0,6.5
7503,super pumped,17.69,7.06,2,2023-09-16,6864,324,35.5,6.5,3.305084745762712,0.4092009685230025,-0.6689712328140381,-0.2393093185253547,7.1198802827897225,-0.907505449348766,-0.8532959254888022,-0.8532959254888022,-0.2785240139413885,-0.2785240139413885,-0.6342290656418295,0,-0.9254025884965942,-0.3508687060733643,7.082692307692308,-0.8532959254888022,-0.9254025884965942,0.4406779661016949,0,1,0,1,1,0.3728813559322034,0.2796610169491525,0.3389830508474576,0,0,0,0,0,0,1,0,0,0,1,6.5
7504,kenkey,17.94,7.11,4,2023-09-16,6864,324,32.4,26.0,3.8333333333333335,-0.7083333333333335,-0.5099203463791085,-0.532246879377183,7.022230457369453,-0.5734790242645501,-0.153753672428157,0.2358509835984953,-0.3216438131627182,-0.3216438131627182,-0.2269338678839296,0,0.2170037216939807,0.1510339556613522,7.25,-0.3216438131627182,0.2170037216939857,0.3333333333333333,1,1,1,0,1,0.0416666666666666,-0.2083333333333333,-0.1666666666666666,0,0,1,0,0,0,0,0,0,1,0,18.0
7505,balinese blue,18.09,7.24,5,2023-09-16,6864,324,32.0,23.0,3.9318181818181817,-0.6318181818181818,-0.1762871963654733,-0.0043106333669289,7.198216364079483,-0.5468756862893084,-0.293662123040288,-0.293662123040288,-0.5468756862893084,-0.5468756862893084,-0.4455902609897002,1,0.0172455449866643,0.0443716275481254,7.214444444444444,-0.293662123040288,0.0172455449866642,0.2045454545454545,1,1,1,0,1,-0.75,0.1477272727272727,-0.1136363636363636,0,0,0,0,0,0,0,1,0,0,0,19.0
7506,despicable easy,18.43,7.26,6,2023-09-16,6864,324,27.3,61.0,4.076923076923077,-1.8769230769230765,0.1046404655392025,-0.0638049380468013,7.17838412253082,0.4225299098016084,1.1626046897844904,1.048577088301886,0.0179877915358182,0.0179877915358182,0.5339374541919243,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,-0.1538461538461538,0.173076923076923,0.2307692307692307,0,0,0,0,0,0,0,0,1,0,0,51.0
7507,knighted foxy,18.51,7.29,7,2023-09-16,6864,324,25.8,90.0,4.914893617021277,-0.6260047281323882,0.4145184228158792,0.0641135807827936,7.221025363194552,0.7433027526649121,0.517806890510058,0.517806890510058,1.5445730166459757,1.5445730166459757,0.973612513395396,0,0.6612130523874903,0.1210351758795064,7.24,0.517806890510058,0.6612130523874891,0.0851063829787234,1,0,0,0,1,-1.75,-0.6329787234042553,-0.0053191489361702,0,1,0,0,0,0,0,0,0,1,0,81.0
7508,world gone mad,17.58,7.01,1,2023-09-16,6865,324,35.5,5.5,2.9587628865979383,-0.2730486008836528,-0.7382927409050392,-0.3117101101804206,7.095745703922991,-0.7133874748766711,-0.9372409958560828,-0.8812776156112323,-0.8532959254888022,-0.8532959254888022,-0.8476995874643182,1,-0.7589705507212723,-0.1949700397301903,7.134660643563596,-0.8532959254888022,-0.7589705507212962,0.6391752577319587,1,0,0,0,1,1.6958762886597938,0.7525773195876289,0.3556701030927835,1,0,1,0,0,0,0,0,0,1,0,4.8
7509,oranmore,17.69,7.08,2,2023-09-16,6865,324,28.3,1.8,2.896551724137931,-0.4322660098522166,-0.7424736117334436,0.0646203113892514,7.221194280267227,-0.8253142353663819,-1.1093236453406734,-1.384948037814896,-1.133112826713064,-1.133112826713064,-1.1171623143896157,1,-1.072325017136759,0.2068937524965119,7.268620689655172,-1.133112826713064,-1.07232501713677,0.5,1,0,1,0,1,1.293103448275862,0.8448275862068966,0.4137931034482758,0,1,0,0,0,0,0,0,0,1,0,2.0
7510,elsie's ethics,17.89,7.12,3,2023-09-16,6864,324,27.8,51.0,4.24,0.5377777777777775,0.1225968831469473,-0.0189620726087355,7.193332352346888,0.8421119582748609,0.2379899892858059,1.963836518558556,-0.1817353625505871,-0.1817353625505871,0.5360935482036098,0,0.0980815386736723,0.2185312101705032,7.2725,-0.1817353625505871,0.0980815386736748,0.16,1,1,1,1,1,-0.24,-0.1,-0.12,0,0,0,0,0,1,0,0,0,0,1,46.0
7511,cop it nick,18.0,7.25,3,2023-09-16,6863,324,30.7,15.0,3.869565217391304,-1.2028985507246377,-0.0700646474124538,-0.0661588691851932,7.177599446902175,-0.4152163502955121,-0.8016236102550042,-0.7598423556739832,1.1930383414706611,1.1930383414706611,0.0818788733433646,0,0.0607726185104379,0.1510339556613528,7.25,0.0700998485512447,0.0607726185104445,0.1304347826086956,0,1,0,0,1,0.1739130434782608,0.0434782608695652,0.2608695652173913,0,0,0,0,0,0,0,0,1,0,0,15.0
7512,bluey's wish,18.12,7.44,6,2023-09-16,6867,324,31.1,5.5,3.125,0.2083333333333334,0.1514078092225247,0.9095743173892644,7.50285707193563,0.4808112636884928,2.184265905334702,-0.6574240946318207,-0.7693508551215315,-0.7693508551215315,0.0937902728296622,1,-0.7320419349582945,-0.0389583162903331,7.1866666666666665,-0.7693508551215315,-0.7320419349582913,0.375,1,0,0,1,1,0.875,1.1875,0.875,0,0,0,1,0,0,0,0,0,1,0,5.5
7513,warami star,18.54,7.51,8,2023-09-16,6867,324,32.7,34.0,4.090909090909091,2.409090909090909,0.5478454094913277,0.5160238638614658,7.371668251460348,-0.0349661052562932,-0.6810721326021105,0.5188448603401113,-0.5825725103104912,0.5148256876690624,-0.0529880400319442,1,1.2453308336931332,1.0509973491167042,7.55,1.2453308336931332,1.2453308336931332,0.0909090909090909,0,1,1,1,1,1.3636363636363635,0.9090909090909092,0.5454545454545454,0,0,0,0,1,0,0,0,0,0,1,26.0
7514,kissin' coco,18.32,7.19,7,2023-09-16,6867,324,28.3,101.0,5.0,0.333333333333333,0.7982538685550262,-0.0272940069039594,7.190554927946359,0.0988648473030344,1.180712916203723,0.0988648473030344,1.3065092032852004,0.9794388568733666,0.7328781341936718,1,0.8116146367955301,0.0660374129461246,7.221666666666667,1.7769829460192172,0.8116146367955301,0.4,0,1,1,0,1,-1.6666666666666667,-1.9333333333333331,-0.9333333333333332,0,0,0,0,0,0,0,0,1,0,0,101.0
7515,good odds atlas,17.96,7.3,2,2023-09-16,6863,324,32.1,1.12,2.2222222222222223,0.3777777777777777,-1.380675932085258,-0.5554629820499968,7.014491441702268,-1.3569663476924658,-1.496874798304597,-1.886676372895604,-1.7207283192840086,-1.7207283192840086,-1.6363948314921366,1,-1.5738244461412698,-0.4789404197573956,7.04,-1.7207283192840086,-1.5738244461412674,0.4444444444444444,1,0,0,0,1,1.8333333333333333,0.9444444444444444,0.5,0,0,0,0,0,1,0,0,0,0,1,1.09
7516,misled,18.4,7.38,7,2023-09-16,6862,324,26.8,12.0,3.3,0.9222222222222224,-0.4619191971417268,-0.3863474620010231,7.07086557467661,-0.828234787003373,-1.4796903633338625,0.1326106603086057,0.4440729447947874,-1.190745511718354,-0.5843974113904393,1,-0.0511541419792629,-0.109302154698681,7.163217766771439,-0.0418269119384561,-0.0511541419792662,0.1,0,1,1,0,1,-0.4666666666666667,-0.5333333333333333,0.1,0,0,0,0,1,0,0,0,0,0,1,16.0
7517,saka boom,18.22,7.37,3,2023-09-16,6858,324,31.9,4.75,4.6923076923076925,-0.2637362637362637,0.7338338253882051,0.2277323903363019,7.275567184809752,0.2240188332205789,-0.2097170526730074,-0.2097170526730074,-0.4398175997932132,-0.4398175997932132,-0.2150100943423725,1,0.1633721489593353,0.331026634352423,7.31,-0.2097170526730074,0.1633721489593353,0.2307692307692307,1,0,1,1,1,0.3076923076923077,0.4230769230769231,0.6923076923076923,0,0,0,0,0,1,0,0,0,0,1,5.0
7518,snowy's adarni,18.57,7.41,8,2023-09-16,6857,324,35.9,71.0,5.8,-1.4666666666666668,1.229946018160908,0.6214431669540191,7.406809448488753,1.4971660447949653,1.6264667915329205,0.0485463324704453,2.662636855059298,1.1334040732034223,1.3936440194122102,0,1.1374014575066311,0.6524421320150484,7.417142857142857,1.1334040732034223,1.1374014575066298,0.7,1,0,1,0,1,0.3,0.1,0.3,0,1,0,0,0,0,0,0,0,1,0,71.0
7519,big bang boom,18.21,7.35,3,2023-09-16,6857,324,32.2,8.0,4.0,0.4000000000000003,0.6577153411221882,0.2750289120929781,7.291333333333333,0.8815688621015907,0.2100082991633757,1.3572575941828342,0.5737702707549084,0.5737702707549084,0.7192750593915235,0,0.6577153411221882,0.2750289120929781,7.291333333333333,0.5737702707549084,0.657715341122199,1.0,1,1,1,0,1,-0.0333333333333333,-0.2333333333333333,0.1666666666666666,0,0,0,0,0,0,0,0,1,0,0,10.0
7520,texas playboy,18.13,7.18,2,2023-09-16,6857,324,32.0,15.0,5.857142857142857,0.3428571428571434,0.979558970481664,0.1357472313650955,7.244904217969056,0.8267872186479835,0.2379899892858059,0.4618435102652076,0.8256054818567403,0.8256054818567403,0.6355663363824955,1,0.7584494255629217,0.1030359080104002,7.234,0.8256054818567403,0.7584494255629257,0.7142857142857143,0,1,1,0,1,-3.571428571428572,-2.2857142857142856,-1.5714285714285714,0,0,0,0,1,0,0,0,0,0,1,16.0
7521,emgrand fever,18.0,7.26,1,2023-09-16,6857,324,34.6,2.4,4.8,-1.7999999999999998,0.1638518349295505,0.3241699150272579,7.30771433392457,0.3262149592631055,-0.8777219224682066,0.4716189630436561,0.4495735874045988,0.4495735874045988,0.1638518349295505,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.2,1.0,-0.2,1,0,0,0,0,1,0,0,0,0,1,2.25
7522,prancing toro,18.58,7.33,6,2023-09-16,6856,324,27.3,11.0,5.0,0.0,0.7592625446899574,-0.1292213390838102,7.156577768568184,1.0326262643013264,1.8582669595114905,0.9729165737848738,0.0097528804631278,-0.0772499546110319,0.7592625446899574,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,-2.8,-1.8,-1.2,0,0,0,0,1,0,0,0,0,0,1,14.0
7523,early sunset,18.55,7.36,5,2023-09-16,6856,324,27.6,51.0,5.076923076923077,-0.1945701357466056,0.8894318248525794,0.5301951355069445,7.376392200817134,-0.3540017861902766,0.2939533695306563,0.7837109743209986,0.1335850581860911,1.1448920388403974,0.4004279309375733,1,1.0876158530030946,0.7919169782734972,7.463636363636364,0.2939533695306563,1.0876158530031013,0.282051282051282,1,0,1,0,1,0.2435897435897435,0.782051282051282,0.8846153846153846,0,1,0,0,0,0,0,0,0,1,0,67.0
7524,steady teddy,18.06,7.19,2,2023-09-16,6856,324,30.8,3.1,3.888888888888889,-0.1388888888888888,0.2261367065679354,0.0500709897000644,7.216344309103403,-0.1193662362540276,-0.3216438131627182,-0.3216438131627182,-0.6057674503373673,-0.6057674503373673,-0.3948377526508397,1,-0.3216438131627182,-0.2389501815026339,7.12,-0.3216438131627182,-0.3216438131627182,0.2222222222222222,0,0,0,1,1,0.0,-0.6666666666666666,-0.6666666666666666,0,0,1,0,0,0,0,0,0,1,0,2.9
7525,stung by bees,17.81,7.21,1,2023-09-16,6863,324,33.3,7.0,3.774193548387097,-0.374193548387097,-0.1508083943719303,0.3932179897576378,7.330731295025157,-0.6703819565143155,-0.9584796883731588,-0.2205329135528604,-0.4858704729952428,-0.5175156440196996,-0.5705561350910554,1,-0.5175156440196996,0.4210229736979573,7.34,-0.5175156440196996,-0.5175156440196996,0.032258064516129,0,1,1,0,1,1.3387096774193548,0.8225806451612904,0.6935483870967742,1,0,0,0,0,0,0,1,0,0,0,8.5
7526,warami zephyr,18.29,7.36,5,2023-09-16,6858,324,30.4,31.0,5.6,-0.2666666666666666,0.9376101337492294,0.655825067146581,7.418270548054332,1.357695645954265,-0.2901198114083941,0.4618435102652076,1.2893644646481517,1.365773616782914,0.8369114852484287,1,0.7882965616935099,0.9310022299893244,7.51,0.4618435102652076,0.7882965616935099,0.3,1,1,1,0,1,0.7,0.35,0.5,0,0,0,1,0,0,0,0,0,1,0,34.0
7527,uncle dougie,18.43,7.38,7,2023-09-16,6858,324,31.5,8.5,4.0,0.0,0.8071354228938828,0.5102604869025084,7.369747047664437,2.247622115654476,0.4058801300203571,-0.3288425287739776,0.8960893775937252,0.8960893775937252,0.8233676944176611,0,0.4058801300203571,0.2110315152250408,7.27,0.4058801300203571,0.4058801300203571,0.1666666666666666,0,1,0,0,1,-1.1666666666666667,-0.5,-0.8333333333333334,0,0,0,0,0,0,0,0,1,0,0,9.0
7528,mia she's fast,18.31,7.41,6,2023-09-16,6862,324,27.5,2.4,2.636363636363636,-0.2517482517482516,-0.9504553904028556,-0.3864578028590954,7.070828792894526,-0.9678894115425823,0.382418949798348,-0.9829832215976544,-1.0211860662233634,-1.0211860662233634,-0.7221651631577231,0,-1.0211860662233634,-0.6589330984484644,6.98,-1.0211860662233634,-1.0211860662233634,0.0606060606060606,0,0,0,1,1,-0.2272727272727272,-0.4242424242424242,-0.2575757575757575,0,0,0,1,0,0,0,0,0,1,0,2.15
7529,mitch and murray,18.08,7.49,5,2023-09-16,6862,324,35.1,4.4,3.0246913580246915,0.3753086419753084,-0.9413864314297758,-0.1386352544178007,7.153439669151324,-1.0211860662233634,-0.4895339538972694,-0.6854057847542508,-1.245039587202765,-1.245039587202765,-0.9372409958560828,0,-0.9413864314297758,-0.1386352544178007,7.153439669151324,-1.245039587202765,-0.9413864314297729,1.0,1,1,1,1,1,1.6790123456790125,1.5432098765432098,0.9753086419753086,0,0,0,0,0,0,0,0,1,0,0,4.6
7530,rio bravo,18.08,7.49,5,2023-09-16,6862,324,35.1,4.4,3.0246913580246915,0.3753086419753084,-0.9413864314297758,-0.1386352544178007,7.153439669151324,-1.0211860662233634,-0.4895339538972694,-0.6854057847542508,-1.245039587202765,-1.245039587202765,-0.9372409958560828,0,-0.9413864314297758,-0.1386352544178007,7.153439669151324,-1.245039587202765,-0.9413864314297729,1.0,1,1,1,1,1,1.6790123456790125,1.5432098765432098,0.9753086419753086,0,0,0,0,0,0,0,0,1,0,0,13.0
7533,moody blues,18.05,7.08,3,2023-09-16,6862,324,34.6,41.0,3.076923076923077,-1.076923076923077,-0.4129291608092342,-0.3293317363409527,7.089871589612783,-0.8253142353663819,-1.105131136590634,-0.153753672428157,0.4510944511311673,2.6147905889325447,0.1963371991357077,0,-0.8274666730681027,-0.3681756944090443,7.076923076923077,-0.153753672428157,-0.8274666730681134,0.5,0,1,1,0,1,0.7115384615384616,-0.0192307692307692,-0.2884615384615384,0,0,0,0,0,0,1,0,0,0,1,34.0
7534,venus banner,17.92,7.08,2,2023-09-16,6862,324,27.8,3.1,3.2222222222222223,-0.3650793650793651,-0.3625648327726403,-0.5018486507212659,7.032363612410084,1.5030447120478183,0.1741389649067627,1.419988102851497,-1.2730212773251952,-0.8536431848335851,0.1941014635294596,0,-0.5734790242645468,-0.1191284051672751,7.1599422167190525,-1.2730212773251952,-0.5734790242645501,0.2222222222222222,1,0,0,0,1,-0.7037037037037037,-0.8333333333333334,-0.4444444444444444,0,1,0,0,0,0,0,0,0,1,0,3.7
7535,probation,17.74,7.04,1,2023-09-16,6862,324,33.1,9.0,3.45,-1.1642857142857146,-0.5547180113057479,-0.4105777524126877,7.062788482678912,-1.2410907965377227,-0.3216438131627182,-0.3216438131627182,-0.8977057270631243,-0.8977057270631243,-0.7359579753978815,1,-0.7413691649991047,-0.3689448938906294,7.076666666666667,-0.3216438131627182,-0.7413691649991013,0.15,0,1,0,1,1,0.0125,-0.1875,-0.3125,1,0,0,0,0,0,0,1,0,0,0,8.0
7536,jokey,18.5,7.14,8,2023-09-16,6861,324,26.5,101.0,3.685185185185185,0.6481481481481479,-0.4595318894395711,-0.5509960723505208,7.015980472166827,-0.4916837203838575,0.3564377019481816,0.4338618201427774,0.1540449189185253,3.287994212630218,0.7481309866511691,0,0.2519808343470143,-0.1439540455267919,7.151666666666666,3.287994212630218,0.251980834347016,0.1111111111111111,0,1,0,0,1,-0.2407407407407407,-0.0185185185185185,0.2777777777777778,0,0,0,0,0,1,0,0,0,0,1,91.0
7537,what a knight,18.47,7.33,7,2023-09-16,6861,324,32.9,90.0,4.738095238095238,0.0038402457757298,0.4035642118052941,0.112010829249342,7.236991762099729,0.8742558771235357,0.6192655074139143,0.5967117118953644,0.2584047791170452,0.2584047791170452,0.5214085309333809,0,1.1054223830810024,0.1960321253341199,7.265000000000001,0.7696421016118898,1.1054223830810024,0.0238095238095238,1,1,1,0,1,-0.7619047619047619,-0.1488095238095238,-0.0238095238095238,0,0,0,0,1,0,0,0,0,0,1,151.0
7538,calamity ethics,18.26,7.41,6,2023-09-16,6861,324,25.7,34.0,3.589041095890411,-0.2080887149380301,-0.4482616093431067,-0.3693296267083421,7.076538417177684,-0.7647874175282972,-0.824177405773562,-0.9663827409580392,-0.7470182625489945,-0.7470182625489945,-0.8098768178715774,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,1,1,0.0684931506849315,0.5821917808219178,0.541095890410959,0,0,0,0,0,0,1,0,0,0,1,31.0
7539,ziggy stardust,18.21,7.35,5,2023-09-16,6861,324,35.5,71.0,3.534090909090909,-0.2007575757575757,-0.3881956824853063,-0.0252261173565595,7.191244252499703,-0.7394837362527149,-0.4389127116482371,-0.2212474727652815,0.2458308224097991,-0.9251919967245088,-0.4158010189961887,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,0,1,1.3863636363636365,0.9659090909090908,0.3977272727272727,0,0,0,1,0,0,0,0,0,1,0,51.0
7540,rodeo ethics,17.99,7.15,4,2023-09-16,6861,324,32.4,71.0,3.986842105263158,0.325657894736842,-0.4037131306750445,-0.4179470333355364,7.060331955788006,-0.293662123040288,0.3219350596530765,-0.3216438131627182,0.3499167497755067,0.3499167497755067,0.0812925246002167,0,-0.0396744742367322,0.0863411948425988,7.228434869254947,0.3499167497755067,-0.0396744742367345,0.1710526315789473,0,1,1,1,1,-0.631578947368421,-0.2763157894736842,0.1973684210526315,0,0,0,0,0,0,0,1,0,0,0,46.0
7541,try catch jett,17.85,7.16,3,2023-09-16,6861,324,34.4,10.0,3.0,-0.0909090909090908,-0.5139559448961332,-0.4239725730345866,7.058323360857522,-0.0347945626241584,-0.2377787222911468,0.2338836424939756,-0.7973325452439517,-0.0698086020608863,-0.1811661579452335,0,-0.6294424045094005,-0.0189591297691035,7.193333333333333,-0.0698086020608863,-0.6294424045094005,0.073170731707317,0,1,0,0,1,0.7073170731707317,0.4756097560975609,0.7682926829268293,0,0,0,0,0,0,0,0,1,0,0,10.0
7542,mac fly,17.65,7.05,2,2023-09-16,6861,324,30.8,2.5,3.0,-0.5555555555555554,-0.6120147131424748,-0.1694890870407059,7.1431546399443775,-1.1399305430333235,-1.4182616722460022,-0.9436428918758278,-1.7207283192840086,-1.7207283192840086,-1.388658349144634,1,-1.4129297279373212,-0.501439504593779,7.0325,-1.7207283192840086,-1.4129297279373163,0.1052631578947368,1,0,0,0,1,1.1842105263157894,0.7894736842105263,0.868421052631579,0,1,0,0,0,0,0,0,0,1,0,2.6
7543,hardaway ranger,17.55,6.98,1,2023-09-16,6861,324,32.6,1.5,2.3488372093023258,-0.8488372093023258,-1.0988347557291889,-0.7918768503304802,6.93568361351735,-1.1625184748260318,0.2773348275152265,0.2773348275152265,-1.721829893802167,-1.721829893802167,-0.8103017214799826,0,-1.2642769991619345,-0.4958147333846829,7.034375,-1.245039587202765,-1.2642769991619451,0.1860465116279069,0,1,1,0,1,0.8430232558139535,0.1569767441860465,0.1569767441860465,1,0,1,0,0,0,0,0,0,1,0,1.5
7544,whiskey mac,18.53,7.48,7,2023-09-16,6860,324,31.7,90.0,5.888888888888889,-0.0888888888888894,0.8565102758202303,0.6450770486311598,7.414687729488516,0.6523685104615328,0.8033240549593001,0.5670023356093628,1.072655825936516,1.9394903807830592,1.0069682215499542,0,1.329275904060404,0.7210107715164098,7.44,1.329275904060404,1.329275904060404,0.1111111111111111,0,1,1,0,1,1.5555555555555556,0.8888888888888888,0.5555555555555556,0,0,0,1,0,0,0,0,0,1,0,61.0
7545,despicable lucky,18.41,7.36,6,2023-09-16,6860,324,27.7,19.0,4.8,-0.7999999999999998,0.7453981485324291,0.232513485236194,7.27716094793434,-0.1778869842762102,1.6205146100157743,0.727846282710412,1.1054223830810024,0.4510944511311673,0.7453981485324291,0,1.1054223830810024,0.9010034502074792,7.5,1.1054223830810024,1.1054223830810024,0.2,0,1,1,0,1,1.2,-0.6,-0.2,0,0,1,0,0,0,0,0,0,1,0,16.0
7546,sky high key,18.62,7.33,8,2023-09-16,6858,324,24.0,101.0,6.538461538461538,0.2115384615384616,1.2673459665693374,0.4588141865763039,7.352597583352779,1.3852392843052643,0.7136787213670395,0.8256054818567403,1.656740101267414,1.656740101267414,1.2476007380127745,1,0.958518509938266,0.6835122967891023,7.4275,0.8256054818567403,0.9585185099382612,0.3076923076923077,1,1,1,0,1,-2.6923076923076925,-1.7692307692307692,-0.0769230769230769,0,0,0,0,0,0,0,1,0,0,0,81.0
7547,silly sausage,18.38,7.41,6,2023-09-16,6858,324,28.6,30.0,4.5,-0.3888888888888893,0.63294355062095,0.5375549475829094,7.3788455712973615,0.3499167497755067,0.1260632287960951,0.2659716794082261,0.8256054818567403,0.8256054818567403,0.4786325243386617,1,0.5589564348077436,0.4774300852430702,7.358803135312606,0.8256054818567403,0.5589564348077454,0.7083333333333334,0,1,1,0,1,-0.0625,0.5208333333333334,0.8125,0,0,0,0,1,0,0,0,0,0,1,27.0
